,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
46,which,0.002,6.3,PRON,"['W', 'IH1', 'CH']"
47,time,0.00195,6.29,NOUN,"['T', 'AY1', 'M']"
48,get,0.00191,6.28,VERB,"['G', 'EH1', 'T']"
49,been,0.00186,6.27,AUX,"['B', 'IH1', 'N']"
50,new,0.00178,6.25,ADJ,"['N', 'UW1']"
51,how,0.00174,6.24,SCONJ,"['HH', 'AW1']"
52,also,0.00155,6.19,ADV,"['AO1', 'L', 'S', 'OW0']"
53,them,0.00155,6.19,PRON,"['DH', 'EH1', 'M']"
54,our,0.00138,6.14,PRON,"['AW1', 'ER0']"
55,good,0.00132,6.12,ADJ,"['G', 'UH1', 'D']"
56,only,0.00132,6.12,ADV,"['OW1', 'N', 'L', 'IY0']"
57,first,0.00129,6.11,ADV,"['F', 'ER1', 'S', 'T']"
58,him,0.00129,6.11,PRON,"['HH', 'IH1', 'M']"
59,know,0.00126,6.1,VERB,"['N', 'OW1']"
60,see,0.00126,6.1,VERB,"['S', 'IY1']"
61,two,0.00126,6.1,NUM,"['T', 'UW1']"
62,make,0.0012,6.08,VERB,"['M', 'EY1', 'K']"
63,over,0.0012,6.08,ADP,"['OW1', 'V', 'ER0']"
64,think,0.0012,6.08,VERB,"['TH', 'IH1', 'NG', 'K']"
65,any,0.00117,6.07,PRON,"['EH1', 'N', 'IY0']"
66,then,0.00117,6.07,ADV,"['DH', 'EH1', 'N']"
67,could,0.00115,6.06,AUX,"['K', 'UH1', 'D']"
68,back,0.0011,6.04,ADV,"['B', 'AE1', 'K']"
69,these,0.0011,6.04,PRON,"['DH', 'IY1', 'Z']"
70,us,0.0011,6.04,PRON,"['AH1', 'S']"
71,want,0.0011,6.04,VERB,"['W', 'AA1', 'N', 'T']"
72,because,0.00107,6.03,SCONJ,"['B', 'IH0', 'K', 'AO1', 'Z']"
73,go,0.00107,6.03,VERB,"['G', 'OW1']"
74,well,0.00107,6.03,ADV,"['W', 'EH1', 'L']"
75,said,0.00102,6.01,VERB,"['S', 'EH1', 'D']"
76,way,0.00102,6.01,NOUN,"['W', 'EY1']"
77,much,0.001,6.0,ADJ,"['M', 'AH1', 'CH']"
78,where,0.001,6.0,SCONJ,"['W', 'EH1', 'R']"
79,even,0.000977,5.99,ADV,"['IY1', 'V', 'IH0', 'N']"
80,should,0.000977,5.99,AUX,"['SH', 'UH1', 'D']"
81,may,0.000955,5.98,AUX,"['M', 'EY1']"
82,need,0.000933,5.97,VERB,"['N', 'IY1', 'D']"
83,really,0.000933,5.97,ADV,"['R', 'IH1', 'L', 'IY0']"
84,did,0.000912,5.96,VERB,"['D', 'IH1', 'D']"
85,right,0.000912,5.96,INTJ,"['R', 'AY1', 'T']"
86,work,0.000912,5.96,VERB,"['W', 'ER1', 'K']"
87,year,0.000912,5.96,NOUN,"['Y', 'IH1', 'R']"
88,years,0.000912,5.96,NOUN,"['Y', 'IH1', 'R', 'Z']"
89,being,0.000891,5.95,AUX,"['B', 'IY1', 'IH0', 'NG']"
90,day,0.000891,5.95,NOUN,"['D', 'EY1']"
91,too,0.000891,5.95,ADV,"['T', 'UW1']"
92,going,0.000871,5.94,VERB,"['G', 'OW1', 'IH0', 'NG']"
93,before,0.000851,5.93,ADP,"['B', 'IH0', 'F', 'AO1', 'R']"
94,off,0.000851,5.93,ADV,"['AO1', 'F']"
95,still,0.000832,5.92,ADV,"['S', 'T', 'IH1', 'L']"
96,take,0.000832,5.92,VERB,"['T', 'EY1', 'K']"
97,got,0.000813,5.91,VERB,"['G', 'AA1', 'T']"
98,many,0.000813,5.91,ADJ,"['M', 'EH1', 'N', 'IY0']"
99,never,0.000813,5.91,ADV,"['N', 'EH1', 'V', 'ER0']"
100,those,0.000794,5.9,PRON,"['DH', 'OW1', 'Z']"
101,life,0.000776,5.89,NOUN,"['L', 'AY1', 'F']"
102,say,0.000776,5.89,VERB,"['S', 'EY1']"
103,world,0.000776,5.89,NOUN,"['W', 'ER1', 'L', 'D']"
104,down,0.000759,5.88,ADV,"['D', 'AW1', 'N']"
105,through,0.000741,5.87,ADP,"['TH', 'R', 'UW1']"
106,best,0.000692,5.84,ADJ,"['B', 'EH1', 'S', 'T']"
107,such,0.000692,5.84,ADJ,"['S', 'AH1', 'CH']"
108,man,0.000661,5.82,NOUN,"['M', 'AE1', 'N']"
109,home,0.000646,5.81,NOUN,"['HH', 'OW1', 'M']"
110,look,0.000646,5.81,VERB,"['L', 'UH1', 'K']"
111,something,0.000646,5.81,PRON,"['S', 'AH1', 'M', 'TH', 'IH0', 'NG']"
112,use,0.000646,5.81,VERB,"['Y', 'UW1', 'S']"
113,same,0.000631,5.8,ADJ,"['S', 'EY1', 'M']"
114,used,0.000631,5.8,VERB,"['Y', 'UW1', 'Z', 'D']"
115,both,0.000617,5.79,CCONJ,"['B', 'OW1', 'TH']"
116,every,0.000617,5.79,PRON,"['EH1', 'V', 'ER0', 'IY0']"
117,am,0.000603,5.78,AUX,"['AE1', 'M']"
118,come,0.000603,5.78,VERB,"['K', 'AH1', 'M']"
119,part,0.000603,5.78,NOUN,"['P', 'AA1', 'R', 'T']"
120,state,0.000603,5.78,NOUN,"['S', 'T', 'EY1', 'T']"
121,three,0.000603,5.78,NUM,"['TH', 'R', 'IY1']"
122,around,0.000589,5.77,ADV,"['ER0', 'AW1', 'N', 'D']"
123,between,0.000589,5.77,ADP,"['B', 'IH0', 'T', 'W', 'IY1', 'N']"
124,always,0.000575,5.76,ADV,"['AO1', 'L', 'W', 'EY2', 'Z']"
125,better,0.000575,5.76,ADJ,"['B', 'EH1', 'T', 'ER0']"
126,help,0.000562,5.75,VERB,"['HH', 'EH1', 'L', 'P']"
127,high,0.000562,5.75,ADJ,"['HH', 'AY1']"
128,little,0.000562,5.75,ADJ,"['L', 'IH1', 'T', 'AH0', 'L']"
129,old,0.000562,5.75,ADJ,"['OW1', 'L', 'D']"
130,since,0.000562,5.75,SCONJ,"['S', 'IH1', 'N', 'S']"
131,another,0.00055,5.74,PRON,"['AH0', 'N', 'AH1', 'DH', 'ER0']"
132,does,0.00055,5.74,VERB,"['D', 'AH1', 'Z']"
133,own,0.00055,5.74,VERB,"['OW1', 'N']"
134,things,0.00055,5.74,NOUN,"['TH', 'IH1', 'NG', 'Z']"
135,under,0.000537,5.73,ADP,"['AH1', 'N', 'D', 'ER0']"
136,game,0.000525,5.72,NOUN,"['G', 'EY1', 'M']"
137,thing,0.000525,5.72,NOUN,"['TH', 'IH1', 'NG']"
138,give,0.000513,5.71,VERB,"['G', 'IH1', 'V']"
139,house,0.000513,5.71,PROPN,"['HH', 'AW1', 'S']"
140,place,0.000513,5.71,NOUN,"['P', 'L', 'EY1', 'S']"
141,again,0.000501,5.7,ADV,"['AH0', 'G', 'EH1', 'N']"
142,next,0.000501,5.7,ADJ,"['N', 'EH1', 'K', 'S', 'T']"
143,each,0.00049,5.69,PRON,"['IY1', 'CH']"
144,without,0.00049,5.69,ADP,"['W', 'IH0', 'TH', 'AW1', 'T']"
145,against,0.000479,5.68,ADP,"['AH0', 'G', 'EH1', 'N', 'S', 'T']"
146,end,0.000479,5.68,NOUN,"['EH1', 'N', 'D']"
147,found,0.000479,5.68,VERB,"['F', 'AW1', 'N', 'D']"
148,must,0.000479,5.68,AUX,"['M', 'AH1', 'S', 'T']"
149,show,0.000479,5.68,VERB,"['SH', 'OW1']"
150,big,0.000468,5.67,ADJ,"['B', 'IH1', 'G']"
151,sure,0.000468,5.67,ADJ,"['SH', 'UH1', 'R']"
152,ever,0.000457,5.66,ADV,"['EH1', 'V', 'ER0']"
153,family,0.000457,5.66,NOUN,"['F', 'AE1', 'M', 'AH0', 'L', 'IY0']"
154,keep,0.000457,5.66,VERB,"['K', 'IY1', 'P']"
155,might,0.000457,5.66,AUX,"['M', 'AY1', 'T']"
156,please,0.000457,5.66,INTJ,"['P', 'L', 'IY1', 'Z']"
157,put,0.000457,5.66,VERB,"['P', 'UH1', 'T']"
158,money,0.000437,5.64,NOUN,"['M', 'AH1', 'N', 'IY0']"
159,free,0.000427,5.63,ADJ,"['F', 'R', 'IY1']"
160,someone,0.000427,5.63,PRON,"['S', 'AH1', 'M', 'W', 'AH2', 'N']"
161,away,0.000417,5.62,ADV,"['AH0', 'W', 'EY1']"
162,left,0.000417,5.62,VERB,"['L', 'EH1', 'F', 'T']"
163,number,0.000417,5.62,NOUN,"['N', 'AH1', 'M', 'B', 'ER0']"
164,city,0.000407,5.61,NOUN,"['S', 'IH1', 'T', 'IY0']"
165,days,0.000407,5.61,NOUN,"['D', 'EY1', 'Z']"
166,lot,0.000407,5.61,NOUN,"['L', 'AA1', 'T']"
167,name,0.000407,5.61,VERB,"['N', 'EY1', 'M']"
168,night,0.000407,5.61,NOUN,"['N', 'AY1', 'T']"
169,play,0.000407,5.61,VERB,"['P', 'L', 'EY1']"
170,until,0.000407,5.61,ADP,"['AH0', 'N', 'T', 'IH1', 'L']"
171,company,0.000398,5.6,NOUN,"['K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0']"
172,doing,0.000398,5.6,VERB,"['D', 'UW1', 'IH0', 'NG']"
173,few,0.000398,5.6,ADJ,"['F', 'Y', 'UW1']"
174,let,0.000398,5.6,VERB,"['L', 'EH1', 'T']"
175,real,0.000398,5.6,ADJ,"['R', 'IY1', 'L']"
176,called,0.000389,5.59,VERB,"['K', 'AO1', 'L', 'D']"
177,different,0.000389,5.59,ADJ,"['D', 'IH1', 'F', 'ER0', 'AH0', 'N', 'T']"
178,having,0.000389,5.59,VERB,"['HH', 'AE1', 'V', 'IH0', 'NG']"
179,thought,0.000389,5.59,VERB,"['TH', 'AO1', 'T']"
180,done,0.00038,5.58,VERB,"['D', 'AH1', 'N']"
181,getting,0.000372,5.57,VERB,"['G', 'EH1', 'T', 'IH0', 'NG']"
182,group,0.000372,5.57,NOUN,"['G', 'R', 'UW1', 'P']"
183,looking,0.000372,5.57,VERB,"['L', 'UH1', 'K', 'IH0', 'NG']"
184,public,0.000372,5.57,ADJ,"['P', 'AH1', 'B', 'L', 'IH0', 'K']"
185,top,0.000372,5.57,NOUN,"['T', 'AA1', 'P']"
186,women,0.000372,5.57,NOUN,"['W', 'IH1', 'M', 'AH0', 'N']"
187,business,0.000363,5.56,NOUN,"['B', 'IH1', 'Z', 'N', 'AH0', 'S']"
188,care,0.000363,5.56,VERB,"['K', 'EH1', 'R']"
189,start,0.000363,5.56,VERB,"['S', 'T', 'AA1', 'R', 'T']"
190,system,0.000363,5.56,NOUN,"['S', 'IH1', 'S', 'T', 'AH0', 'M']"
191,times,0.000363,5.56,NOUN,"['T', 'AY1', 'M', 'Z']"
192,week,0.000363,5.56,NOUN,"['W', 'IY1', 'K']"
193,already,0.000355,5.55,ADV,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']"
194,case,0.000355,5.55,NOUN,"['K', 'EY1', 'S']"
195,nothing,0.000355,5.55,PRON,"['N', 'AH1', 'TH', 'IH0', 'NG']"
196,person,0.000355,5.55,NOUN,"['P', 'ER1', 'S', 'AH0', 'N']"
197,change,0.000347,5.54,VERB,"['CH', 'EY1', 'N', 'JH']"
198,enough,0.000347,5.54,ADV,"['IH0', 'N', 'AH1', 'F']"
199,everything,0.000347,5.54,PRON,"['EH1', 'V', 'R', 'IY0', 'TH', 'IH2', 'NG']"
200,full,0.000347,5.54,ADJ,"['F', 'UH1', 'L']"
201,live,0.000347,5.54,VERB,"['L', 'AY1', 'V']"
202,making,0.000347,5.54,VERB,"['M', 'EY1', 'K', 'IH0', 'NG']"
203,point,0.000347,5.54,VERB,"['P', 'OY1', 'N', 'T']"
204,read,0.000347,5.54,VERB,"['R', 'EH1', 'D']"
205,told,0.000347,5.54,VERB,"['T', 'OW1', 'L', 'D']"
206,yet,0.000347,5.54,ADV,"['Y', 'EH1', 'T']"
207,four,0.000339,5.53,NUM,"['F', 'AO1', 'R']"
208,hard,0.000339,5.53,ADV,"['HH', 'AA1', 'R', 'D']"
209,mean,0.000339,5.53,VERB,"['M', 'IY1', 'N']"
210,once,0.000339,5.53,ADV,"['W', 'AH1', 'N', 'S']"
211,support,0.000339,5.53,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T']"
212,tell,0.000339,5.53,VERB,"['T', 'EH1', 'L']"
213,music,0.000331,5.52,NOUN,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K']"
214,power,0.000331,5.52,NOUN,"['P', 'AW1', 'ER0']"
215,states,0.000331,5.52,VERB,"['S', 'T', 'EY1', 'T', 'S']"
216,water,0.000331,5.52,NOUN,"['W', 'AO1', 'T', 'ER0']"
217,believe,0.000324,5.51,VERB,"['B', 'IH0', 'L', 'IY1', 'V']"
218,call,0.000324,5.51,VERB,"['K', 'AO1', 'L']"
219,small,0.000324,5.51,ADJ,"['S', 'M', 'AO1', 'L']"
220,took,0.000324,5.51,VERB,"['T', 'UH1', 'K']"
221,white,0.000324,5.51,ADJ,"['W', 'AY1', 'T']"
222,came,0.000316,5.5,VERB,"['K', 'EY1', 'M']"
223,far,0.000316,5.5,ADV,"['F', 'AA1', 'R']"
224,job,0.000316,5.5,NOUN,"['JH', 'AA1', 'B']"
225,side,0.000316,5.5,NOUN,"['S', 'AY1', 'D']"
226,though,0.000316,5.5,ADV,"['DH', 'OW1']"
227,try,0.000316,5.5,VERB,"['T', 'R', 'AY1']"
228,went,0.000316,5.5,VERB,"['W', 'EH1', 'N', 'T']"
229,yes,0.000316,5.5,INTJ,"['Y', 'EH1', 'S']"
230,actually,0.000309,5.49,ADV,"['AE1', 'K', 'CH', 'AH0', 'W', 'AH0', 'L', 'IY0']"
231,later,0.000309,5.49,ADV,"['L', 'EY1', 'T', 'ER0']"
232,less,0.000309,5.49,ADJ,"['L', 'EH1', 'S']"
233,line,0.000309,5.49,NOUN,"['L', 'AY1', 'N']"
234,order,0.000309,5.49,NOUN,"['AO1', 'R', 'D', 'ER0']"
235,run,0.000309,5.49,VERB,"['R', 'AH1', 'N']"
236,country,0.000302,5.48,NOUN,"['K', 'AH1', 'N', 'T', 'R', 'IY0']"
237,open,0.000302,5.48,VERB,"['OW1', 'P', 'AH0', 'N']"
238,season,0.000302,5.48,NOUN,"['S', 'IY1', 'Z', 'AH0', 'N']"
239,shit,0.000302,5.48,VERB,"['SH', 'IH1', 'T']"
240,children,0.000295,5.47,NOUN,"['CH', 'IH1', 'L', 'D', 'R', 'AH0', 'N']"
241,general,0.000295,5.47,ADJ,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']"
242,trying,0.000295,5.47,VERB,"['T', 'R', 'AY1', 'IH0', 'NG']"
243,united,0.000295,5.47,ADJ,"['Y', 'UW0', 'N', 'AY1', 'T', 'AH0', 'D']"
244,using,0.000295,5.47,VERB,"['Y', 'UW1', 'Z', 'IH0', 'NG']"
245,area,0.000288,5.46,NOUN,"['EH1', 'R', 'IY0', 'AH0']"
246,black,0.000288,5.46,ADJ,"['B', 'L', 'AE1', 'K']"
247,law,0.000288,5.46,NOUN,"['L', 'AO1']"
248,makes,0.000288,5.46,VERB,"['M', 'EY1', 'K', 'S']"
249,together,0.000288,5.46,ADV,"['T', 'AH0', 'G', 'EH1', 'DH', 'ER0']"
250,whole,0.000288,5.46,ADJ,"['HH', 'OW1', 'L']"
251,car,0.000282,5.45,NOUN,"['K', 'AA1', 'R']"
252,face,0.000282,5.45,VERB,"['F', 'EY1', 'S']"
253,five,0.000282,5.45,NUM,"['F', 'AY1', 'V']"
254,kind,0.000282,5.45,NOUN,"['K', 'AY1', 'N', 'D']"
255,maybe,0.000282,5.45,ADV,"['M', 'EY1', 'B', 'IY0']"
256,per,0.000282,5.45,ADP,"['P', 'ER1']"
257,story,0.000282,5.45,NOUN,"['S', 'T', 'AO1', 'R', 'IY0']"
258,working,0.000282,5.45,VERB,"['W', 'ER1', 'K', 'IH0', 'NG']"
259,course,0.000275,5.44,NOUN,"['K', 'AO1', 'R', 'S']"
260,games,0.000275,5.44,NOUN,"['G', 'EY1', 'M', 'Z']"
261,health,0.000275,5.44,NOUN,"['HH', 'EH1', 'L', 'TH']"
262,hope,0.000275,5.44,VERB,"['HH', 'OW1', 'P']"
263,important,0.000275,5.44,ADJ,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']"
264,least,0.000275,5.44,ADJ,"['L', 'IY1', 'S', 'T']"
265,means,0.000275,5.44,VERB,"['M', 'IY1', 'N', 'Z']"
266,within,0.000275,5.44,ADP,"['W', 'IH0', 'DH', 'IH1', 'N']"
267,able,0.000269,5.43,ADJ,"['EY1', 'B', 'AH0', 'L']"
268,book,0.000269,5.43,NOUN,"['B', 'UH1', 'K']"
269,friends,0.000269,5.43,NOUN,"['F', 'R', 'EH1', 'N', 'D', 'Z']"
270,information,0.000269,5.43,NOUN,"['IH2', 'N', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N']"
271,local,0.000269,5.43,ADJ,"['L', 'OW1', 'K', 'AH0', 'L']"
272,oh,0.000269,5.43,INTJ,['OW1']
273,post,0.000269,5.43,VERB,"['P', 'OW1', 'S', 'T']"
274,thanks,0.000269,5.43,NOUN,"['TH', 'AE1', 'NG', 'K', 'S']"
275,video,0.000269,5.43,PROPN,"['V', 'IH1', 'D', 'IY0', 'OW0']"
276,young,0.000269,5.43,ADJ,"['Y', 'AH1', 'NG']"
277,ago,0.000263,5.42,ADV,"['AH0', 'G', 'OW1']"
278,others,0.000263,5.42,NOUN,"['AH1', 'DH', 'ER0', 'Z']"
279,talk,0.000263,5.42,VERB,"['T', 'AO1', 'K']"
280,court,0.000257,5.41,NOUN,"['K', 'AO1', 'R', 'T']"
281,fact,0.000257,5.41,NOUN,"['F', 'AE1', 'K', 'T']"
282,guys,0.000257,5.41,NOUN,"['G', 'AY1', 'Z']"
283,hand,0.000257,5.41,NOUN,"['HH', 'AE1', 'N', 'D']"
284,level,0.000257,5.41,NOUN,"['L', 'EH1', 'V', 'AH0', 'L']"
285,mind,0.000257,5.41,NOUN,"['M', 'AY1', 'N', 'D']"
286,often,0.000257,5.41,ADV,"['AO1', 'F', 'AH0', 'N']"
287,become,0.000251,5.4,VERB,"['B', 'IH0', 'K', 'AH1', 'M']"
288,body,0.000251,5.4,NOUN,"['B', 'AA1', 'D', 'IY0']"
289,coming,0.000251,5.4,VERB,"['K', 'AH1', 'M', 'IH0', 'NG']"
290,control,0.000251,5.4,NOUN,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L']"
291,food,0.000251,5.4,NOUN,"['F', 'UW1', 'D']"
292,guy,0.000251,5.4,NOUN,"['G', 'AY1']"
293,hours,0.000251,5.4,NOUN,"['AW1', 'ER0', 'Z']"
294,office,0.000251,5.4,NOUN,"['AO1', 'F', 'AH0', 'S']"
295,pay,0.000251,5.4,VERB,"['P', 'EY1']"
296,problem,0.000251,5.4,NOUN,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']"
297,true,0.000251,5.4,ADJ,"['T', 'R', 'UW1']"
298,almost,0.000245,5.39,ADV,"['AO1', 'L', 'M', 'OW2', 'S', 'T']"
299,fuck,0.000245,5.39,NOUN,"['F', 'AH1', 'K']"
300,history,0.000245,5.39,NOUN,"['HH', 'IH1', 'S', 'T', 'ER0', 'IY0']"
301,known,0.000245,5.39,VERB,"['N', 'OW1', 'N']"
302,large,0.000245,5.39,ADJ,"['L', 'AA1', 'R', 'JH']"
303,lost,0.000245,5.39,VERB,"['L', 'AO1', 'S', 'T']"
304,research,0.000245,5.39,NOUN,"['R', 'IY0', 'S', 'ER1', 'CH']"
305,room,0.000245,5.39,NOUN,"['R', 'UW1', 'M']"
306,several,0.000245,5.39,ADJ,"['S', 'EH1', 'V', 'R', 'AH0', 'L']"
307,taking,0.000245,5.39,VERB,"['T', 'EY1', 'K', 'IH0', 'NG']"
308,university,0.000245,5.39,NOUN,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']"
309,win,0.000245,5.39,VERB,"['W', 'IH1', 'N']"
310,wrong,0.000245,5.39,ADJ,"['R', 'AO1', 'NG']"
311,along,0.00024,5.38,ADP,"['AH0', 'L', 'AO1', 'NG']"
312,anyone,0.00024,5.38,PRON,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']"
313,else,0.00024,5.38,ADV,"['EH1', 'L', 'S']"
314,girl,0.00024,5.38,NOUN,"['G', 'ER1', 'L']"
315,john,0.00024,5.38,PROPN,"['JH', 'AA1', 'N']"
316,matter,0.00024,5.38,VERB,"['M', 'AE1', 'T', 'ER0']"
317,pretty,0.00024,5.38,ADV,"['P', 'R', 'IH1', 'T', 'IY0']"
318,bit,0.000234,5.37,NOUN,"['B', 'IH1', 'T']"
319,hit,0.000234,5.37,VERB,"['HH', 'IH1', 'T']"
320,nice,0.000234,5.37,ADJ,"['N', 'AY1', 'S']"
321,playing,0.000234,5.37,VERB,"['P', 'L', 'EY1', 'IH0', 'NG']"
322,saying,0.000234,5.37,VERB,"['S', 'EY1', 'IH0', 'NG']"
323,understand,0.000234,5.37,VERB,"['AH2', 'N', 'D', 'ER0', 'S', 'T', 'AE1', 'N', 'D']"
324,yeah,0.000234,5.37,INTJ,"['Y', 'AE1']"
325,york,0.000234,5.37,PROPN,"['Y', 'AO1', 'R', 'K']"
326,class,0.000229,5.36,NOUN,"['K', 'L', 'AE1', 'S']"
327,close,0.000229,5.36,VERB,"['K', 'L', 'OW1', 'S']"
328,comes,0.000229,5.36,VERB,"['K', 'AH1', 'M', 'Z']"
329,idea,0.000229,5.36,NOUN,"['AY0', 'D', 'IY1', 'AH0']"
330,international,0.000229,5.36,ADJ,"['IH2', 'N', 'T', 'ER0', 'N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
331,looks,0.000229,5.36,VERB,"['L', 'UH1', 'K', 'S']"
332,past,0.000229,5.36,NOUN,"['P', 'AE1', 'S', 'T']"
333,possible,0.000229,5.36,ADJ,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']"
334,wanted,0.000229,5.36,VERB,"['W', 'AA1', 'N', 'T', 'AH0', 'D']"
335,cause,0.000224,5.35,VERB,"['K', 'AA1', 'Z']"
336,due,0.000224,5.35,ADJ,"['D', 'UW1']"
337,happy,0.000224,5.35,ADJ,"['HH', 'AE1', 'P', 'IY0']"
338,human,0.000224,5.35,ADJ,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N']"
339,members,0.000224,5.35,NOUN,"['M', 'EH1', 'M', 'B', 'ER0', 'Z']"
340,months,0.000224,5.35,NOUN,"['M', 'AH1', 'N', 'TH', 'S']"
341,move,0.000224,5.35,VERB,"['M', 'UW1', 'V']"
342,question,0.000224,5.35,NOUN,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N']"
343,series,0.000224,5.35,PROPN,"['S', 'IH1', 'R', 'IY0', 'Z']"
344,wait,0.000224,5.35,VERB,"['W', 'EY1', 'T']"
345,woman,0.000224,5.35,NOUN,"['W', 'UH1', 'M', 'AH0', 'N']"
346,ask,0.000219,5.34,VERB,"['AE1', 'S', 'K']"
347,community,0.000219,5.34,NOUN,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']"
348,data,0.000219,5.34,NOUN,"['D', 'EY1', 'T', 'AH0']"
349,late,0.000219,5.34,ADV,"['L', 'EY1', 'T']"
350,leave,0.000219,5.34,VERB,"['L', 'IY1', 'V']"
351,north,0.000219,5.34,NOUN,"['N', 'AO1', 'R', 'TH']"
352,saw,0.000219,5.34,VERB,"['S', 'AO1']"
353,special,0.000219,5.34,ADJ,"['S', 'P', 'EH1', 'SH', 'AH0', 'L']"
354,watch,0.000219,5.34,VERB,"['W', 'AA1', 'CH']"
355,either,0.000214,5.33,ADV,"['IY1', 'DH', 'ER0']"
356,fucking,0.000214,5.33,VERB,"['F', 'AH1', 'K', 'IH0', 'NG']"
357,future,0.000214,5.33,NOUN,"['F', 'Y', 'UW1', 'CH', 'ER0']"
358,light,0.000214,5.33,ADJ,"['L', 'AY1', 'T']"
359,low,0.000214,5.33,ADJ,"['L', 'OW1']"
360,million,0.000214,5.33,NUM,"['M', 'IH1', 'L', 'Y', 'AH0', 'N']"
361,morning,0.000214,5.33,NOUN,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']"
362,short,0.000214,5.33,ADJ,"['SH', 'AO1', 'R', 'T']"
363,stay,0.000214,5.33,VERB,"['S', 'T', 'EY1']"
364,taken,0.000214,5.33,VERB,"['T', 'EY1', 'K', 'AH0', 'N']"
365,age,0.000209,5.32,NOUN,"['EY1', 'JH']"
366,deal,0.000209,5.32,VERB,"['D', 'IY1', 'L']"
367,rather,0.000209,5.32,ADV,"['R', 'AE1', 'DH', 'ER0']"
