,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
46,their,0.00214,6.33,PRON,"['DH', 'EH1', 'R']"
47,there,0.00204,6.31,PRON,"['DH', 'EH1', 'R']"
48,her,0.002,6.3,PRON,"['HH', 'ER0']"
49,time,0.00195,6.29,NOUN,"['T', 'AY1', 'M']"
50,get,0.00191,6.28,VERB,"['G', 'EH1', 'T']"
51,been,0.00186,6.27,AUX,"['B', 'IH1', 'N']"
52,would,0.00186,6.27,AUX,"['W', 'UH1', 'D']"
53,she,0.00182,6.26,PRON,"['SH', 'IY1']"
54,new,0.00178,6.25,ADJ,"['N', 'UW1']"
55,people,0.00178,6.25,NOUN,"['P', 'IY1', 'P', 'AH0', 'L']"
56,how,0.00174,6.24,SCONJ,"['HH', 'AW1']"
57,some,0.00158,6.2,PRON,"['S', 'AH1', 'M']"
58,also,0.00155,6.19,ADV,"['AO1', 'L', 'S', 'OW0']"
59,them,0.00155,6.19,PRON,"['DH', 'EH1', 'M']"
60,now,0.00151,6.18,ADV,"['N', 'AW1']"
61,other,0.00145,6.16,ADJ,"['AH1', 'DH', 'ER0']"
62,its,0.00138,6.14,PRON,"['IH1', 'T', 'S']"
63,our,0.00138,6.14,PRON,"['AW1', 'ER0']"
64,than,0.00135,6.13,ADP,"['DH', 'AE1', 'N']"
65,good,0.00132,6.12,ADJ,"['G', 'UH1', 'D']"
66,after,0.00129,6.11,ADP,"['AE1', 'F', 'T', 'ER0']"
67,into,0.00129,6.11,ADP,"['IH0', 'N', 'T', 'UW1']"
68,know,0.00126,6.1,VERB,"['N', 'OW1']"
69,see,0.00126,6.1,VERB,"['S', 'IY1']"
70,two,0.00126,6.1,NUM,"['T', 'UW1']"
71,make,0.0012,6.08,VERB,"['M', 'EY1', 'K']"
72,over,0.0012,6.08,ADP,"['OW1', 'V', 'ER0']"
73,any,0.00117,6.07,PRON,"['EH1', 'N', 'IY0']"
74,then,0.00117,6.07,ADV,"['DH', 'EH1', 'N']"
75,could,0.00115,6.06,AUX,"['K', 'UH1', 'D']"
76,back,0.0011,6.04,ADV,"['B', 'AE1', 'K']"
77,these,0.0011,6.04,PRON,"['DH', 'IY1', 'Z']"
78,want,0.0011,6.04,VERB,"['W', 'AA1', 'N', 'T']"
79,because,0.00107,6.03,SCONJ,"['B', 'IH0', 'K', 'AO1', 'Z']"
80,well,0.00107,6.03,ADV,"['W', 'EH1', 'L']"
81,said,0.00102,6.01,VERB,"['S', 'EH1', 'D']"
82,way,0.00102,6.01,NOUN,"['W', 'EY1']"
83,most,0.001,6.0,ADJ,"['M', 'OW1', 'S', 'T']"
84,much,0.001,6.0,ADJ,"['M', 'AH1', 'CH']"
85,very,0.001,6.0,ADV,"['V', 'EH1', 'R', 'IY0']"
86,where,0.001,6.0,SCONJ,"['W', 'EH1', 'R']"
87,even,0.000977,5.99,ADV,"['IY1', 'V', 'IH0', 'N']"
88,should,0.000977,5.99,AUX,"['SH', 'UH1', 'D']"
89,may,0.000955,5.98,AUX,"['M', 'EY1']"
90,here,0.000933,5.97,ADV,"['HH', 'IY1', 'R']"
91,need,0.000933,5.97,VERB,"['N', 'IY1', 'D']"
92,really,0.000933,5.97,ADV,"['R', 'IH1', 'L', 'IY0']"
93,did,0.000912,5.96,VERB,"['D', 'IH1', 'D']"
94,right,0.000912,5.96,INTJ,"['R', 'AY1', 'T']"
95,work,0.000912,5.96,VERB,"['W', 'ER1', 'K']"
96,year,0.000912,5.96,NOUN,"['Y', 'IH1', 'R']"
97,years,0.000912,5.96,NOUN,"['Y', 'IH1', 'R', 'Z']"
98,being,0.000891,5.95,AUX,"['B', 'IY1', 'IH0', 'NG']"
99,day,0.000891,5.95,NOUN,"['D', 'EY1']"
100,going,0.000871,5.94,VERB,"['G', 'OW1', 'IH0', 'NG']"
101,before,0.000851,5.93,ADP,"['B', 'IH0', 'F', 'AO1', 'R']"
102,off,0.000851,5.93,ADV,"['AO1', 'F']"
103,why,0.000851,5.93,SCONJ,"['W', 'AY1']"
104,made,0.000832,5.92,VERB,"['M', 'EY1', 'D']"
105,still,0.000832,5.92,ADV,"['S', 'T', 'IH1', 'L']"
106,got,0.000813,5.91,VERB,"['G', 'AA1', 'T']"
107,never,0.000813,5.91,ADV,"['N', 'EH1', 'V', 'ER0']"
108,those,0.000794,5.9,PRON,"['DH', 'OW1', 'Z']"
109,life,0.000776,5.89,NOUN,"['L', 'AY1', 'F']"
110,say,0.000776,5.89,VERB,"['S', 'EY1']"
111,world,0.000776,5.89,NOUN,"['W', 'ER1', 'L', 'D']"
112,down,0.000759,5.88,ADV,"['D', 'AW1', 'N']"
113,great,0.000759,5.88,ADJ,"['G', 'R', 'EY1', 'T']"
114,through,0.000741,5.87,ADP,"['TH', 'R', 'UW1']"
115,last,0.000724,5.86,ADJ,"['L', 'AE1', 'S', 'T']"
116,while,0.000724,5.86,SCONJ,"['W', 'AY1', 'L']"
117,best,0.000692,5.84,ADJ,"['B', 'EH1', 'S', 'T']"
118,such,0.000692,5.84,ADJ,"['S', 'AH1', 'CH']"
119,love,0.000661,5.82,VERB,"['L', 'AH1', 'V']"
120,man,0.000661,5.82,NOUN,"['M', 'AE1', 'N']"
121,home,0.000646,5.81,NOUN,"['HH', 'OW1', 'M']"
122,long,0.000646,5.81,ADV,"['L', 'AO1', 'NG']"
123,look,0.000646,5.81,VERB,"['L', 'UH1', 'K']"
124,something,0.000646,5.81,PRON,"['S', 'AH1', 'M', 'TH', 'IH0', 'NG']"
125,use,0.000646,5.81,VERB,"['Y', 'UW1', 'S']"
126,same,0.000631,5.8,ADJ,"['S', 'EY1', 'M']"
127,both,0.000617,5.79,CCONJ,"['B', 'OW1', 'TH']"
128,every,0.000617,5.79,PRON,"['EH1', 'V', 'ER0', 'IY0']"
129,state,0.000603,5.78,NOUN,"['S', 'T', 'EY1', 'T']"
130,three,0.000603,5.78,NUM,"['TH', 'R', 'IY1']"
131,around,0.000589,5.77,ADV,"['ER0', 'AW1', 'N', 'D']"
132,between,0.000589,5.77,ADP,"['B', 'IH0', 'T', 'W', 'IY1', 'N']"
133,always,0.000575,5.76,ADV,"['AO1', 'L', 'W', 'EY2', 'Z']"
134,better,0.000575,5.76,ADJ,"['B', 'EH1', 'T', 'ER0']"
135,find,0.000575,5.76,VERB,"['F', 'AY1', 'N', 'D']"
136,help,0.000562,5.75,VERB,"['HH', 'EH1', 'L', 'P']"
137,high,0.000562,5.75,ADJ,"['HH', 'AY1']"
138,little,0.000562,5.75,ADJ,"['L', 'IH1', 'T', 'AH0', 'L']"
139,old,0.000562,5.75,ADJ,"['OW1', 'L', 'D']"
140,since,0.000562,5.75,SCONJ,"['S', 'IH1', 'N', 'S']"
141,does,0.00055,5.74,VERB,"['D', 'AH1', 'Z']"
142,things,0.00055,5.74,NOUN,"['TH', 'IH1', 'NG', 'Z']"
143,under,0.000537,5.73,ADP,"['AH1', 'N', 'D', 'ER0']"
144,during,0.000525,5.72,ADP,"['D', 'UH1', 'R', 'IH0', 'NG']"
145,thing,0.000525,5.72,NOUN,"['TH', 'IH1', 'NG']"
146,house,0.000513,5.71,PROPN,"['HH', 'AW1', 'S']"
147,place,0.000513,5.71,NOUN,"['P', 'L', 'EY1', 'S']"
148,school,0.000513,5.71,NOUN,"['S', 'K', 'UW1', 'L']"
149,again,0.000501,5.7,ADV,"['AH0', 'G', 'EH1', 'N']"
150,next,0.000501,5.7,ADJ,"['N', 'EH1', 'K', 'S', 'T']"
151,without,0.00049,5.69,ADP,"['W', 'IH0', 'TH', 'AW1', 'T']"
152,against,0.000479,5.68,ADP,"['AH0', 'G', 'EH1', 'N', 'S', 'T']"
153,end,0.000479,5.68,NOUN,"['EH1', 'N', 'D']"
154,found,0.000479,5.68,VERB,"['F', 'AW1', 'N', 'D']"
155,feel,0.000468,5.67,VERB,"['F', 'IY1', 'L']"
156,team,0.000468,5.67,NOUN,"['T', 'IY1', 'M']"
157,ever,0.000457,5.66,ADV,"['EH1', 'V', 'ER0']"
158,family,0.000457,5.66,NOUN,"['F', 'AE1', 'M', 'AH0', 'L', 'IY0']"
159,keep,0.000457,5.66,VERB,"['K', 'IY1', 'P']"
160,please,0.000457,5.66,INTJ,"['P', 'L', 'IY1', 'Z']"
161,put,0.000457,5.66,VERB,"['P', 'UH1', 'T']"
162,money,0.000437,5.64,NOUN,"['M', 'AH1', 'N', 'IY0']"
163,free,0.000427,5.63,ADJ,"['F', 'R', 'IY1']"
164,second,0.000427,5.63,ADJ,"['S', 'EH1', 'K', 'AH0', 'N', 'D']"
165,someone,0.000427,5.63,PRON,"['S', 'AH1', 'M', 'W', 'AH2', 'N']"
166,away,0.000417,5.62,ADV,"['AH0', 'W', 'EY1']"
167,left,0.000417,5.62,VERB,"['L', 'EH1', 'F', 'T']"
168,number,0.000417,5.62,NOUN,"['N', 'AH1', 'M', 'B', 'ER0']"
169,city,0.000407,5.61,NOUN,"['S', 'IH1', 'T', 'IY0']"
170,days,0.000407,5.61,NOUN,"['D', 'EY1', 'Z']"
171,lot,0.000407,5.61,NOUN,"['L', 'AA1', 'T']"
172,name,0.000407,5.61,VERB,"['N', 'EY1', 'M']"
173,night,0.000407,5.61,NOUN,"['N', 'AY1', 'T']"
174,play,0.000407,5.61,VERB,"['P', 'L', 'EY1']"
175,until,0.000407,5.61,ADP,"['AH0', 'N', 'T', 'IH1', 'L']"
176,company,0.000398,5.6,NOUN,"['K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0']"
177,doing,0.000398,5.6,VERB,"['D', 'UW1', 'IH0', 'NG']"
178,few,0.000398,5.6,ADJ,"['F', 'Y', 'UW1']"
179,let,0.000398,5.6,VERB,"['L', 'EH1', 'T']"
180,real,0.000398,5.6,ADJ,"['R', 'IY1', 'L']"
181,called,0.000389,5.59,VERB,"['K', 'AO1', 'L', 'D']"
182,different,0.000389,5.59,ADJ,"['D', 'IH1', 'F', 'ER0', 'AH0', 'N', 'T']"
183,set,0.000389,5.59,VERB,"['S', 'EH1', 'T']"
184,thought,0.000389,5.59,VERB,"['TH', 'AO1', 'T']"
185,done,0.00038,5.58,VERB,"['D', 'AH1', 'N']"
186,however,0.00038,5.58,ADV,"['HH', 'AW2', 'EH1', 'V', 'ER0']"
187,getting,0.000372,5.57,VERB,"['G', 'EH1', 'T', 'IH0', 'NG']"
188,god,0.000372,5.57,PROPN,"['G', 'AA1', 'D']"
189,government,0.000372,5.57,NOUN,"['G', 'AH1', 'V', 'ER0', 'M', 'AH0', 'N', 'T']"
190,group,0.000372,5.57,NOUN,"['G', 'R', 'UW1', 'P']"
191,looking,0.000372,5.57,VERB,"['L', 'UH1', 'K', 'IH0', 'NG']"
192,top,0.000372,5.57,NOUN,"['T', 'AA1', 'P']"
193,business,0.000363,5.56,NOUN,"['B', 'IH1', 'Z', 'N', 'AH0', 'S']"
194,care,0.000363,5.56,VERB,"['K', 'EH1', 'R']"
195,start,0.000363,5.56,VERB,"['S', 'T', 'AA1', 'R', 'T']"
196,system,0.000363,5.56,NOUN,"['S', 'IH1', 'S', 'T', 'AH0', 'M']"
197,times,0.000363,5.56,NOUN,"['T', 'AY1', 'M', 'Z']"
198,week,0.000363,5.56,NOUN,"['W', 'IY1', 'K']"
199,anything,0.000355,5.55,PRON,"['EH1', 'N', 'IY0', 'TH', 'IH2', 'NG']"
200,case,0.000355,5.55,NOUN,"['K', 'EY1', 'S']"
201,nothing,0.000355,5.55,PRON,"['N', 'AH1', 'TH', 'IH0', 'NG']"
202,today,0.000355,5.55,NOUN,"['T', 'AH0', 'D', 'EY1']"
203,enough,0.000347,5.54,ADV,"['IH0', 'N', 'AH1', 'F']"
204,everything,0.000347,5.54,PRON,"['EH1', 'V', 'R', 'IY0', 'TH', 'IH2', 'NG']"
205,full,0.000347,5.54,ADJ,"['F', 'UH1', 'L']"
206,live,0.000347,5.54,VERB,"['L', 'AY1', 'V']"
207,point,0.000347,5.54,VERB,"['P', 'OY1', 'N', 'T']"
208,read,0.000347,5.54,VERB,"['R', 'EH1', 'D']"
209,told,0.000347,5.54,VERB,"['T', 'OW1', 'L', 'D']"
210,bad,0.000339,5.53,ADJ,"['B', 'AE1', 'D']"
211,hard,0.000339,5.53,ADV,"['HH', 'AA1', 'R', 'D']"
212,mean,0.000339,5.53,VERB,"['M', 'IY1', 'N']"
213,once,0.000339,5.53,ADV,"['W', 'AH1', 'N', 'S']"
214,tell,0.000339,5.53,VERB,"['T', 'EH1', 'L']"
215,including,0.000331,5.52,VERB,"['IH0', 'N', 'K', 'L', 'UW1', 'D', 'IH0', 'NG']"
216,music,0.000331,5.52,NOUN,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K']"
217,power,0.000331,5.52,NOUN,"['P', 'AW1', 'ER0']"
218,seen,0.000331,5.52,VERB,"['S', 'IY1', 'N']"
219,states,0.000331,5.52,VERB,"['S', 'T', 'EY1', 'T', 'S']"
220,stop,0.000331,5.52,VERB,"['S', 'T', 'AA1', 'P']"
221,water,0.000331,5.52,NOUN,"['W', 'AO1', 'T', 'ER0']"
222,based,0.000324,5.51,VERB,"['B', 'EY1', 'S', 'T']"
223,believe,0.000324,5.51,VERB,"['B', 'IH0', 'L', 'IY1', 'V']"
224,call,0.000324,5.51,VERB,"['K', 'AO1', 'L']"
225,head,0.000324,5.51,NOUN,"['HH', 'EH1', 'D']"
226,men,0.000324,5.51,NOUN,"['M', 'EH1', 'N']"
227,national,0.000324,5.51,ADJ,"['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
228,small,0.000324,5.51,ADJ,"['S', 'M', 'AO1', 'L']"
229,came,0.000316,5.5,VERB,"['K', 'EY1', 'M']"
230,far,0.000316,5.5,ADV,"['F', 'AA1', 'R']"
231,job,0.000316,5.5,NOUN,"['JH', 'AA1', 'B']"
232,try,0.000316,5.5,VERB,"['T', 'R', 'AY1']"
233,went,0.000316,5.5,VERB,"['W', 'EH1', 'N', 'T']"
234,yes,0.000316,5.5,INTJ,"['Y', 'EH1', 'S']"
235,actually,0.000309,5.49,ADV,"['AE1', 'K', 'CH', 'AH0', 'W', 'AH0', 'L', 'IY0']"
236,american,0.000309,5.49,PROPN,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N']"
237,later,0.000309,5.49,ADV,"['L', 'EY1', 'T', 'ER0']"
238,line,0.000309,5.49,NOUN,"['L', 'AY1', 'N']"
239,party,0.000309,5.49,NOUN,"['P', 'AA1', 'R', 'T', 'IY0']"
240,run,0.000309,5.49,VERB,"['R', 'AH1', 'N']"
241,says,0.000309,5.49,VERB,"['S', 'EH1', 'Z']"
242,service,0.000309,5.49,NOUN,"['S', 'ER1', 'V', 'AH0', 'S']"
243,open,0.000302,5.48,VERB,"['OW1', 'P', 'AH0', 'N']"
244,season,0.000302,5.48,NOUN,"['S', 'IY1', 'Z', 'AH0', 'N']"
245,shit,0.000302,5.48,VERB,"['SH', 'IH1', 'T']"
246,thank,0.000302,5.48,VERB,"['TH', 'AE1', 'NG', 'K']"
247,children,0.000295,5.47,NOUN,"['CH', 'IH1', 'L', 'D', 'R', 'AH0', 'N']"
248,everyone,0.000295,5.47,PRON,"['EH1', 'V', 'R', 'IY0', 'W', 'AH2', 'N']"
249,general,0.000295,5.47,ADJ,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']"
250,united,0.000295,5.47,ADJ,"['Y', 'UW0', 'N', 'AY1', 'T', 'AH0', 'D']"
251,using,0.000295,5.47,VERB,"['Y', 'UW1', 'Z', 'IH0', 'NG']"
252,area,0.000288,5.46,NOUN,"['EH1', 'R', 'IY0', 'AH0']"
253,black,0.000288,5.46,ADJ,"['B', 'L', 'AE1', 'K']"
254,following,0.000288,5.46,VERB,"['F', 'AA1', 'L', 'OW0', 'IH0', 'NG']"
255,makes,0.000288,5.46,VERB,"['M', 'EY1', 'K', 'S']"
256,together,0.000288,5.46,ADV,"['T', 'AH0', 'G', 'EH1', 'DH', 'ER0']"
257,war,0.000288,5.46,NOUN,"['W', 'AO1', 'R']"
258,whole,0.000288,5.46,ADJ,"['HH', 'OW1', 'L']"
259,face,0.000282,5.45,VERB,"['F', 'EY1', 'S']"
260,five,0.000282,5.45,NUM,"['F', 'AY1', 'V']"
261,kind,0.000282,5.45,NOUN,"['K', 'AY1', 'N', 'D']"
262,maybe,0.000282,5.45,ADV,"['M', 'EY1', 'B', 'IY0']"
263,per,0.000282,5.45,ADP,"['P', 'ER1']"
264,president,0.000282,5.45,PROPN,"['P', 'R', 'EH1', 'Z', 'AH0', 'D', 'EH2', 'N', 'T']"
265,story,0.000282,5.45,NOUN,"['S', 'T', 'AO1', 'R', 'IY0']"
266,working,0.000282,5.45,VERB,"['W', 'ER1', 'K', 'IH0', 'NG']"
267,games,0.000275,5.44,NOUN,"['G', 'EY1', 'M', 'Z']"
268,health,0.000275,5.44,NOUN,"['HH', 'EH1', 'L', 'TH']"
269,hope,0.000275,5.44,VERB,"['HH', 'OW1', 'P']"
270,important,0.000275,5.44,ADJ,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']"
271,least,0.000275,5.44,ADJ,"['L', 'IY1', 'S', 'T']"
272,means,0.000275,5.44,VERB,"['M', 'IY1', 'N', 'Z']"
273,news,0.000275,5.44,NOUN,"['N', 'UW1', 'Z']"
274,able,0.000269,5.43,ADJ,"['EY1', 'B', 'AH0', 'L']"
275,book,0.000269,5.43,NOUN,"['B', 'UH1', 'K']"
276,early,0.000269,5.43,ADV,"['ER1', 'L', 'IY0']"
277,information,0.000269,5.43,NOUN,"['IH2', 'N', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N']"
278,local,0.000269,5.43,ADJ,"['L', 'OW1', 'K', 'AH0', 'L']"
279,oh,0.000269,5.43,INTJ,['OW1']
280,post,0.000269,5.43,VERB,"['P', 'OW1', 'S', 'T']"
281,thanks,0.000269,5.43,NOUN,"['TH', 'AE1', 'NG', 'K', 'S']"
282,young,0.000269,5.43,ADJ,"['Y', 'AH1', 'NG']"
283,ago,0.000263,5.42,ADV,"['AH0', 'G', 'OW1']"
284,others,0.000263,5.42,NOUN,"['AH1', 'DH', 'ER0', 'Z']"
285,social,0.000263,5.42,ADJ,"['S', 'OW1', 'SH', 'AH0', 'L']"
286,court,0.000257,5.41,NOUN,"['K', 'AO1', 'R', 'T']"
287,fact,0.000257,5.41,NOUN,"['F', 'AE1', 'K', 'T']"
288,given,0.000257,5.41,VERB,"['G', 'IH1', 'V', 'AH0', 'N']"
289,guys,0.000257,5.41,NOUN,"['G', 'AY1', 'Z']"
290,half,0.000257,5.41,NOUN,"['HH', 'AE1', 'F']"
291,hand,0.000257,5.41,NOUN,"['HH', 'AE1', 'N', 'D']"
292,level,0.000257,5.41,NOUN,"['L', 'EH1', 'V', 'AH0', 'L']"
293,mind,0.000257,5.41,NOUN,"['M', 'AY1', 'N', 'D']"
294,often,0.000257,5.41,ADV,"['AO1', 'F', 'AH0', 'N']"
295,single,0.000257,5.41,ADJ,"['S', 'IH1', 'NG', 'G', 'AH0', 'L']"
296,body,0.000251,5.4,NOUN,"['B', 'AA1', 'D', 'IY0']"
297,control,0.000251,5.4,NOUN,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L']"
298,death,0.000251,5.4,NOUN,"['D', 'EH1', 'TH']"
299,food,0.000251,5.4,NOUN,"['F', 'UW1', 'D']"
300,guy,0.000251,5.4,NOUN,"['G', 'AY1']"
301,hours,0.000251,5.4,NOUN,"['AW1', 'ER0', 'Z']"
302,office,0.000251,5.4,NOUN,"['AO1', 'F', 'AH0', 'S']"
303,pay,0.000251,5.4,VERB,"['P', 'EY1']"
304,problem,0.000251,5.4,NOUN,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']"
305,south,0.000251,5.4,NOUN,"['S', 'AW1', 'TH']"
306,true,0.000251,5.4,ADJ,"['T', 'R', 'UW1']"
307,almost,0.000245,5.39,ADV,"['AO1', 'L', 'M', 'OW2', 'S', 'T']"
308,history,0.000245,5.39,NOUN,"['HH', 'IH1', 'S', 'T', 'ER0', 'IY0']"
309,known,0.000245,5.39,VERB,"['N', 'OW1', 'N']"
310,large,0.000245,5.39,ADJ,"['L', 'AA1', 'R', 'JH']"
311,lost,0.000245,5.39,VERB,"['L', 'AO1', 'S', 'T']"
312,research,0.000245,5.39,NOUN,"['R', 'IY0', 'S', 'ER1', 'CH']"
313,room,0.000245,5.39,NOUN,"['R', 'UW1', 'M']"
314,several,0.000245,5.39,ADJ,"['S', 'EH1', 'V', 'R', 'AH0', 'L']"
315,started,0.000245,5.39,VERB,"['S', 'T', 'AA1', 'R', 'T', 'AH0', 'D']"
316,university,0.000245,5.39,NOUN,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']"
317,win,0.000245,5.39,VERB,"['W', 'IH1', 'N']"
318,wrong,0.000245,5.39,ADJ,"['R', 'AO1', 'NG']"
319,along,0.00024,5.38,ADP,"['AH0', 'L', 'AO1', 'NG']"
320,anyone,0.00024,5.38,PRON,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']"
321,else,0.00024,5.38,ADV,"['EH1', 'L', 'S']"
322,girl,0.00024,5.38,NOUN,"['G', 'ER1', 'L']"
323,john,0.00024,5.38,PROPN,"['JH', 'AA1', 'N']"
324,matter,0.00024,5.38,VERB,"['M', 'AE1', 'T', 'ER0']"
325,pretty,0.00024,5.38,ADV,"['P', 'R', 'IH1', 'T', 'IY0']"
326,remember,0.00024,5.38,VERB,"['R', 'IH0', 'M', 'EH1', 'M', 'B', 'ER0']"
327,air,0.000234,5.37,NOUN,"['EH1', 'R']"
328,bit,0.000234,5.37,NOUN,"['B', 'IH1', 'T']"
329,friend,0.000234,5.37,NOUN,"['F', 'R', 'EH1', 'N', 'D']"
330,needs,0.000234,5.37,VERB,"['N', 'IY1', 'D', 'Z']"
331,nice,0.000234,5.37,ADJ,"['N', 'AY1', 'S']"
332,playing,0.000234,5.37,VERB,"['P', 'L', 'EY1', 'IH0', 'NG']"
333,probably,0.000234,5.37,ADV,"['P', 'R', 'AA1', 'B', 'AH0', 'B', 'L', 'IY0']"
334,saying,0.000234,5.37,VERB,"['S', 'EY1', 'IH0', 'NG']"
335,yeah,0.000234,5.37,INTJ,"['Y', 'AE1']"
336,york,0.000234,5.37,PROPN,"['Y', 'AO1', 'R', 'K']"
337,class,0.000229,5.36,NOUN,"['K', 'L', 'AE1', 'S']"
338,close,0.000229,5.36,VERB,"['K', 'L', 'OW1', 'S']"
339,comes,0.000229,5.36,VERB,"['K', 'AH1', 'M', 'Z']"
340,looks,0.000229,5.36,VERB,"['L', 'UH1', 'K', 'S']"
341,past,0.000229,5.36,NOUN,"['P', 'AE1', 'S', 'T']"
342,possible,0.000229,5.36,ADJ,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']"
343,wanted,0.000229,5.36,VERB,"['W', 'AA1', 'N', 'T', 'AH0', 'D']"
344,cause,0.000224,5.35,VERB,"['K', 'AA1', 'Z']"
345,due,0.000224,5.35,ADJ,"['D', 'UW1']"
346,happy,0.000224,5.35,ADJ,"['HH', 'AE1', 'P', 'IY0']"
347,months,0.000224,5.35,NOUN,"['M', 'AH1', 'N', 'TH', 'S']"
348,move,0.000224,5.35,VERB,"['M', 'UW1', 'V']"
349,woman,0.000224,5.35,NOUN,"['W', 'UH1', 'M', 'AH0', 'N']"
350,community,0.000219,5.34,NOUN,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']"
351,data,0.000219,5.34,NOUN,"['D', 'EY1', 'T', 'AH0']"
352,late,0.000219,5.34,ADV,"['L', 'EY1', 'T']"
353,north,0.000219,5.34,NOUN,"['N', 'AO1', 'R', 'TH']"
354,saw,0.000219,5.34,VERB,"['S', 'AO1']"
355,special,0.000219,5.34,ADJ,"['S', 'P', 'EH1', 'SH', 'AH0', 'L']"
356,watch,0.000219,5.34,VERB,"['W', 'AA1', 'CH']"
357,fucking,0.000214,5.33,VERB,"['F', 'AH1', 'K', 'IH0', 'NG']"
358,future,0.000214,5.33,NOUN,"['F', 'Y', 'UW1', 'CH', 'ER0']"
359,light,0.000214,5.33,ADJ,"['L', 'AY1', 'T']"
360,million,0.000214,5.33,NUM,"['M', 'IH1', 'L', 'Y', 'AH0', 'N']"
361,morning,0.000214,5.33,NOUN,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']"
362,police,0.000214,5.33,NOUN,"['P', 'AH0', 'L', 'IY1', 'S']"
363,short,0.000214,5.33,ADJ,"['SH', 'AO1', 'R', 'T']"
364,stay,0.000214,5.33,VERB,"['S', 'T', 'EY1']"
365,age,0.000209,5.32,NOUN,"['EY1', 'JH']"
366,buy,0.000209,5.32,VERB,"['B', 'AY1']"
