,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
46,which,0.002,6.3,PRON,"['W', 'IH1', 'CH']"
47,get,0.00191,6.28,VERB,"['G', 'EH1', 'T']"
48,been,0.00186,6.27,AUX,"['B', 'IH1', 'N']"
49,would,0.00186,6.27,AUX,"['W', 'UH1', 'D']"
50,she,0.00182,6.26,PRON,"['SH', 'IY1']"
51,new,0.00178,6.25,ADJ,"['N', 'UW1']"
52,people,0.00178,6.25,NOUN,"['P', 'IY1', 'P', 'AH0', 'L']"
53,how,0.00174,6.24,SCONJ,"['HH', 'AW1']"
54,some,0.00158,6.2,PRON,"['S', 'AH1', 'M']"
55,also,0.00155,6.19,ADV,"['AO1', 'L', 'S', 'OW0']"
56,them,0.00155,6.19,PRON,"['DH', 'EH1', 'M']"
57,now,0.00151,6.18,ADV,"['N', 'AW1']"
58,other,0.00145,6.16,ADJ,"['AH1', 'DH', 'ER0']"
59,its,0.00138,6.14,PRON,"['IH1', 'T', 'S']"
60,than,0.00135,6.13,ADP,"['DH', 'AE1', 'N']"
61,good,0.00132,6.12,ADJ,"['G', 'UH1', 'D']"
62,only,0.00132,6.12,ADV,"['OW1', 'N', 'L', 'IY0']"
63,after,0.00129,6.11,ADP,"['AE1', 'F', 'T', 'ER0']"
64,first,0.00129,6.11,ADV,"['F', 'ER1', 'S', 'T']"
65,him,0.00129,6.11,PRON,"['HH', 'IH1', 'M']"
66,into,0.00129,6.11,ADP,"['IH0', 'N', 'T', 'UW1']"
67,know,0.00126,6.1,VERB,"['N', 'OW1']"
68,over,0.0012,6.08,ADP,"['OW1', 'V', 'ER0']"
69,think,0.0012,6.08,VERB,"['TH', 'IH1', 'NG', 'K']"
70,then,0.00117,6.07,ADV,"['DH', 'EH1', 'N']"
71,could,0.00115,6.06,AUX,"['K', 'UH1', 'D']"
72,back,0.0011,6.04,ADV,"['B', 'AE1', 'K']"
73,these,0.0011,6.04,PRON,"['DH', 'IY1', 'Z']"
74,us,0.0011,6.04,PRON,"['AH1', 'S']"
75,go,0.00107,6.03,VERB,"['G', 'OW1']"
76,said,0.00102,6.01,VERB,"['S', 'EH1', 'D']"
77,most,0.001,6.0,ADJ,"['M', 'OW1', 'S', 'T']"
78,very,0.001,6.0,ADV,"['V', 'EH1', 'R', 'IY0']"
79,should,0.000977,5.99,AUX,"['SH', 'UH1', 'D']"
80,here,0.000933,5.97,ADV,"['HH', 'IY1', 'R']"
81,right,0.000912,5.96,INTJ,"['R', 'AY1', 'T']"
82,work,0.000912,5.96,VERB,"['W', 'ER1', 'K']"
83,year,0.000912,5.96,NOUN,"['Y', 'IH1', 'R']"
84,day,0.000891,5.95,NOUN,"['D', 'EY1']"
85,too,0.000891,5.95,ADV,"['T', 'UW1']"
86,before,0.000851,5.93,ADP,"['B', 'IH0', 'F', 'AO1', 'R']"
87,why,0.000851,5.93,SCONJ,"['W', 'AY1']"
88,made,0.000832,5.92,VERB,"['M', 'EY1', 'D']"
89,still,0.000832,5.92,ADV,"['S', 'T', 'IH1', 'L']"
90,take,0.000832,5.92,VERB,"['T', 'EY1', 'K']"
91,many,0.000813,5.91,ADJ,"['M', 'EH1', 'N', 'IY0']"
92,never,0.000813,5.91,ADV,"['N', 'EH1', 'V', 'ER0']"
93,those,0.000794,5.9,PRON,"['DH', 'OW1', 'Z']"
94,life,0.000776,5.89,NOUN,"['L', 'AY1', 'F']"
95,say,0.000776,5.89,VERB,"['S', 'EY1']"
96,world,0.000776,5.89,NOUN,"['W', 'ER1', 'L', 'D']"
97,down,0.000759,5.88,ADV,"['D', 'AW1', 'N']"
98,great,0.000759,5.88,ADJ,"['G', 'R', 'EY1', 'T']"
99,through,0.000741,5.87,ADP,"['TH', 'R', 'UW1']"
100,last,0.000724,5.86,ADJ,"['L', 'AE1', 'S', 'T']"
101,while,0.000724,5.86,SCONJ,"['W', 'AY1', 'L']"
102,best,0.000692,5.84,ADJ,"['B', 'EH1', 'S', 'T']"
103,love,0.000661,5.82,VERB,"['L', 'AH1', 'V']"
104,man,0.000661,5.82,NOUN,"['M', 'AE1', 'N']"
105,home,0.000646,5.81,NOUN,"['HH', 'OW1', 'M']"
106,long,0.000646,5.81,ADV,"['L', 'AO1', 'NG']"
107,something,0.000646,5.81,PRON,"['S', 'AH1', 'M', 'TH', 'IH0', 'NG']"
108,same,0.000631,5.8,ADJ,"['S', 'EY1', 'M']"
109,used,0.000631,5.8,VERB,"['Y', 'UW1', 'Z', 'D']"
110,both,0.000617,5.79,CCONJ,"['B', 'OW1', 'TH']"
111,am,0.000603,5.78,AUX,"['AE1', 'M']"
112,come,0.000603,5.78,VERB,"['K', 'AH1', 'M']"
113,part,0.000603,5.78,NOUN,"['P', 'AA1', 'R', 'T']"
114,state,0.000603,5.78,NOUN,"['S', 'T', 'EY1', 'T']"
115,three,0.000603,5.78,NUM,"['TH', 'R', 'IY1']"
116,around,0.000589,5.77,ADV,"['ER0', 'AW1', 'N', 'D']"
117,between,0.000589,5.77,ADP,"['B', 'IH0', 'T', 'W', 'IY1', 'N']"
118,always,0.000575,5.76,ADV,"['AO1', 'L', 'W', 'EY2', 'Z']"
119,better,0.000575,5.76,ADJ,"['B', 'EH1', 'T', 'ER0']"
120,find,0.000575,5.76,VERB,"['F', 'AY1', 'N', 'D']"
121,little,0.000562,5.75,ADJ,"['L', 'IH1', 'T', 'AH0', 'L']"
122,another,0.00055,5.74,PRON,"['AH0', 'N', 'AH1', 'DH', 'ER0']"
123,own,0.00055,5.74,VERB,"['OW1', 'N']"
124,things,0.00055,5.74,NOUN,"['TH', 'IH1', 'NG', 'Z']"
125,under,0.000537,5.73,ADP,"['AH1', 'N', 'D', 'ER0']"
126,during,0.000525,5.72,ADP,"['D', 'UH1', 'R', 'IH0', 'NG']"
127,game,0.000525,5.72,NOUN,"['G', 'EY1', 'M']"
128,thing,0.000525,5.72,NOUN,"['TH', 'IH1', 'NG']"
129,give,0.000513,5.71,VERB,"['G', 'IH1', 'V']"
130,place,0.000513,5.71,NOUN,"['P', 'L', 'EY1', 'S']"
131,school,0.000513,5.71,NOUN,"['S', 'K', 'UW1', 'L']"
132,again,0.000501,5.7,ADV,"['AH0', 'G', 'EH1', 'N']"
133,next,0.000501,5.7,ADJ,"['N', 'EH1', 'K', 'S', 'T']"
134,each,0.00049,5.69,PRON,"['IY1', 'CH']"
135,without,0.00049,5.69,ADP,"['W', 'IH0', 'TH', 'AW1', 'T']"
136,found,0.000479,5.68,VERB,"['F', 'AW1', 'N', 'D']"
137,must,0.000479,5.68,AUX,"['M', 'AH1', 'S', 'T']"
138,show,0.000479,5.68,VERB,"['SH', 'OW1']"
139,big,0.000468,5.67,ADJ,"['B', 'IH1', 'G']"
140,feel,0.000468,5.67,VERB,"['F', 'IY1', 'L']"
141,sure,0.000468,5.67,ADJ,"['SH', 'UH1', 'R']"
142,team,0.000468,5.67,NOUN,"['T', 'IY1', 'M']"
143,keep,0.000457,5.66,VERB,"['K', 'IY1', 'P']"
144,might,0.000457,5.66,AUX,"['M', 'AY1', 'T']"
145,money,0.000437,5.64,NOUN,"['M', 'AH1', 'N', 'IY0']"
146,free,0.000427,5.63,ADJ,"['F', 'R', 'IY1']"
147,second,0.000427,5.63,ADJ,"['S', 'EH1', 'K', 'AH0', 'N', 'D']"
148,someone,0.000427,5.63,PRON,"['S', 'AH1', 'M', 'W', 'AH2', 'N']"
149,away,0.000417,5.62,ADV,"['AH0', 'W', 'EY1']"
150,number,0.000417,5.62,NOUN,"['N', 'AH1', 'M', 'B', 'ER0']"
151,days,0.000407,5.61,NOUN,"['D', 'EY1', 'Z']"
152,lot,0.000407,5.61,NOUN,"['L', 'AA1', 'T']"
153,play,0.000407,5.61,VERB,"['P', 'L', 'EY1']"
154,until,0.000407,5.61,ADP,"['AH0', 'N', 'T', 'IH1', 'L']"
155,company,0.000398,5.6,NOUN,"['K', 'AH1', 'M', 'P', 'AH0', 'N', 'IY0']"
156,doing,0.000398,5.6,VERB,"['D', 'UW1', 'IH0', 'NG']"
157,few,0.000398,5.6,ADJ,"['F', 'Y', 'UW1']"
158,real,0.000398,5.6,ADJ,"['R', 'IY1', 'L']"
159,called,0.000389,5.59,VERB,"['K', 'AO1', 'L', 'D']"
160,different,0.000389,5.59,ADJ,"['D', 'IH1', 'F', 'ER0', 'AH0', 'N', 'T']"
161,having,0.000389,5.59,VERB,"['HH', 'AE1', 'V', 'IH0', 'NG']"
162,set,0.000389,5.59,VERB,"['S', 'EH1', 'T']"
163,however,0.00038,5.58,ADV,"['HH', 'AW2', 'EH1', 'V', 'ER0']"
164,getting,0.000372,5.57,VERB,"['G', 'EH1', 'T', 'IH0', 'NG']"
165,god,0.000372,5.57,PROPN,"['G', 'AA1', 'D']"
166,government,0.000372,5.57,NOUN,"['G', 'AH1', 'V', 'ER0', 'M', 'AH0', 'N', 'T']"
167,group,0.000372,5.57,NOUN,"['G', 'R', 'UW1', 'P']"
168,looking,0.000372,5.57,VERB,"['L', 'UH1', 'K', 'IH0', 'NG']"
169,public,0.000372,5.57,ADJ,"['P', 'AH1', 'B', 'L', 'IH0', 'K']"
170,top,0.000372,5.57,NOUN,"['T', 'AA1', 'P']"
171,women,0.000372,5.57,NOUN,"['W', 'IH1', 'M', 'AH0', 'N']"
172,care,0.000363,5.56,VERB,"['K', 'EH1', 'R']"
173,system,0.000363,5.56,NOUN,"['S', 'IH1', 'S', 'T', 'AH0', 'M']"
174,times,0.000363,5.56,NOUN,"['T', 'AY1', 'M', 'Z']"
175,week,0.000363,5.56,NOUN,"['W', 'IY1', 'K']"
176,already,0.000355,5.55,ADV,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']"
177,anything,0.000355,5.55,PRON,"['EH1', 'N', 'IY0', 'TH', 'IH2', 'NG']"
178,nothing,0.000355,5.55,PRON,"['N', 'AH1', 'TH', 'IH0', 'NG']"
179,person,0.000355,5.55,NOUN,"['P', 'ER1', 'S', 'AH0', 'N']"
180,today,0.000355,5.55,NOUN,"['T', 'AH0', 'D', 'EY1']"
181,change,0.000347,5.54,VERB,"['CH', 'EY1', 'N', 'JH']"
182,enough,0.000347,5.54,ADV,"['IH0', 'N', 'AH1', 'F']"
183,full,0.000347,5.54,ADJ,"['F', 'UH1', 'L']"
184,live,0.000347,5.54,VERB,"['L', 'AY1', 'V']"
185,making,0.000347,5.54,VERB,"['M', 'EY1', 'K', 'IH0', 'NG']"
186,point,0.000347,5.54,VERB,"['P', 'OY1', 'N', 'T']"
187,told,0.000347,5.54,VERB,"['T', 'OW1', 'L', 'D']"
188,yet,0.000347,5.54,ADV,"['Y', 'EH1', 'T']"
189,bad,0.000339,5.53,ADJ,"['B', 'AE1', 'D']"
190,four,0.000339,5.53,NUM,"['F', 'AO1', 'R']"
191,mean,0.000339,5.53,VERB,"['M', 'IY1', 'N']"
192,support,0.000339,5.53,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T']"
193,tell,0.000339,5.53,VERB,"['T', 'EH1', 'L']"
194,including,0.000331,5.52,VERB,"['IH0', 'N', 'K', 'L', 'UW1', 'D', 'IH0', 'NG']"
195,power,0.000331,5.52,NOUN,"['P', 'AW1', 'ER0']"
196,seen,0.000331,5.52,VERB,"['S', 'IY1', 'N']"
197,stop,0.000331,5.52,VERB,"['S', 'T', 'AA1', 'P']"
198,water,0.000331,5.52,NOUN,"['W', 'AO1', 'T', 'ER0']"
199,based,0.000324,5.51,VERB,"['B', 'EY1', 'S', 'T']"
200,believe,0.000324,5.51,VERB,"['B', 'IH0', 'L', 'IY1', 'V']"
201,call,0.000324,5.51,VERB,"['K', 'AO1', 'L']"
202,head,0.000324,5.51,NOUN,"['HH', 'EH1', 'D']"
203,men,0.000324,5.51,NOUN,"['M', 'EH1', 'N']"
204,national,0.000324,5.51,ADJ,"['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
205,took,0.000324,5.51,VERB,"['T', 'UH1', 'K']"
206,white,0.000324,5.51,ADJ,"['W', 'AY1', 'T']"
207,side,0.000316,5.5,NOUN,"['S', 'AY1', 'D']"
208,though,0.000316,5.5,ADV,"['DH', 'OW1']"
209,try,0.000316,5.5,VERB,"['T', 'R', 'AY1']"
210,yes,0.000316,5.5,INTJ,"['Y', 'EH1', 'S']"
211,american,0.000309,5.49,PROPN,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N']"
212,later,0.000309,5.49,ADV,"['L', 'EY1', 'T', 'ER0']"
213,less,0.000309,5.49,ADJ,"['L', 'EH1', 'S']"
214,order,0.000309,5.49,NOUN,"['AO1', 'R', 'D', 'ER0']"
215,party,0.000309,5.49,NOUN,"['P', 'AA1', 'R', 'T', 'IY0']"
216,run,0.000309,5.49,VERB,"['R', 'AH1', 'N']"
217,says,0.000309,5.49,VERB,"['S', 'EH1', 'Z']"
218,service,0.000309,5.49,NOUN,"['S', 'ER1', 'V', 'AH0', 'S']"
219,country,0.000302,5.48,NOUN,"['K', 'AH1', 'N', 'T', 'R', 'IY0']"
220,open,0.000302,5.48,VERB,"['OW1', 'P', 'AH0', 'N']"
221,season,0.000302,5.48,NOUN,"['S', 'IY1', 'Z', 'AH0', 'N']"
222,shit,0.000302,5.48,VERB,"['SH', 'IH1', 'T']"
223,thank,0.000302,5.48,VERB,"['TH', 'AE1', 'NG', 'K']"
224,children,0.000295,5.47,NOUN,"['CH', 'IH1', 'L', 'D', 'R', 'AH0', 'N']"
225,everyone,0.000295,5.47,PRON,"['EH1', 'V', 'R', 'IY0', 'W', 'AH2', 'N']"
226,general,0.000295,5.47,ADJ,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L']"
227,trying,0.000295,5.47,VERB,"['T', 'R', 'AY1', 'IH0', 'NG']"
228,area,0.000288,5.46,NOUN,"['EH1', 'R', 'IY0', 'AH0']"
229,following,0.000288,5.46,VERB,"['F', 'AA1', 'L', 'OW0', 'IH0', 'NG']"
230,law,0.000288,5.46,NOUN,"['L', 'AO1']"
231,makes,0.000288,5.46,VERB,"['M', 'EY1', 'K', 'S']"
232,together,0.000288,5.46,ADV,"['T', 'AH0', 'G', 'EH1', 'DH', 'ER0']"
233,war,0.000288,5.46,NOUN,"['W', 'AO1', 'R']"
234,whole,0.000288,5.46,ADJ,"['HH', 'OW1', 'L']"
235,car,0.000282,5.45,NOUN,"['K', 'AA1', 'R']"
236,five,0.000282,5.45,NUM,"['F', 'AY1', 'V']"
237,kind,0.000282,5.45,NOUN,"['K', 'AY1', 'N', 'D']"
238,per,0.000282,5.45,ADP,"['P', 'ER1']"
239,president,0.000282,5.45,PROPN,"['P', 'R', 'EH1', 'Z', 'AH0', 'D', 'EH2', 'N', 'T']"
240,working,0.000282,5.45,VERB,"['W', 'ER1', 'K', 'IH0', 'NG']"
241,course,0.000275,5.44,NOUN,"['K', 'AO1', 'R', 'S']"
242,hope,0.000275,5.44,VERB,"['HH', 'OW1', 'P']"
243,important,0.000275,5.44,ADJ,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']"
244,least,0.000275,5.44,ADJ,"['L', 'IY1', 'S', 'T']"
245,news,0.000275,5.44,NOUN,"['N', 'UW1', 'Z']"
246,within,0.000275,5.44,ADP,"['W', 'IH0', 'DH', 'IH1', 'N']"
247,able,0.000269,5.43,ADJ,"['EY1', 'B', 'AH0', 'L']"
248,early,0.000269,5.43,ADV,"['ER1', 'L', 'IY0']"
249,friends,0.000269,5.43,NOUN,"['F', 'R', 'EH1', 'N', 'D', 'Z']"
250,local,0.000269,5.43,ADJ,"['L', 'OW1', 'K', 'AH0', 'L']"
251,oh,0.000269,5.43,INTJ,['OW1']
252,post,0.000269,5.43,VERB,"['P', 'OW1', 'S', 'T']"
253,thanks,0.000269,5.43,NOUN,"['TH', 'AE1', 'NG', 'K', 'S']"
254,video,0.000269,5.43,PROPN,"['V', 'IH1', 'D', 'IY0', 'OW0']"
255,young,0.000269,5.43,ADJ,"['Y', 'AH1', 'NG']"
256,others,0.000263,5.42,NOUN,"['AH1', 'DH', 'ER0', 'Z']"
257,social,0.000263,5.42,ADJ,"['S', 'OW1', 'SH', 'AH0', 'L']"
258,talk,0.000263,5.42,VERB,"['T', 'AO1', 'K']"
259,given,0.000257,5.41,VERB,"['G', 'IH1', 'V', 'AH0', 'N']"
260,half,0.000257,5.41,NOUN,"['HH', 'AE1', 'F']"
261,hand,0.000257,5.41,NOUN,"['HH', 'AE1', 'N', 'D']"
262,single,0.000257,5.41,ADJ,"['S', 'IH1', 'NG', 'G', 'AH0', 'L']"
263,become,0.000251,5.4,VERB,"['B', 'IH0', 'K', 'AH1', 'M']"
264,body,0.000251,5.4,NOUN,"['B', 'AA1', 'D', 'IY0']"
265,coming,0.000251,5.4,VERB,"['K', 'AH1', 'M', 'IH0', 'NG']"
266,control,0.000251,5.4,NOUN,"['K', 'AH0', 'N', 'T', 'R', 'OW1', 'L']"
267,death,0.000251,5.4,NOUN,"['D', 'EH1', 'TH']"
268,food,0.000251,5.4,NOUN,"['F', 'UW1', 'D']"
269,guy,0.000251,5.4,NOUN,"['G', 'AY1']"
270,hours,0.000251,5.4,NOUN,"['AW1', 'ER0', 'Z']"
271,office,0.000251,5.4,NOUN,"['AO1', 'F', 'AH0', 'S']"
272,pay,0.000251,5.4,VERB,"['P', 'EY1']"
273,problem,0.000251,5.4,NOUN,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']"
274,south,0.000251,5.4,NOUN,"['S', 'AW1', 'TH']"
275,almost,0.000245,5.39,ADV,"['AO1', 'L', 'M', 'OW2', 'S', 'T']"
276,fuck,0.000245,5.39,NOUN,"['F', 'AH1', 'K']"
277,large,0.000245,5.39,ADJ,"['L', 'AA1', 'R', 'JH']"
278,research,0.000245,5.39,NOUN,"['R', 'IY0', 'S', 'ER1', 'CH']"
279,started,0.000245,5.39,VERB,"['S', 'T', 'AA1', 'R', 'T', 'AH0', 'D']"
280,taking,0.000245,5.39,VERB,"['T', 'EY1', 'K', 'IH0', 'NG']"
281,university,0.000245,5.39,NOUN,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']"
282,along,0.00024,5.38,ADP,"['AH0', 'L', 'AO1', 'NG']"
283,anyone,0.00024,5.38,PRON,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']"
284,else,0.00024,5.38,ADV,"['EH1', 'L', 'S']"
285,girl,0.00024,5.38,NOUN,"['G', 'ER1', 'L']"
286,remember,0.00024,5.38,VERB,"['R', 'IH0', 'M', 'EH1', 'M', 'B', 'ER0']"
287,air,0.000234,5.37,NOUN,"['EH1', 'R']"
288,friend,0.000234,5.37,NOUN,"['F', 'R', 'EH1', 'N', 'D']"
289,hit,0.000234,5.37,VERB,"['HH', 'IH1', 'T']"
290,needs,0.000234,5.37,VERB,"['N', 'IY1', 'D', 'Z']"
291,nice,0.000234,5.37,ADJ,"['N', 'AY1', 'S']"
292,playing,0.000234,5.37,VERB,"['P', 'L', 'EY1', 'IH0', 'NG']"
293,probably,0.000234,5.37,ADV,"['P', 'R', 'AA1', 'B', 'AH0', 'B', 'L', 'IY0']"
294,saying,0.000234,5.37,VERB,"['S', 'EY1', 'IH0', 'NG']"
295,understand,0.000234,5.37,VERB,"['AH2', 'N', 'D', 'ER0', 'S', 'T', 'AE1', 'N', 'D']"
296,yeah,0.000234,5.37,INTJ,"['Y', 'AE1']"
297,class,0.000229,5.36,NOUN,"['K', 'L', 'AE1', 'S']"
298,close,0.000229,5.36,VERB,"['K', 'L', 'OW1', 'S']"
299,idea,0.000229,5.36,NOUN,"['AY0', 'D', 'IY1', 'AH0']"
300,international,0.000229,5.36,ADJ,"['IH2', 'N', 'T', 'ER0', 'N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
301,looks,0.000229,5.36,VERB,"['L', 'UH1', 'K', 'S']"
302,wanted,0.000229,5.36,VERB,"['W', 'AA1', 'N', 'T', 'AH0', 'D']"
303,cause,0.000224,5.35,VERB,"['K', 'AA1', 'Z']"
304,due,0.000224,5.35,ADJ,"['D', 'UW1']"
305,happy,0.000224,5.35,ADJ,"['HH', 'AE1', 'P', 'IY0']"
306,human,0.000224,5.35,ADJ,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N']"
307,members,0.000224,5.35,NOUN,"['M', 'EH1', 'M', 'B', 'ER0', 'Z']"
308,months,0.000224,5.35,NOUN,"['M', 'AH1', 'N', 'TH', 'S']"
309,move,0.000224,5.35,VERB,"['M', 'UW1', 'V']"
310,question,0.000224,5.35,NOUN,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N']"
311,series,0.000224,5.35,PROPN,"['S', 'IH1', 'R', 'IY0', 'Z']"
312,wait,0.000224,5.35,VERB,"['W', 'EY1', 'T']"
313,woman,0.000224,5.35,NOUN,"['W', 'UH1', 'M', 'AH0', 'N']"
314,ask,0.000219,5.34,VERB,"['AE1', 'S', 'K']"
315,community,0.000219,5.34,NOUN,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']"
316,data,0.000219,5.34,NOUN,"['D', 'EY1', 'T', 'AH0']"
317,late,0.000219,5.34,ADV,"['L', 'EY1', 'T']"
318,leave,0.000219,5.34,VERB,"['L', 'IY1', 'V']"
319,north,0.000219,5.34,NOUN,"['N', 'AO1', 'R', 'TH']"
320,saw,0.000219,5.34,VERB,"['S', 'AO1']"
321,watch,0.000219,5.34,VERB,"['W', 'AA1', 'CH']"
322,either,0.000214,5.33,ADV,"['IY1', 'DH', 'ER0']"
323,light,0.000214,5.33,ADJ,"['L', 'AY1', 'T']"
324,low,0.000214,5.33,ADJ,"['L', 'OW1']"
325,million,0.000214,5.33,NUM,"['M', 'IH1', 'L', 'Y', 'AH0', 'N']"
326,police,0.000214,5.33,NOUN,"['P', 'AH0', 'L', 'IY1', 'S']"
327,short,0.000214,5.33,ADJ,"['SH', 'AO1', 'R', 'T']"
328,stay,0.000214,5.33,VERB,"['S', 'T', 'EY1']"
329,taken,0.000214,5.33,VERB,"['T', 'EY1', 'K', 'AH0', 'N']"
330,age,0.000209,5.32,NOUN,"['EY1', 'JH']"
331,buy,0.000209,5.32,VERB,"['B', 'AY1']"
332,deal,0.000209,5.32,VERB,"['D', 'IY1', 'L']"
333,rather,0.000209,5.32,ADV,"['R', 'AE1', 'DH', 'ER0']"
334,reason,0.000209,5.32,NOUN,"['R', 'IY1', 'Z', 'AH0', 'N']"
335,red,0.000209,5.32,ADJ,"['R', 'EH1', 'D']"
336,report,0.000209,5.32,VERB,"['R', 'IY0', 'P', 'AO1', 'R', 'T']"
337,turn,0.000209,5.32,VERB,"['T', 'ER1', 'N']"
338,whether,0.000209,5.32,SCONJ,"['W', 'EH1', 'DH', 'ER0']"
339,among,0.000204,5.31,ADP,"['AH0', 'M', 'AH1', 'NG']"
340,check,0.000204,5.31,VERB,"['CH', 'EH1', 'K']"
341,further,0.000204,5.31,ADV,"['F', 'ER1', 'DH', 'ER0']"
342,heart,0.000204,5.31,NOUN,"['HH', 'AA1', 'R', 'T']"
343,minutes,0.000204,5.31,NOUN,"['M', 'IH1', 'N', 'AH0', 'T', 'S']"
344,myself,0.000204,5.31,PRON,"['M', 'AY2', 'S', 'EH1', 'L', 'F']"
345,yourself,0.000204,5.31,PRON,"['Y', 'ER0', 'S', 'EH1', 'L', 'F']"
346,act,0.0002,5.3,NOUN,"['AE1', 'K', 'T']"
347,although,0.0002,5.3,SCONJ,"['AO2', 'L', 'DH', 'OW1']"
348,asked,0.0002,5.3,VERB,"['AE1', 'S', 'K', 'T']"
349,fire,0.0002,5.3,NOUN,"['F', 'AY1', 'ER0']"
350,living,0.0002,5.3,VERB,"['L', 'IH1', 'V', 'IH0', 'NG']"
351,major,0.0002,5.3,ADJ,"['M', 'EY1', 'JH', 'ER0']"
352,media,0.0002,5.3,NOUN,"['M', 'IY1', 'D', 'IY0', 'AH0']"
353,phone,0.0002,5.3,NOUN,"['F', 'OW1', 'N']"
354,players,0.0002,5.3,NOUN,"['P', 'L', 'EY1', 'ER0', 'Z']"
355,art,0.000195,5.29,NOUN,"['AA1', 'R', 'T']"
356,behind,0.000195,5.29,ADV,"['B', 'IH0', 'HH', 'AY1', 'N', 'D']"
357,building,0.000195,5.29,VERB,"['B', 'IH1', 'L', 'D', 'IH0', 'NG']"
358,gonna,0.000195,5.29,VERB,"['G', 'AA1', 'N', 'AH0']"
359,near,0.000195,5.29,ADP,"['N', 'IH1', 'R']"
360,non,0.000195,5.29,ADJ,"['N', 'AA1', 'N']"
361,plan,0.000195,5.29,NOUN,"['P', 'L', 'AE1', 'N']"
362,political,0.000195,5.29,ADJ,"['P', 'AH0', 'L', 'IH1', 'T', 'AH0', 'K', 'AH0', 'L']"
363,quite,0.000195,5.29,ADV,"['K', 'W', 'AY1', 'T']"
