,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes
49,would,0.00186,6.27,AUX,"['W', 'UH1', 'D']"
50,she,0.00182,6.26,PRON,"['SH', 'IY1']"
51,new,0.00178,6.25,ADJ,"['N', 'UW1']"
52,people,0.00178,6.25,NOUN,"['P', 'IY1', 'P', 'AH0', 'L']"
53,how,0.00174,6.24,SCONJ,"['HH', 'AW1']"
54,some,0.00158,6.2,PRON,"['S', 'AH1', 'M']"
55,also,0.00155,6.19,ADV,"['AO1', 'L', 'S', 'OW0']"
56,now,0.00151,6.18,ADV,"['N', 'AW1']"
57,other,0.00145,6.16,ADJ,"['AH1', 'DH', 'ER0']"
58,its,0.00138,6.14,PRON,"['IH1', 'T', 'S']"
59,our,0.00138,6.14,PRON,"['AW1', 'ER0']"
60,than,0.00135,6.13,ADP,"['DH', 'AE1', 'N']"
61,only,0.00132,6.12,ADV,"['OW1', 'N', 'L', 'IY0']"
62,after,0.00129,6.11,ADP,"['AE1', 'F', 'T', 'ER0']"
63,first,0.00129,6.11,ADV,"['F', 'ER1', 'S', 'T']"
64,him,0.00129,6.11,PRON,"['HH', 'IH1', 'M']"
65,into,0.00129,6.11,ADP,"['IH0', 'N', 'T', 'UW1']"
66,see,0.00126,6.1,VERB,"['S', 'IY1']"
67,two,0.00126,6.1,NUM,"['T', 'UW1']"
68,make,0.0012,6.08,VERB,"['M', 'EY1', 'K']"
69,over,0.0012,6.08,ADP,"['OW1', 'V', 'ER0']"
70,think,0.0012,6.08,VERB,"['TH', 'IH1', 'NG', 'K']"
71,any,0.00117,6.07,PRON,"['EH1', 'N', 'IY0']"
72,then,0.00117,6.07,ADV,"['DH', 'EH1', 'N']"
73,could,0.00115,6.06,AUX,"['K', 'UH1', 'D']"
74,back,0.0011,6.04,ADV,"['B', 'AE1', 'K']"
75,us,0.0011,6.04,PRON,"['AH1', 'S']"
76,want,0.0011,6.04,VERB,"['W', 'AA1', 'N', 'T']"
77,because,0.00107,6.03,SCONJ,"['B', 'IH0', 'K', 'AO1', 'Z']"
78,go,0.00107,6.03,VERB,"['G', 'OW1']"
79,well,0.00107,6.03,ADV,"['W', 'EH1', 'L']"
80,way,0.00102,6.01,NOUN,"['W', 'EY1']"
81,most,0.001,6.0,ADJ,"['M', 'OW1', 'S', 'T']"
82,much,0.001,6.0,ADJ,"['M', 'AH1', 'CH']"
83,very,0.001,6.0,ADV,"['V', 'EH1', 'R', 'IY0']"
84,where,0.001,6.0,SCONJ,"['W', 'EH1', 'R']"
85,even,0.000977,5.99,ADV,"['IY1', 'V', 'IH0', 'N']"
86,may,0.000955,5.98,AUX,"['M', 'EY1']"
87,here,0.000933,5.97,ADV,"['HH', 'IY1', 'R']"
88,need,0.000933,5.97,VERB,"['N', 'IY1', 'D']"
89,really,0.000933,5.97,ADV,"['R', 'IH1', 'L', 'IY0']"
90,did,0.000912,5.96,VERB,"['D', 'IH1', 'D']"
91,right,0.000912,5.96,INTJ,"['R', 'AY1', 'T']"
92,work,0.000912,5.96,VERB,"['W', 'ER1', 'K']"
93,year,0.000912,5.96,NOUN,"['Y', 'IH1', 'R']"
94,years,0.000912,5.96,NOUN,"['Y', 'IH1', 'R', 'Z']"
95,being,0.000891,5.95,AUX,"['B', 'IY1', 'IH0', 'NG']"
96,too,0.000891,5.95,ADV,"['T', 'UW1']"
97,going,0.000871,5.94,VERB,"['G', 'OW1', 'IH0', 'NG']"
98,before,0.000851,5.93,ADP,"['B', 'IH0', 'F', 'AO1', 'R']"
99,off,0.000851,5.93,ADV,"['AO1', 'F']"
100,why,0.000851,5.93,SCONJ,"['W', 'AY1']"
101,made,0.000832,5.92,VERB,"['M', 'EY1', 'D']"
102,still,0.000832,5.92,ADV,"['S', 'T', 'IH1', 'L']"
103,take,0.000832,5.92,VERB,"['T', 'EY1', 'K']"
104,got,0.000813,5.91,VERB,"['G', 'AA1', 'T']"
105,many,0.000813,5.91,ADJ,"['M', 'EH1', 'N', 'IY0']"
106,world,0.000776,5.89,NOUN,"['W', 'ER1', 'L', 'D']"
107,great,0.000759,5.88,ADJ,"['G', 'R', 'EY1', 'T']"
108,last,0.000724,5.86,ADJ,"['L', 'AE1', 'S', 'T']"
109,while,0.000724,5.86,SCONJ,"['W', 'AY1', 'L']"
110,such,0.000692,5.84,ADJ,"['S', 'AH1', 'CH']"
111,love,0.000661,5.82,VERB,"['L', 'AH1', 'V']"
112,home,0.000646,5.81,NOUN,"['HH', 'OW1', 'M']"
113,long,0.000646,5.81,ADV,"['L', 'AO1', 'NG']"
114,look,0.000646,5.81,VERB,"['L', 'UH1', 'K']"
115,use,0.000646,5.81,VERB,"['Y', 'UW1', 'S']"
116,same,0.000631,5.8,ADJ,"['S', 'EY1', 'M']"
117,used,0.000631,5.8,VERB,"['Y', 'UW1', 'Z', 'D']"
118,every,0.000617,5.79,PRON,"['EH1', 'V', 'ER0', 'IY0']"
119,am,0.000603,5.78,AUX,"['AE1', 'M']"
120,come,0.000603,5.78,VERB,"['K', 'AH1', 'M']"
121,part,0.000603,5.78,NOUN,"['P', 'AA1', 'R', 'T']"
122,state,0.000603,5.78,NOUN,"['S', 'T', 'EY1', 'T']"
123,three,0.000603,5.78,NUM,"['TH', 'R', 'IY1']"
124,always,0.000575,5.76,ADV,"['AO1', 'L', 'W', 'EY2', 'Z']"
125,better,0.000575,5.76,ADJ,"['B', 'EH1', 'T', 'ER0']"
126,find,0.000575,5.76,VERB,"['F', 'AY1', 'N', 'D']"
127,help,0.000562,5.75,VERB,"['HH', 'EH1', 'L', 'P']"
128,high,0.000562,5.75,ADJ,"['HH', 'AY1']"
129,little,0.000562,5.75,ADJ,"['L', 'IH1', 'T', 'AH0', 'L']"
130,old,0.000562,5.75,ADJ,"['OW1', 'L', 'D']"
131,since,0.000562,5.75,SCONJ,"['S', 'IH1', 'N', 'S']"
132,another,0.00055,5.74,PRON,"['AH0', 'N', 'AH1', 'DH', 'ER0']"
133,does,0.00055,5.74,VERB,"['D', 'AH1', 'Z']"
134,own,0.00055,5.74,VERB,"['OW1', 'N']"
135,things,0.00055,5.74,NOUN,"['TH', 'IH1', 'NG', 'Z']"
136,during,0.000525,5.72,ADP,"['D', 'UH1', 'R', 'IH0', 'NG']"
137,game,0.000525,5.72,NOUN,"['G', 'EY1', 'M']"
138,thing,0.000525,5.72,NOUN,"['TH', 'IH1', 'NG']"
139,give,0.000513,5.71,VERB,"['G', 'IH1', 'V']"
140,house,0.000513,5.71,PROPN,"['HH', 'AW1', 'S']"
141,place,0.000513,5.71,NOUN,"['P', 'L', 'EY1', 'S']"
142,school,0.000513,5.71,NOUN,"['S', 'K', 'UW1', 'L']"
143,again,0.000501,5.7,ADV,"['AH0', 'G', 'EH1', 'N']"
144,next,0.000501,5.7,ADJ,"['N', 'EH1', 'K', 'S', 'T']"
145,each,0.00049,5.69,PRON,"['IY1', 'CH']"
146,without,0.00049,5.69,ADP,"['W', 'IH0', 'TH', 'AW1', 'T']"
147,against,0.000479,5.68,ADP,"['AH0', 'G', 'EH1', 'N', 'S', 'T']"
148,end,0.000479,5.68,NOUN,"['EH1', 'N', 'D']"
149,found,0.000479,5.68,VERB,"['F', 'AW1', 'N', 'D']"
150,must,0.000479,5.68,AUX,"['M', 'AH1', 'S', 'T']"
151,show,0.000479,5.68,VERB,"['SH', 'OW1']"
152,big,0.000468,5.67,ADJ,"['B', 'IH1', 'G']"
153,feel,0.000468,5.67,VERB,"['F', 'IY1', 'L']"
154,sure,0.000468,5.67,ADJ,"['SH', 'UH1', 'R']"
155,team,0.000468,5.67,NOUN,"['T', 'IY1', 'M']"
156,ever,0.000457,5.66,ADV,"['EH1', 'V', 'ER0']"
157,family,0.000457,5.66,NOUN,"['F', 'AE1', 'M', 'AH0', 'L', 'IY0']"
158,might,0.000457,5.66,AUX,"['M', 'AY1', 'T']"
159,please,0.000457,5.66,INTJ,"['P', 'L', 'IY1', 'Z']"
160,put,0.000457,5.66,VERB,"['P', 'UH1', 'T']"
161,second,0.000427,5.63,ADJ,"['S', 'EH1', 'K', 'AH0', 'N', 'D']"
162,someone,0.000427,5.63,PRON,"['S', 'AH1', 'M', 'W', 'AH2', 'N']"
163,left,0.000417,5.62,VERB,"['L', 'EH1', 'F', 'T']"
164,city,0.000407,5.61,NOUN,"['S', 'IH1', 'T', 'IY0']"
165,name,0.000407,5.61,VERB,"['N', 'EY1', 'M']"
166,night,0.000407,5.61,NOUN,"['N', 'AY1', 'T']"
167,few,0.000398,5.6,ADJ,"['F', 'Y', 'UW1']"
168,let,0.000398,5.6,VERB,"['L', 'EH1', 'T']"
169,real,0.000398,5.6,ADJ,"['R', 'IY1', 'L']"
170,called,0.000389,5.59,VERB,"['K', 'AO1', 'L', 'D']"
171,having,0.000389,5.59,VERB,"['HH', 'AE1', 'V', 'IH0', 'NG']"
172,set,0.000389,5.59,VERB,"['S', 'EH1', 'T']"
173,thought,0.000389,5.59,VERB,"['TH', 'AO1', 'T']"
174,done,0.00038,5.58,VERB,"['D', 'AH1', 'N']"
175,however,0.00038,5.58,ADV,"['HH', 'AW2', 'EH1', 'V', 'ER0']"
176,getting,0.000372,5.57,VERB,"['G', 'EH1', 'T', 'IH0', 'NG']"
177,god,0.000372,5.57,PROPN,"['G', 'AA1', 'D']"
178,government,0.000372,5.57,NOUN,"['G', 'AH1', 'V', 'ER0', 'M', 'AH0', 'N', 'T']"
179,group,0.000372,5.57,NOUN,"['G', 'R', 'UW1', 'P']"
180,public,0.000372,5.57,ADJ,"['P', 'AH1', 'B', 'L', 'IH0', 'K']"
181,top,0.000372,5.57,NOUN,"['T', 'AA1', 'P']"
182,women,0.000372,5.57,NOUN,"['W', 'IH1', 'M', 'AH0', 'N']"
183,business,0.000363,5.56,NOUN,"['B', 'IH1', 'Z', 'N', 'AH0', 'S']"
184,start,0.000363,5.56,VERB,"['S', 'T', 'AA1', 'R', 'T']"
185,week,0.000363,5.56,NOUN,"['W', 'IY1', 'K']"
186,already,0.000355,5.55,ADV,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']"
187,anything,0.000355,5.55,PRON,"['EH1', 'N', 'IY0', 'TH', 'IH2', 'NG']"
188,case,0.000355,5.55,NOUN,"['K', 'EY1', 'S']"
189,person,0.000355,5.55,NOUN,"['P', 'ER1', 'S', 'AH0', 'N']"
190,today,0.000355,5.55,NOUN,"['T', 'AH0', 'D', 'EY1']"
191,change,0.000347,5.54,VERB,"['CH', 'EY1', 'N', 'JH']"
192,enough,0.000347,5.54,ADV,"['IH0', 'N', 'AH1', 'F']"
193,everything,0.000347,5.54,PRON,"['EH1', 'V', 'R', 'IY0', 'TH', 'IH2', 'NG']"
194,full,0.000347,5.54,ADJ,"['F', 'UH1', 'L']"
195,making,0.000347,5.54,VERB,"['M', 'EY1', 'K', 'IH0', 'NG']"
196,point,0.000347,5.54,VERB,"['P', 'OY1', 'N', 'T']"
197,read,0.000347,5.54,VERB,"['R', 'EH1', 'D']"
198,yet,0.000347,5.54,ADV,"['Y', 'EH1', 'T']"
199,bad,0.000339,5.53,ADJ,"['B', 'AE1', 'D']"
200,four,0.000339,5.53,NUM,"['F', 'AO1', 'R']"
201,hard,0.000339,5.53,ADV,"['HH', 'AA1', 'R', 'D']"
202,mean,0.000339,5.53,VERB,"['M', 'IY1', 'N']"
203,once,0.000339,5.53,ADV,"['W', 'AH1', 'N', 'S']"
204,support,0.000339,5.53,VERB,"['S', 'AH0', 'P', 'AO1', 'R', 'T']"
205,including,0.000331,5.52,VERB,"['IH0', 'N', 'K', 'L', 'UW1', 'D', 'IH0', 'NG']"
206,music,0.000331,5.52,NOUN,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K']"
207,power,0.000331,5.52,NOUN,"['P', 'AW1', 'ER0']"
208,seen,0.000331,5.52,VERB,"['S', 'IY1', 'N']"
209,states,0.000331,5.52,VERB,"['S', 'T', 'EY1', 'T', 'S']"
210,stop,0.000331,5.52,VERB,"['S', 'T', 'AA1', 'P']"
211,based,0.000324,5.51,VERB,"['B', 'EY1', 'S', 'T']"
212,believe,0.000324,5.51,VERB,"['B', 'IH0', 'L', 'IY1', 'V']"
213,call,0.000324,5.51,VERB,"['K', 'AO1', 'L']"
214,head,0.000324,5.51,NOUN,"['HH', 'EH1', 'D']"
215,men,0.000324,5.51,NOUN,"['M', 'EH1', 'N']"
216,national,0.000324,5.51,ADJ,"['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
217,small,0.000324,5.51,ADJ,"['S', 'M', 'AO1', 'L']"
218,took,0.000324,5.51,VERB,"['T', 'UH1', 'K']"
219,white,0.000324,5.51,ADJ,"['W', 'AY1', 'T']"
220,came,0.000316,5.5,VERB,"['K', 'EY1', 'M']"
221,far,0.000316,5.5,ADV,"['F', 'AA1', 'R']"
222,job,0.000316,5.5,NOUN,"['JH', 'AA1', 'B']"
223,side,0.000316,5.5,NOUN,"['S', 'AY1', 'D']"
224,though,0.000316,5.5,ADV,"['DH', 'OW1']"
225,went,0.000316,5.5,VERB,"['W', 'EH1', 'N', 'T']"
226,actually,0.000309,5.49,ADV,"['AE1', 'K', 'CH', 'AH0', 'W', 'AH0', 'L', 'IY0']"
227,american,0.000309,5.49,PROPN,"['AH0', 'M', 'EH1', 'R', 'AH0', 'K', 'AH0', 'N']"
228,less,0.000309,5.49,ADJ,"['L', 'EH1', 'S']"
229,line,0.000309,5.49,NOUN,"['L', 'AY1', 'N']"
230,order,0.000309,5.49,NOUN,"['AO1', 'R', 'D', 'ER0']"
231,party,0.000309,5.49,NOUN,"['P', 'AA1', 'R', 'T', 'IY0']"
232,run,0.000309,5.49,VERB,"['R', 'AH1', 'N']"
233,says,0.000309,5.49,VERB,"['S', 'EH1', 'Z']"
234,service,0.000309,5.49,NOUN,"['S', 'ER1', 'V', 'AH0', 'S']"
235,country,0.000302,5.48,NOUN,"['K', 'AH1', 'N', 'T', 'R', 'IY0']"
236,season,0.000302,5.48,NOUN,"['S', 'IY1', 'Z', 'AH0', 'N']"
237,shit,0.000302,5.48,VERB,"['SH', 'IH1', 'T']"
238,thank,0.000302,5.48,VERB,"['TH', 'AE1', 'NG', 'K']"
239,everyone,0.000295,5.47,PRON,"['EH1', 'V', 'R', 'IY0', 'W', 'AH2', 'N']"
240,trying,0.000295,5.47,VERB,"['T', 'R', 'AY1', 'IH0', 'NG']"
241,united,0.000295,5.47,ADJ,"['Y', 'UW0', 'N', 'AY1', 'T', 'AH0', 'D']"
242,using,0.000295,5.47,VERB,"['Y', 'UW1', 'Z', 'IH0', 'NG']"
243,area,0.000288,5.46,NOUN,"['EH1', 'R', 'IY0', 'AH0']"
244,black,0.000288,5.46,ADJ,"['B', 'L', 'AE1', 'K']"
245,following,0.000288,5.46,VERB,"['F', 'AA1', 'L', 'OW0', 'IH0', 'NG']"
246,law,0.000288,5.46,NOUN,"['L', 'AO1']"
247,war,0.000288,5.46,NOUN,"['W', 'AO1', 'R']"
248,whole,0.000288,5.46,ADJ,"['HH', 'OW1', 'L']"
249,car,0.000282,5.45,NOUN,"['K', 'AA1', 'R']"
250,face,0.000282,5.45,VERB,"['F', 'EY1', 'S']"
251,five,0.000282,5.45,NUM,"['F', 'AY1', 'V']"
252,maybe,0.000282,5.45,ADV,"['M', 'EY1', 'B', 'IY0']"
253,per,0.000282,5.45,ADP,"['P', 'ER1']"
254,president,0.000282,5.45,PROPN,"['P', 'R', 'EH1', 'Z', 'AH0', 'D', 'EH2', 'N', 'T']"
255,story,0.000282,5.45,NOUN,"['S', 'T', 'AO1', 'R', 'IY0']"
256,course,0.000275,5.44,NOUN,"['K', 'AO1', 'R', 'S']"
257,games,0.000275,5.44,NOUN,"['G', 'EY1', 'M', 'Z']"
258,health,0.000275,5.44,NOUN,"['HH', 'EH1', 'L', 'TH']"
259,hope,0.000275,5.44,VERB,"['HH', 'OW1', 'P']"
260,important,0.000275,5.44,ADJ,"['IH0', 'M', 'P', 'AO1', 'R', 'T', 'AH0', 'N', 'T']"
261,least,0.000275,5.44,ADJ,"['L', 'IY1', 'S', 'T']"
262,means,0.000275,5.44,VERB,"['M', 'IY1', 'N', 'Z']"
263,news,0.000275,5.44,NOUN,"['N', 'UW1', 'Z']"
264,within,0.000275,5.44,ADP,"['W', 'IH0', 'DH', 'IH1', 'N']"
265,able,0.000269,5.43,ADJ,"['EY1', 'B', 'AH0', 'L']"
266,book,0.000269,5.43,NOUN,"['B', 'UH1', 'K']"
267,early,0.000269,5.43,ADV,"['ER1', 'L', 'IY0']"
268,friends,0.000269,5.43,NOUN,"['F', 'R', 'EH1', 'N', 'D', 'Z']"
269,information,0.000269,5.43,NOUN,"['IH2', 'N', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N']"
270,local,0.000269,5.43,ADJ,"['L', 'OW1', 'K', 'AH0', 'L']"
271,oh,0.000269,5.43,INTJ,['OW1']
272,thanks,0.000269,5.43,NOUN,"['TH', 'AE1', 'NG', 'K', 'S']"
273,video,0.000269,5.43,PROPN,"['V', 'IH1', 'D', 'IY0', 'OW0']"
274,ago,0.000263,5.42,ADV,"['AH0', 'G', 'OW1']"
275,social,0.000263,5.42,ADJ,"['S', 'OW1', 'SH', 'AH0', 'L']"
276,talk,0.000263,5.42,VERB,"['T', 'AO1', 'K']"
277,court,0.000257,5.41,NOUN,"['K', 'AO1', 'R', 'T']"
278,fact,0.000257,5.41,NOUN,"['F', 'AE1', 'K', 'T']"
279,given,0.000257,5.41,VERB,"['G', 'IH1', 'V', 'AH0', 'N']"
280,guys,0.000257,5.41,NOUN,"['G', 'AY1', 'Z']"
281,half,0.000257,5.41,NOUN,"['HH', 'AE1', 'F']"
282,hand,0.000257,5.41,NOUN,"['HH', 'AE1', 'N', 'D']"
283,level,0.000257,5.41,NOUN,"['L', 'EH1', 'V', 'AH0', 'L']"
284,mind,0.000257,5.41,NOUN,"['M', 'AY1', 'N', 'D']"
285,often,0.000257,5.41,ADV,"['AO1', 'F', 'AH0', 'N']"
286,single,0.000257,5.41,ADJ,"['S', 'IH1', 'NG', 'G', 'AH0', 'L']"
287,become,0.000251,5.4,VERB,"['B', 'IH0', 'K', 'AH1', 'M']"
288,coming,0.000251,5.4,VERB,"['K', 'AH1', 'M', 'IH0', 'NG']"
289,death,0.000251,5.4,NOUN,"['D', 'EH1', 'TH']"
290,office,0.000251,5.4,NOUN,"['AO1', 'F', 'AH0', 'S']"
291,pay,0.000251,5.4,VERB,"['P', 'EY1']"
292,problem,0.000251,5.4,NOUN,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']"
293,south,0.000251,5.4,NOUN,"['S', 'AW1', 'TH']"
294,true,0.000251,5.4,ADJ,"['T', 'R', 'UW1']"
295,fuck,0.000245,5.39,NOUN,"['F', 'AH1', 'K']"
296,history,0.000245,5.39,NOUN,"['HH', 'IH1', 'S', 'T', 'ER0', 'IY0']"
297,known,0.000245,5.39,VERB,"['N', 'OW1', 'N']"
298,large,0.000245,5.39,ADJ,"['L', 'AA1', 'R', 'JH']"
299,lost,0.000245,5.39,VERB,"['L', 'AO1', 'S', 'T']"
300,room,0.000245,5.39,NOUN,"['R', 'UW1', 'M']"
301,several,0.000245,5.39,ADJ,"['S', 'EH1', 'V', 'R', 'AH0', 'L']"
302,started,0.000245,5.39,VERB,"['S', 'T', 'AA1', 'R', 'T', 'AH0', 'D']"
303,taking,0.000245,5.39,VERB,"['T', 'EY1', 'K', 'IH0', 'NG']"
304,university,0.000245,5.39,NOUN,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']"
305,win,0.000245,5.39,VERB,"['W', 'IH1', 'N']"
306,wrong,0.000245,5.39,ADJ,"['R', 'AO1', 'NG']"
307,anyone,0.00024,5.38,PRON,"['EH1', 'N', 'IY0', 'W', 'AH2', 'N']"
308,john,0.00024,5.38,PROPN,"['JH', 'AA1', 'N']"
309,matter,0.00024,5.38,VERB,"['M', 'AE1', 'T', 'ER0']"
310,pretty,0.00024,5.38,ADV,"['P', 'R', 'IH1', 'T', 'IY0']"
311,remember,0.00024,5.38,VERB,"['R', 'IH0', 'M', 'EH1', 'M', 'B', 'ER0']"
312,air,0.000234,5.37,NOUN,"['EH1', 'R']"
313,bit,0.000234,5.37,NOUN,"['B', 'IH1', 'T']"
314,friend,0.000234,5.37,NOUN,"['F', 'R', 'EH1', 'N', 'D']"
315,hit,0.000234,5.37,VERB,"['HH', 'IH1', 'T']"
316,needs,0.000234,5.37,VERB,"['N', 'IY1', 'D', 'Z']"
317,probably,0.000234,5.37,ADV,"['P', 'R', 'AA1', 'B', 'AH0', 'B', 'L', 'IY0']"
318,understand,0.000234,5.37,VERB,"['AH2', 'N', 'D', 'ER0', 'S', 'T', 'AE1', 'N', 'D']"
319,yeah,0.000234,5.37,INTJ,"['Y', 'AE1']"
320,york,0.000234,5.37,PROPN,"['Y', 'AO1', 'R', 'K']"
321,comes,0.000229,5.36,VERB,"['K', 'AH1', 'M', 'Z']"
322,idea,0.000229,5.36,NOUN,"['AY0', 'D', 'IY1', 'AH0']"
323,international,0.000229,5.36,ADJ,"['IH2', 'N', 'T', 'ER0', 'N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']"
324,past,0.000229,5.36,NOUN,"['P', 'AE1', 'S', 'T']"
325,possible,0.000229,5.36,ADJ,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']"
326,wanted,0.000229,5.36,VERB,"['W', 'AA1', 'N', 'T', 'AH0', 'D']"
327,due,0.000224,5.35,ADJ,"['D', 'UW1']"
328,human,0.000224,5.35,ADJ,"['HH', 'Y', 'UW1', 'M', 'AH0', 'N']"
329,members,0.000224,5.35,NOUN,"['M', 'EH1', 'M', 'B', 'ER0', 'Z']"
330,move,0.000224,5.35,VERB,"['M', 'UW1', 'V']"
331,question,0.000224,5.35,NOUN,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N']"
332,series,0.000224,5.35,PROPN,"['S', 'IH1', 'R', 'IY0', 'Z']"
333,wait,0.000224,5.35,VERB,"['W', 'EY1', 'T']"
334,ask,0.000219,5.34,VERB,"['AE1', 'S', 'K']"
335,community,0.000219,5.34,NOUN,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']"
336,data,0.000219,5.34,NOUN,"['D', 'EY1', 'T', 'AH0']"
337,late,0.000219,5.34,ADV,"['L', 'EY1', 'T']"
338,leave,0.000219,5.34,VERB,"['L', 'IY1', 'V']"
339,special,0.000219,5.34,ADJ,"['S', 'P', 'EH1', 'SH', 'AH0', 'L']"
340,watch,0.000219,5.34,VERB,"['W', 'AA1', 'CH']"
341,either,0.000214,5.33,ADV,"['IY1', 'DH', 'ER0']"
342,fucking,0.000214,5.33,VERB,"['F', 'AH1', 'K', 'IH0', 'NG']"
343,future,0.000214,5.33,NOUN,"['F', 'Y', 'UW1', 'CH', 'ER0']"
344,light,0.000214,5.33,ADJ,"['L', 'AY1', 'T']"
345,low,0.000214,5.33,ADJ,"['L', 'OW1']"
346,morning,0.000214,5.33,NOUN,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']"
347,police,0.000214,5.33,NOUN,"['P', 'AH0', 'L', 'IY1', 'S']"
348,short,0.000214,5.33,ADJ,"['SH', 'AO1', 'R', 'T']"
349,taken,0.000214,5.33,VERB,"['T', 'EY1', 'K', 'AH0', 'N']"
350,age,0.000209,5.32,NOUN,"['EY1', 'JH']"
351,buy,0.000209,5.32,VERB,"['B', 'AY1']"
352,deal,0.000209,5.32,VERB,"['D', 'IY1', 'L']"
353,rather,0.000209,5.32,ADV,"['R', 'AE1', 'DH', 'ER0']"
354,reason,0.000209,5.32,NOUN,"['R', 'IY1', 'Z', 'AH0', 'N']"
355,red,0.000209,5.32,ADJ,"['R', 'EH1', 'D']"
356,report,0.000209,5.32,VERB,"['R', 'IY0', 'P', 'AO1', 'R', 'T']"
357,soon,0.000209,5.32,ADV,"['S', 'UW1', 'N']"
358,third,0.000209,5.32,ADJ,"['TH', 'ER1', 'D']"
359,whether,0.000209,5.32,SCONJ,"['W', 'EH1', 'DH', 'ER0']"
360,among,0.000204,5.31,ADP,"['AH0', 'M', 'AH1', 'NG']"
361,check,0.000204,5.31,VERB,"['CH', 'EH1', 'K']"
362,development,0.000204,5.31,NOUN,"['D', 'IH0', 'V', 'EH1', 'L', 'AH0', 'P', 'M', 'AH0', 'N', 'T']"
363,form,0.000204,5.31,VERB,"['F', 'AO1', 'R', 'M']"
364,further,0.000204,5.31,ADV,"['F', 'ER1', 'DH', 'ER0']"
