,neuron_idx,layer_name,fi_len,fi_frq,fi_mor
218,90,decoder,0.0,0.0,0.0
219,91,decoder,0.0,0.0,0.0
220,92,decoder,0.0,0.0,0.0
221,93,decoder,0.0,0.0,0.0
222,94,decoder,0.0,0.0,0.0
223,95,decoder,0.0,0.0,0.0
224,96,decoder,0.0,0.0,0.0
225,97,decoder,0.0,0.0,0.0
226,98,decoder,0.0,0.0,0.0
227,99,decoder,0.0,0.0,0.0
228,100,decoder,0.0,0.0,0.0
229,101,decoder,0.0,0.0,0.0
230,102,decoder,0.0,0.0,0.0
231,103,decoder,0.0,0.0,0.0
232,104,decoder,0.0,0.0,0.0
233,105,decoder,0.0,0.0,0.0
234,106,decoder,0.0,0.0,0.0
235,107,decoder,0.0,0.0,0.0
236,108,decoder,0.0,0.0,0.0
237,109,decoder,0.0,0.0,0.0
238,110,decoder,0.0,0.0,0.0
239,111,decoder,0.0,0.0,0.0
240,112,decoder,0.0,0.0,0.0
241,113,decoder,0.0,0.0,0.0
242,114,decoder,0.0,0.0,0.0
243,115,decoder,0.0,0.0,0.0
244,116,decoder,0.0,0.0,0.0
245,117,decoder,0.0,0.0,0.0
246,118,decoder,0.0,0.0,0.0
247,119,decoder,0.0,0.0,0.0
248,120,decoder,0.0,0.0,0.0
249,121,decoder,0.0,0.0,0.0
250,122,decoder,0.0,0.0,0.0
251,123,decoder,0.0,0.0,0.0
252,124,decoder,0.0,0.0,0.0
253,125,decoder,0.0,0.0,0.0
254,126,decoder,0.0,0.0,0.0
255,127,decoder,0.0,0.0,0.0
