,Word,Phonemes,No Stress,Length,characterDist,phonemeDist
3361,ligetim,"['L', 'AY1', 'G', 'IH0', 'T', 'AH0', 'M']","['L', 'AY', 'G', 'IH', 'T', 'AH', 'M']",7,0.2857142857142857,0.42857142857142855
3363,reficat,"['R', 'EH1', 'F', 'IH0', 'K', 'AH0', 'T']","['R', 'EH', 'F', 'IH', 'K', 'AH', 'T']",7,0.2857142857142857,0.42857142857142855
3369,usuartu,"['Y', 'UW2', 'S', 'UW0', 'AA0', 'R', 'T', 'UW1']","['Y', 'UW', 'S', 'UW', 'AA', 'R', 'T', 'UW']",8,0.42857142857142855,0.625
3371,durivat,"['D', 'UH0', 'R', 'IY1', 'V', 'AH0', 'T']","['D', 'UH', 'R', 'IY', 'V', 'AH', 'T']",7,0.42857142857142855,0.42857142857142855
3379,livesti,"['L', 'IY0', 'EH0', 'S', 'T', 'IY1', 'V', 'IY0']","['L', 'IY', 'EH', 'S', 'T', 'IY', 'V', 'IY']",8,0.2857142857142857,0.375
3382,aveldra,"['AH0', 'V', 'EH1', 'L', 'D', 'R', 'AH0']","['AH', 'V', 'EH', 'L', 'D', 'R', 'AH']",7,0.42857142857142855,0.42857142857142855
3384,undents,"['AH1', 'N', 'D', 'AH0', 'N', 'T', 'S']","['AH', 'N', 'D', 'AH', 'N', 'T', 'S']",7,0.2857142857142857,0.2857142857142857
3395,rengren,"['R', 'EH1', 'NG', 'G', 'R', 'AH0', 'N']","['R', 'EH', 'NG', 'G', 'R', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3396,witlega,"['W', 'IH0', 'T', 'L', 'IY1', 'G', 'AH0']","['W', 'IH', 'T', 'L', 'IY', 'G', 'AH']",7,0.42857142857142855,0.42857142857142855
3402,agrestr,"['AE1', 'G', 'R', 'EH0', 'S', 'T', 'ER0']","['AE', 'G', 'R', 'EH', 'S', 'T', 'ER']",7,0.2857142857142857,0.42857142857142855
3404,spently,"['S', 'P', 'EH1', 'N', 'T', 'L', 'IY0']","['S', 'P', 'EH', 'N', 'T', 'L', 'IY']",7,0.2857142857142857,0.2857142857142857
3410,hasiden,"['HH', 'AE1', 'Z', 'IH0', 'D', 'AH0', 'N']","['HH', 'AE', 'Z', 'IH', 'D', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3428,idencen,"['AY1', 'D', 'AH0', 'N', 'S', 'AH0', 'N']","['AY', 'D', 'AH', 'N', 'S', 'AH', 'N']",7,0.42857142857142855,0.2857142857142857
3430,ruslinu,"['R', 'AH1', 'S', 'L', 'IH0', 'N', 'UW0']","['R', 'AH', 'S', 'L', 'IH', 'N', 'UW']",7,0.2857142857142857,0.2857142857142857
3438,irestio,"['IH0', 'R', 'EH1', 'S', 'T', 'IY0', 'OW0']","['IH', 'R', 'EH', 'S', 'T', 'IY', 'OW']",7,0.2857142857142857,0.42857142857142855
3444,pregnol,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'L']","['P', 'R', 'EH', 'G', 'N', 'AH', 'L']",7,0.42857142857142855,0.2857142857142857
3446,togento,"['T', 'OW0', 'JH', 'EH1', 'N', 'T', 'OW0']","['T', 'OW', 'JH', 'EH', 'N', 'T', 'OW']",7,0.2857142857142857,0.42857142857142855
3450,indorcy,"['IH1', 'N', 'D', 'R', 'AH0', 'S', 'IY0']","['IH', 'N', 'D', 'R', 'AH', 'S', 'IY']",7,0.42857142857142855,0.2857142857142857
3484,consica,"['K', 'AH0', 'N', 'S', 'IH1', 'K', 'AH0']","['K', 'AH', 'N', 'S', 'IH', 'K', 'AH']",7,0.2857142857142857,0.2857142857142857
3493,extring,"['EH1', 'K', 'S', 'T', 'R', 'IH0', 'NG']","['EH', 'K', 'S', 'T', 'R', 'IH', 'NG']",7,0.2857142857142857,0.2857142857142857
3498,actitom,"['AE1', 'K', 'T', 'IH0', 'T', 'AA0', 'M']","['AE', 'K', 'T', 'IH', 'T', 'AA', 'M']",7,0.2857142857142857,0.42857142857142855
3503,awentud,"['AH0', 'W', 'EH1', 'N', 'T', 'AH0', 'D']","['AH', 'W', 'EH', 'N', 'T', 'AH', 'D']",7,0.42857142857142855,0.2857142857142857
3508,lantral,"['L', 'AE1', 'N', 'T', 'R', 'AH0', 'L']","['L', 'AE', 'N', 'T', 'R', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
3520,minatif,"['M', 'IY0', 'N', 'AA1', 'T', 'IH0', 'F']","['M', 'IY', 'N', 'AA', 'T', 'IH', 'F']",7,0.42857142857142855,0.42857142857142855
3523,tothuri,"['T', 'OW0', 'HH', 'EH1', 'R', 'CH', 'IY0']","['T', 'OW', 'HH', 'EH', 'R', 'CH', 'IY']",7,0.42857142857142855,0.42857142857142855
3527,registi,"['R', 'IH0', 'JH', 'IH1', 'S', 'T', 'IY0']","['R', 'IH', 'JH', 'IH', 'S', 'T', 'IY']",7,0.2857142857142857,0.2857142857142857
3529,luxuati,"['L', 'AH2', 'K', 'S', 'UW0', 'CH', 'EY1']","['L', 'AH', 'K', 'S', 'UW', 'CH', 'EY']",7,0.42857142857142855,0.5714285714285714
3540,taxond,"['T', 'AE1', 'K', 'S', 'AH0', 'N', 'D']","['T', 'AE', 'K', 'S', 'AH', 'N', 'D']",7,0.3333333333333333,0.2857142857142857
3542,multrol,"['M', 'AH1', 'L', 'T', 'R', 'AO0', 'L']","['M', 'AH', 'L', 'T', 'R', 'AO', 'L']",7,0.42857142857142855,0.42857142857142855
3578,shoustm,"['SH', 'AW1', 'S', 'T', 'M', 'AH0', 'N']","['SH', 'AW', 'S', 'T', 'M', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3579,febanti,"['F', 'EH0', 'B', 'AE1', 'N', 'T', 'IY0']","['F', 'EH', 'B', 'AE', 'N', 'T', 'IY']",7,0.42857142857142855,0.42857142857142855
3586,inticin,"['IH1', 'N', 'T', 'IH0', 'S', 'IH0', 'N']","['IH', 'N', 'T', 'IH', 'S', 'IH', 'N']",7,0.2857142857142857,0.42857142857142855
3587,micordi,"['M', 'AY0', 'K', 'AO1', 'R', 'D', 'IY0']","['M', 'AY', 'K', 'AO', 'R', 'D', 'IY']",7,0.42857142857142855,0.42857142857142855
3592,morkety,"['M', 'AO1', 'R', 'K', 'AH0', 'T', 'IY0']","['M', 'AO', 'R', 'K', 'AH', 'T', 'IY']",7,0.2857142857142857,0.2857142857142857
3599,opentry,"['OW1', 'P', 'AH0', 'N', 'T', 'R', 'IY0']","['OW', 'P', 'AH', 'N', 'T', 'R', 'IY']",7,0.2857142857142857,0.2857142857142857
3604,rananut,"['R', 'AE1', 'N', 'AH0', 'N', 'AH2', 'T']","['R', 'AE', 'N', 'AH', 'N', 'AH', 'T']",7,0.42857142857142855,0.42857142857142855
3607,simpanc,"['S', 'IH1', 'M', 'P', 'AE0', 'NG', 'K']","['S', 'IH', 'M', 'P', 'AE', 'NG', 'K']",7,0.42857142857142855,0.42857142857142855
3611,votoin,"['V', 'OW0', 'T', 'OW1', 'N', 'IH0', 'N']","['V', 'OW', 'T', 'OW', 'N', 'IH', 'N']",7,0.3333333333333333,0.42857142857142855
3619,rompori,"['R', 'AA0', 'M', 'P', 'AO1', 'R', 'IY0']","['R', 'AA', 'M', 'P', 'AO', 'R', 'IY']",7,0.42857142857142855,0.42857142857142855
3635,stylude,"['S', 'T', 'AY1', 'L', 'D', 'UW2', 'D']","['S', 'T', 'AY', 'L', 'D', 'UW', 'D']",7,0.2857142857142857,0.2857142857142857
3638,usuarip,"['Y', 'UW1', 'S', 'AH0', 'W', 'ER0', 'IH0', 'NG']","['Y', 'UW', 'S', 'AH', 'W', 'ER', 'IH', 'NG']",8,0.42857142857142855,0.375
3647,delerna,"['D', 'IH0', 'L', 'EH1', 'R', 'N', 'AH0']","['D', 'IH', 'L', 'EH', 'R', 'N', 'AH']",7,0.2857142857142857,0.2857142857142857
3656,sodical,"['S', 'AA1', 'D', 'AH0', 'K', 'AH0', 'L']","['S', 'AA', 'D', 'AH', 'K', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
3659,tesocra,"['T', 'EH2', 'S', 'AH0', 'K', 'R', 'IY1', 'AH0']","['T', 'EH', 'S', 'AH', 'K', 'R', 'IY', 'AH']",8,0.42857142857142855,0.5
3666,peoplic,"['P', 'IY1', 'P', 'AH0', 'L', 'IH0', 'K']","['P', 'IY', 'P', 'AH', 'L', 'IH', 'K']",7,0.2857142857142857,0.2857142857142857
3678,stansol,"['S', 'T', 'AE1', 'N', 'S', 'AH0', 'L']","['S', 'T', 'AE', 'N', 'S', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
3682,winagen,"['W', 'IH1', 'N', 'AH0', 'JH', 'AH0', 'N']","['W', 'IH', 'N', 'AH', 'JH', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3683,ordisti,"['AO0', 'R', 'D', 'IH1', 'S', 'T', 'IY0']","['AO', 'R', 'D', 'IH', 'S', 'T', 'IY']",7,0.42857142857142855,0.2857142857142857
3685,stancia,"['S', 'T', 'AE1', 'N', 'S', 'IY0', 'AH0']","['S', 'T', 'AE', 'N', 'S', 'IY', 'AH']",7,0.2857142857142857,0.2857142857142857
3690,caluela,"['K', 'AA0', 'L', 'UW1', 'Y', 'AH0', 'L']","['K', 'AA', 'L', 'UW', 'Y', 'AH', 'L']",7,0.42857142857142855,0.42857142857142855
3697,onlatin,"['AA1', 'N', 'L', 'AH0', 'T', 'AH0', 'N']","['AA', 'N', 'L', 'AH', 'T', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3698,resulab,"['R', 'EH1', 'S', 'AH0', 'L', 'AH0', 'B']","['R', 'EH', 'S', 'AH', 'L', 'AH', 'B']",7,0.2857142857142857,0.2857142857142857
3706,hamanbe,"['HH', 'AH0', 'M', 'AE1', 'N', 'B', 'IY0']","['HH', 'AH', 'M', 'AE', 'N', 'B', 'IY']",7,0.2857142857142857,0.42857142857142855
3711,brovelf,"['B', 'R', 'OW1', 'V', 'L', 'IH0', 'F']","['B', 'R', 'OW', 'V', 'L', 'IH', 'F']",7,0.2857142857142857,0.42857142857142855
3715,antegor,"['AE1', 'N', 'T', 'AH0', 'G', 'AO2', 'R']","['AE', 'N', 'T', 'AH', 'G', 'AO', 'R']",7,0.2857142857142857,0.42857142857142855
3727,miscuti,"['M', 'IH0', 'S', 'K', 'UW1', 'T', 'IY0']","['M', 'IH', 'S', 'K', 'UW', 'T', 'IY']",7,0.42857142857142855,0.42857142857142855
3728,stratio,"['S', 'T', 'R', 'EY1', 'T', 'IY0', 'OW0']","['S', 'T', 'R', 'EY', 'T', 'IY', 'OW']",7,0.2857142857142857,0.2857142857142857
3732,grovion,"['G', 'R', 'OW1', 'V', 'IY0', 'AH0', 'N']","['G', 'R', 'OW', 'V', 'IY', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
3735,tastori,"['T', 'AA0', 'S', 'T', 'AO1', 'R', 'IY0']","['T', 'AA', 'S', 'T', 'AO', 'R', 'IY']",7,0.2857142857142857,0.2857142857142857
3758,recorma,"['R', 'IY0', 'K', 'AO1', 'R', 'M', 'AH0']","['R', 'IY', 'K', 'AO', 'R', 'M', 'AH']",7,0.2857142857142857,0.42857142857142855
3763,interwi,"['IH1', 'N', 'T', 'W', 'ER2', 'W', 'IY0']","['IH', 'N', 'T', 'W', 'ER', 'W', 'IY']",7,0.2857142857142857,0.42857142857142855
3772,redusac,"['R', 'IY2', 'D', 'Y', 'UW1', 'S', 'AE0', 'K']","['R', 'IY', 'D', 'Y', 'UW', 'S', 'AE', 'K']",8,0.2857142857142857,0.5
3773,luxuals,"['L', 'AH1', 'K', 'S', 'UW2', 'AH0', 'L', 'Z']","['L', 'AH', 'K', 'S', 'UW', 'AH', 'L', 'Z']",8,0.42857142857142855,0.375
3775,presial,"['P', 'R', 'IY1', 'Z', 'IY0', 'AH0', 'L']","['P', 'R', 'IY', 'Z', 'IY', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
3782,behicom,"['B', 'IY1', 'HH', 'IH0', 'K', 'AH0', 'M']","['B', 'IY', 'HH', 'IH', 'K', 'AH', 'M']",7,0.42857142857142855,0.2857142857142857
3806,involab,"['IH0', 'N', 'V', 'AA1', 'L', 'AH0', 'B']","['IH', 'N', 'V', 'AA', 'L', 'AH', 'B']",7,0.2857142857142857,0.2857142857142857
3817,postrat,"['P', 'OW1', 'S', 'T', 'R', 'AE2', 'T']","['P', 'OW', 'S', 'T', 'R', 'AE', 'T']",7,0.2857142857142857,0.42857142857142855
3835,socurio,"['S', 'OW0', 'K', 'UH1', 'R', 'IY0', 'OW0']","['S', 'OW', 'K', 'UH', 'R', 'IY', 'OW']",7,0.2857142857142857,0.42857142857142855
3841,unnuati,"['AH2', 'N', 'UW0', 'JH', 'AA1', 'T', 'IY0']","['AH', 'N', 'UW', 'JH', 'AA', 'T', 'IY']",7,0.42857142857142855,0.5714285714285714
3849,camselm,"['K', 'AE1', 'M', 'S', 'AH0', 'L', 'M']","['K', 'AE', 'M', 'S', 'AH', 'L', 'M']",7,0.2857142857142857,0.2857142857142857
3852,matimat,"['M', 'AE1', 'T', 'AH0', 'M', 'AE0', 'T']","['M', 'AE', 'T', 'AH', 'M', 'AE', 'T']",7,0.2857142857142857,0.42857142857142855
3853,sinempt,"['S', 'IH1', 'N', 'AH0', 'M', 'P', 'T']","['S', 'IH', 'N', 'AH', 'M', 'P', 'T']",7,0.2857142857142857,0.2857142857142857
3859,wartinc,"['W', 'AO1', 'R', 'T', 'IH0', 'NG', 'K']","['W', 'AO', 'R', 'T', 'IH', 'NG', 'K']",7,0.2857142857142857,0.2857142857142857
3860,abildre,"['AE1', 'B', 'AH0', 'L', 'D', 'R', 'AH0']","['AE', 'B', 'AH', 'L', 'D', 'R', 'AH']",7,0.2857142857142857,0.42857142857142855
3862,meeiniq,"['M', 'IY2', 'IY2', 'N', 'IY1', 'T', 'IY0']","['M', 'IY', 'IY', 'N', 'IY', 'T', 'IY']",7,0.42857142857142855,0.42857142857142855
3864,grestic,"['G', 'R', 'EH1', 'S', 'T', 'IH0', 'K']","['G', 'R', 'EH', 'S', 'T', 'IH', 'K']",7,0.2857142857142857,0.2857142857142857
3879,undept,"['D', 'AH1', 'N', 'D', 'P', 'EH2', 'T']","['D', 'AH', 'N', 'D', 'P', 'EH', 'T']",7,0.3333333333333333,0.42857142857142855
3880,socusel,"['S', 'AH0', 'K', 'UW1', 'S', 'AH0', 'L']","['S', 'AH', 'K', 'UW', 'S', 'AH', 'L']",7,0.2857142857142857,0.42857142857142855
3894,vehinee,"['V', 'EH2', 'HH', 'IY0', 'N', 'IY1', 'AH0']","['V', 'EH', 'HH', 'IY', 'N', 'IY', 'AH']",7,0.2857142857142857,0.5714285714285714
3896,tomplab,"['T', 'AA1', 'M', 'P', 'L', 'AE2', 'B']","['T', 'AA', 'M', 'P', 'L', 'AE', 'B']",7,0.2857142857142857,0.42857142857142855
3899,entitio,"['EH0', 'N', 'T', 'IY1', 'T', 'IY0', 'OW0']","['EH', 'N', 'T', 'IY', 'T', 'IY', 'OW']",7,0.2857142857142857,0.42857142857142855
3900,univent,"['Y', 'UW1', 'N', 'AH0', 'V', 'EH2', 'N', 'T']","['Y', 'UW', 'N', 'AH', 'V', 'EH', 'N', 'T']",8,0.2857142857142857,0.375
3910,tweecti,"['T', 'W', 'EH1', 'T', 'S', 'K', 'IY0']","['T', 'W', 'EH', 'T', 'S', 'K', 'IY']",7,0.2857142857142857,0.42857142857142855
3911,befenti,"['B', 'EH0', 'F', 'EH1', 'N', 'T', 'IY0']","['B', 'EH', 'F', 'EH', 'N', 'T', 'IY']",7,0.42857142857142855,0.42857142857142855
3915,undestr,"['AH1', 'N', 'D', 'EH2', 'S', 'T', 'ER0']","['AH', 'N', 'D', 'EH', 'S', 'T', 'ER']",7,0.2857142857142857,0.2857142857142857
3938,defortm,"['D', 'IH0', 'F', 'AO1', 'R', 'T', 'M']","['D', 'IH', 'F', 'AO', 'R', 'T', 'M']",7,0.2857142857142857,0.2857142857142857
3941,memagor,"['M', 'EH1', 'M', 'AH0', 'G', 'AO2', 'R']","['M', 'EH', 'M', 'AH', 'G', 'AO', 'R']",7,0.2857142857142857,0.42857142857142855
3943,culticu,"['K', 'AH1', 'L', 'T', 'IH0', 'K', 'Y', 'UW2']","['K', 'AH', 'L', 'T', 'IH', 'K', 'Y', 'UW']",8,0.2857142857142857,0.5
3946,distica,"['D', 'IH0', 'S', 'T', 'IH1', 'K', 'AH0']","['D', 'IH', 'S', 'T', 'IH', 'K', 'AH']",7,0.2857142857142857,0.2857142857142857
3947,upgrent,"['AH1', 'P', 'G', 'R', 'AH0', 'N', 'T']","['AH', 'P', 'G', 'R', 'AH', 'N', 'T']",7,0.2857142857142857,0.2857142857142857
3957,anxices,"['AE1', 'NG', 'K', 'S', 'AH0', 'S', 'IH0', 'Z']","['AE', 'NG', 'K', 'S', 'AH', 'S', 'IH', 'Z']",8,0.2857142857142857,0.375
3965,hondlex,"['HH', 'AA1', 'N', 'D', 'L', 'AH0', 'K', 'S']","['HH', 'AA', 'N', 'D', 'L', 'AH', 'K', 'S']",8,0.2857142857142857,0.375
3971,befortm,"['B', 'IH0', 'F', 'AO1', 'R', 'M', 'T']","['B', 'IH', 'F', 'AO', 'R', 'M', 'T']",7,0.2857142857142857,0.2857142857142857
3977,clandat,"['K', 'L', 'AE1', 'N', 'D', 'AE0', 'T']","['K', 'L', 'AE', 'N', 'D', 'AE', 'T']",7,0.42857142857142855,0.42857142857142855
3980,degisti,"['D', 'IH0', 'JH', 'IH1', 'S', 'T', 'IY0']","['D', 'IH', 'JH', 'IH', 'S', 'T', 'IY']",7,0.2857142857142857,0.2857142857142857
3983,notegra,"['N', 'OW0', 'T', 'EH1', 'G', 'R', 'AH0']","['N', 'OW', 'T', 'EH', 'G', 'R', 'AH']",7,0.42857142857142855,0.42857142857142855
3994,editral,"['EH1', 'D', 'AH0', 'T', 'R', 'AH0', 'L']","['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
3996,gazakin,"['G', 'AE1', 'Z', 'AH0', 'K', 'IH0', 'N']","['G', 'AE', 'Z', 'AH', 'K', 'IH', 'N']",7,0.42857142857142855,0.2857142857142857
4001,buicifi,"['B', 'Y', 'UW0', 'S', 'IY1', 'F', 'IY0']","['B', 'Y', 'UW', 'S', 'IY', 'F', 'IY']",7,0.42857142857142855,0.5714285714285714
4005,degison,"['D', 'EH1', 'JH', 'IH0', 'S', 'AH0', 'N']","['D', 'EH', 'JH', 'IH', 'S', 'AH', 'N']",7,0.2857142857142857,0.2857142857142857
4011,nobilat,"['N', 'AA1', 'B', 'AH0', 'L', 'AH0', 'T']","['N', 'AA', 'B', 'AH', 'L', 'AH', 'T']",7,0.2857142857142857,0.2857142857142857
4012,jointra,"['JH', 'OW0', 'N', 'IH1', 'R', 'T', 'AH0']","['JH', 'OW', 'N', 'IH', 'R', 'T', 'AH']",7,0.2857142857142857,0.42857142857142855
4013,comilab,"['K', 'AA1', 'M', 'AH0', 'L', 'AE2', 'B']","['K', 'AA', 'M', 'AH', 'L', 'AE', 'B']",7,0.2857142857142857,0.42857142857142855
4036,atmosic,"['AE0', 'T', 'M', 'OW1', 'S', 'IH0', 'K']","['AE', 'T', 'M', 'OW', 'S', 'IH', 'K']",7,0.2857142857142857,0.42857142857142855
4040,limilit,"['L', 'IH1', 'M', 'AH0', 'L', 'AH0', 'T']","['L', 'IH', 'M', 'AH', 'L', 'AH', 'T']",7,0.2857142857142857,0.2857142857142857
4050,becompt,"['B', 'IH0', 'K', 'AH1', 'M', 'P', 'T']","['B', 'IH', 'K', 'AH', 'M', 'P', 'T']",7,0.2857142857142857,0.2857142857142857
4057,notivat,"['N', 'AA1', 'T', 'IH0', 'V', 'AH0', 'T']","['N', 'AA', 'T', 'IH', 'V', 'AH', 'T']",7,0.2857142857142857,0.42857142857142855
4058,liscuse,"['L', 'IH0', 'S', 'K', 'Y', 'UW1', 'S']","['L', 'IH', 'S', 'K', 'Y', 'UW', 'S']",7,0.2857142857142857,0.2857142857142857
4059,tryinit,"['T', 'R', 'AY1', 'AH0', 'N', 'IH0', 'T', 'IY0']","['T', 'R', 'AY', 'AH', 'N', 'IH', 'T', 'IY']",8,0.2857142857142857,0.375
4062,cominiq,"['K', 'AH0', 'M', 'IH1', 'N', 'IH0', 'K']","['K', 'AH', 'M', 'IH', 'N', 'IH', 'K']",7,0.2857142857142857,0.2857142857142857
4064,anyonds,"['EH1', 'N', 'IY0', 'AH0', 'N', 'D', 'Z']","['EH', 'N', 'IY', 'AH', 'N', 'D', 'Z']",7,0.2857142857142857,0.2857142857142857
4072,neglary,"['N', 'EH1', 'G', 'L', 'AH0', 'R', 'IY0']","['N', 'EH', 'G', 'L', 'AH', 'R', 'IY']",7,0.42857142857142855,0.42857142857142855
4076,metraps,"['M', 'EH1', 'T', 'R', 'AE2', 'P', 'S']","['M', 'EH', 'T', 'R', 'AE', 'P', 'S']",7,0.2857142857142857,0.2857142857142857
4078,idendon,"['AY1', 'D', 'IH0', 'N', 'D', 'AH0', 'N']","['AY', 'D', 'IH', 'N', 'D', 'AH', 'N']",7,0.2857142857142857,0.42857142857142855
4079,sunketi,"['S', 'AH0', 'NG', 'K', 'EH1', 'T', 'IY0']","['S', 'AH', 'NG', 'K', 'EH', 'T', 'IY']",7,0.2857142857142857,0.42857142857142855
4088,conteve,"['K', 'AH0', 'N', 'T', 'EH1', 'V', 'AH0']","['K', 'AH', 'N', 'T', 'EH', 'V', 'AH']",7,0.2857142857142857,0.2857142857142857
4095,wingrat,"['W', 'IH1', 'NG', 'G', 'R', 'AH0', 'T']","['W', 'IH', 'NG', 'G', 'R', 'AH', 'T']",7,0.2857142857142857,0.2857142857142857
4100,contrit,"['K', 'AA1', 'N', 'T', 'R', 'IH0', 'T']","['K', 'AA', 'N', 'T', 'R', 'IH', 'T']",7,0.2857142857142857,0.2857142857142857
4112,brisent,"['B', 'R', 'IH1', 'S', 'AH0', 'N', 'T']","['B', 'R', 'IH', 'S', 'AH', 'N', 'T']",7,0.2857142857142857,0.2857142857142857
4113,petical,"['P', 'EH1', 'T', 'IH0', 'K', 'AH0', 'L']","['P', 'EH', 'T', 'IH', 'K', 'AH', 'L']",7,0.2857142857142857,0.2857142857142857
4115,actibit,"['AE1', 'K', 'T', 'AH0', 'B', 'AH0', 'T']","['AE', 'K', 'T', 'AH', 'B', 'AH', 'T']",7,0.2857142857142857,0.2857142857142857
4120,tecurnm,"['T', 'EH1', 'K', 'AH0', 'N', 'R', 'M']","['T', 'EH', 'K', 'AH', 'N', 'R', 'M']",7,0.42857142857142855,0.42857142857142855
4122,degisio,"['D', 'IH0', 'JH', 'IY1', 'S', 'IY0', 'OW0']","['D', 'IH', 'JH', 'IY', 'S', 'IY', 'OW']",7,0.2857142857142857,0.42857142857142855
