Word,Lexicality,Zipf Frequency,Frequency,Phonemes,Length,Size,Morphology,Condition,Part of Speech,Root,Lemma,Zipf Lemma Frequency,No Stress
adaptation,real,4.01,high,"['AE2', 'D', 'AH0', 'P', 'T', 'EY1', 'SH', 'AH0', 'N']",9,long,complex,RLCH,,,,,"['AE', 'D', 'AH', 'P', 'T', 'EY', 'SH', 'AH', 'N']"
ministries,real,3.6,high,"['M', 'IH1', 'N', 'IH0', 'S', 'T', 'R', 'IY0', 'Z']",9,long,complex,RLCH,,,,,"['M', 'IH', 'N', 'IH', 'S', 'T', 'R', 'IY', 'Z']"
confined,real,3.82,high,"['K', 'AH0', 'N', 'F', 'AY1', 'N', 'D']",7,long,complex,RLCH,,,,,"['K', 'AH', 'N', 'F', 'AY', 'N', 'D']"
unwilling,real,3.7,high,"['AH0', 'N', 'W', 'IH1', 'L', 'IH0', 'NG']",7,long,complex,RLCH,,,,,"['AH', 'N', 'W', 'IH', 'L', 'IH', 'NG']"
commercial,real,4.92,high,"['K', 'AH0', 'M', 'ER1', 'SH', 'AH0', 'L']",7,long,complex,RLCH,,,,,"['K', 'AH', 'M', 'ER', 'SH', 'AH', 'L']"
formerly,real,4.24,high,"['F', 'AO1', 'R', 'M', 'ER0', 'L', 'IY0']",7,long,complex,RLCH,,,,,"['F', 'AO', 'R', 'M', 'ER', 'L', 'IY']"
specific,real,5.03,high,"['S', 'P', 'AH0', 'S', 'IH1', 'F', 'IH0', 'K']",8,long,complex,RLCH,,,,,"['S', 'P', 'AH', 'S', 'IH', 'F', 'IH', 'K']"
resilience,real,3.58,high,"['R', 'IH0', 'Z', 'IH1', 'L', 'IY0', 'AH0', 'N', 'S']",9,long,complex,RLCH,,,,,"['R', 'IH', 'Z', 'IH', 'L', 'IY', 'AH', 'N', 'S']"
examiner,real,3.52,high,"['IH0', 'G', 'Z', 'AE1', 'M', 'AH0', 'N', 'ER0']",8,long,complex,RLCH,,,,,"['IH', 'G', 'Z', 'AE', 'M', 'AH', 'N', 'ER']"
exploding,real,3.53,high,"['IH0', 'K', 'S', 'P', 'L', 'OW1', 'D', 'IH0', 'NG']",9,long,complex,RLCH,,,,,"['IH', 'K', 'S', 'P', 'L', 'OW', 'D', 'IH', 'NG']"
digital,real,4.83,high,"['D', 'IH1', 'JH', 'AH0', 'T', 'AH0', 'L']",7,long,complex,RLCH,,,,,"['D', 'IH', 'JH', 'AH', 'T', 'AH', 'L']"
behavior,real,4.69,high,"['B', 'IH0', 'HH', 'EY1', 'V', 'Y', 'ER0']",7,long,complex,RLCH,,,,,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER']"
solicitor,real,3.69,high,"['S', 'AH0', 'L', 'IH1', 'S', 'AH0', 'T', 'ER0']",8,long,complex,RLCH,,,,,"['S', 'AH', 'L', 'IH', 'S', 'AH', 'T', 'ER']"
suggestion,real,4.23,high,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'CH', 'AH0', 'N']",9,long,complex,RLCH,,,,,"['S', 'AH', 'G', 'JH', 'EH', 'S', 'CH', 'AH', 'N']"
relative,real,4.48,high,"['R', 'EH1', 'L', 'AH0', 'T', 'IH0', 'V']",7,long,complex,RLCH,,,,,"['R', 'EH', 'L', 'AH', 'T', 'IH', 'V']"
replicate,real,3.55,high,"['R', 'EH1', 'P', 'L', 'AH0', 'K', 'EY2', 'T']",8,long,complex,RLCH,,,,,"['R', 'EH', 'P', 'L', 'AH', 'K', 'EY', 'T']"
outsiders,real,3.56,high,"['AW0', 'T', 'S', 'AY1', 'D', 'ER0', 'Z']",7,long,complex,RLCH,,,,,"['AW', 'T', 'S', 'AY', 'D', 'ER', 'Z']"
tolerant,real,3.58,high,"['T', 'AA1', 'L', 'ER0', 'AH0', 'N', 'T']",7,long,complex,RLCH,,,,,"['T', 'AA', 'L', 'ER', 'AH', 'N', 'T']"
economies,real,3.89,high,"['IH0', 'K', 'AA1', 'N', 'AH0', 'M', 'IY0', 'Z']",8,long,complex,RLCH,,,,,"['IH', 'K', 'AA', 'N', 'AH', 'M', 'IY', 'Z']"
crossover,real,3.66,high,"['K', 'R', 'AO1', 'S', 'OW2', 'V', 'ER0']",7,long,complex,RLCH,,,,,"['K', 'R', 'AO', 'S', 'OW', 'V', 'ER']"
underrated,real,3.61,high,"['AH0', 'N', 'D', 'ER0', 'R', 'EY1', 'T', 'IH0', 'D']",9,long,complex,RLCH,,,,,"['AH', 'N', 'D', 'ER', 'R', 'EY', 'T', 'IH', 'D']"
unpopular,real,3.72,high,"['AH2', 'N', 'P', 'AA1', 'P', 'Y', 'AH0', 'L', 'ER0']",9,long,complex,RLCH,,,,,"['AH', 'N', 'P', 'AA', 'P', 'Y', 'AH', 'L', 'ER']"
apologize,real,4.16,high,"['AH0', 'P', 'AA1', 'L', 'AH0', 'JH', 'AY2', 'Z']",8,long,complex,RLCH,,,,,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z']"
vengeance,real,3.68,high,"['V', 'EH1', 'N', 'JH', 'AH0', 'N', 'S']",7,long,complex,RLCH,,,,,"['V', 'EH', 'N', 'JH', 'AH', 'N', 'S']"
statements,real,4.51,high,"['S', 'T', 'EY1', 'T', 'M', 'AH0', 'N', 'T', 'S']",9,long,complex,RLCH,,,,,"['S', 'T', 'EY', 'T', 'M', 'AH', 'N', 'T', 'S']"
bilingual,real,3.52,high,"['B', 'AY0', 'L', 'IH1', 'NG', 'G', 'W', 'AH0', 'L']",9,long,complex,RLCH,,,,,"['B', 'AY', 'L', 'IH', 'NG', 'G', 'W', 'AH', 'L']"
disorders,real,4.14,high,"['D', 'IH0', 'S', 'AO1', 'R', 'D', 'ER0', 'Z']",8,long,complex,RLCH,,,,,"['D', 'IH', 'S', 'AO', 'R', 'D', 'ER', 'Z']"
dividend,real,3.82,high,"['D', 'IH1', 'V', 'IH0', 'D', 'EH2', 'N', 'D']",8,long,complex,RLCH,,,,,"['D', 'IH', 'V', 'IH', 'D', 'EH', 'N', 'D']"
immunity,real,3.91,high,"['IH0', 'M', 'Y', 'UW1', 'N', 'AH0', 'T', 'IY0']",8,long,complex,RLCH,,,,,"['IH', 'M', 'Y', 'UW', 'N', 'AH', 'T', 'IY']"
planetary,real,3.56,high,"['P', 'L', 'AE1', 'N', 'AH0', 'T', 'EH2', 'R', 'IY0']",9,long,complex,RLCH,,,,,"['P', 'L', 'AE', 'N', 'AH', 'T', 'EH', 'R', 'IY']"
settlement,real,4.49,high,"['S', 'EH1', 'T', 'AH0', 'L', 'M', 'AH0', 'N', 'T']",9,long,complex,RLCH,,,,,"['S', 'EH', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T']"
discarded,real,3.59,high,"['D', 'IH0', 'S', 'K', 'AA1', 'R', 'D', 'IH0', 'D']",9,long,complex,RLCH,,,,,"['D', 'IH', 'S', 'K', 'AA', 'R', 'D', 'IH', 'D']"
restless,real,3.6,high,"['R', 'EH1', 'S', 'T', 'L', 'AH0', 'S']",7,long,complex,RLCH,,,,,"['R', 'EH', 'S', 'T', 'L', 'AH', 'S']"
freedoms,real,3.62,high,"['F', 'R', 'IY1', 'D', 'AH0', 'M', 'Z']",7,long,complex,RLCH,,,,,"['F', 'R', 'IY', 'D', 'AH', 'M', 'Z']"
mariners,real,3.57,high,"['M', 'EH1', 'R', 'AH0', 'N', 'ER0', 'Z']",7,long,complex,RLCH,,,,,"['M', 'EH', 'R', 'AH', 'N', 'ER', 'Z']"
fellowship,real,3.86,high,"['F', 'EH1', 'L', 'OW0', 'SH', 'IH2', 'P']",7,long,complex,RLCH,,,,,"['F', 'EH', 'L', 'OW', 'SH', 'IH', 'P']"
selection,real,4.62,high,"['S', 'AH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N']",8,long,complex,RLCH,,,,,"['S', 'AH', 'L', 'EH', 'K', 'SH', 'AH', 'N']"
minorities,real,3.97,high,"['M', 'AY0', 'N', 'AO1', 'R', 'AH0', 'T', 'IY0', 'Z']",9,long,complex,RLCH,,,,,"['M', 'AY', 'N', 'AO', 'R', 'AH', 'T', 'IY', 'Z']"
virtually,real,4.26,high,"['V', 'ER1', 'CH', 'UW0', 'AH0', 'L', 'IY0']",7,long,complex,RLCH,,,,,"['V', 'ER', 'CH', 'UW', 'AH', 'L', 'IY']"
imprisoned,real,3.79,high,"['IH0', 'M', 'P', 'R', 'IH1', 'Z', 'AH0', 'N', 'D']",9,long,complex,RLCH,,,,,"['IH', 'M', 'P', 'R', 'IH', 'Z', 'AH', 'N', 'D']"
recovery,real,4.58,high,"['R', 'IH0', 'K', 'AH1', 'V', 'R', 'IY0']",7,long,complex,RLCH,,,,,"['R', 'IH', 'K', 'AH', 'V', 'R', 'IY']"
project,real,5.22,high,"['P', 'R', 'AA1', 'JH', 'EH0', 'K', 'T']",7,long,complex,RLCH,,,,,"['P', 'R', 'AA', 'JH', 'EH', 'K', 'T']"
assessment,real,4.46,high,"['AH0', 'S', 'EH1', 'S', 'M', 'AH0', 'N', 'T']",8,long,complex,RLCH,,,,,"['AH', 'S', 'EH', 'S', 'M', 'AH', 'N', 'T']"
morality,real,3.86,high,"['M', 'ER0', 'AE1', 'L', 'AH0', 'T', 'IY0']",7,long,complex,RLCH,,,,,"['M', 'ER', 'AE', 'L', 'AH', 'T', 'IY']"
literary,real,4.31,high,"['L', 'IH1', 'T', 'ER0', 'EH2', 'R', 'IY0']",7,long,complex,RLCH,,,,,"['L', 'IH', 'T', 'ER', 'EH', 'R', 'IY']"
aesthetics,real,3.59,high,"['EH0', 'S', 'TH', 'EH1', 'T', 'IH0', 'K', 'S']",8,long,complex,RLCH,,,,,"['EH', 'S', 'TH', 'EH', 'T', 'IH', 'K', 'S']"
declaration,real,4.1,high,"['D', 'EH2', 'K', 'L', 'ER0', 'EY1', 'SH', 'AH0', 'N']",9,long,complex,RLCH,,,,,"['D', 'EH', 'K', 'L', 'ER', 'EY', 'SH', 'AH', 'N']"
publicly,real,4.28,high,"['P', 'AH1', 'B', 'L', 'IH0', 'K', 'L', 'IY0']",8,long,complex,RLCH,,,,,"['P', 'AH', 'B', 'L', 'IH', 'K', 'L', 'IY']"
selective,real,3.88,high,"['S', 'AH0', 'L', 'EH1', 'K', 'T', 'IH0', 'V']",8,long,complex,RLCH,,,,,"['S', 'AH', 'L', 'EH', 'K', 'T', 'IH', 'V']"
millionaire,real,3.73,high,"['M', 'IH2', 'L', 'Y', 'AH0', 'N', 'EH1', 'R']",8,long,complex,RLCH,,,,,"['M', 'IH', 'L', 'Y', 'AH', 'N', 'EH', 'R']"
departure,real,4.22,high,"['D', 'IH0', 'P', 'AA1', 'R', 'CH', 'ER0']",7,long,complex,RLCH,,,,,"['D', 'IH', 'P', 'AA', 'R', 'CH', 'ER']"
forgotten,real,4.4,high,"['F', 'ER0', 'G', 'AA1', 'T', 'AH0', 'N']",7,long,complex,RLCH,,,,,"['F', 'ER', 'G', 'AA', 'T', 'AH', 'N']"
donated,real,4.06,high,"['D', 'OW1', 'N', 'EY2', 'T', 'AH0', 'D']",7,long,complex,RLCH,,,,,"['D', 'OW', 'N', 'EY', 'T', 'AH', 'D']"
conquest,real,3.77,high,"['K', 'AA1', 'NG', 'K', 'W', 'EH0', 'S', 'T']",8,long,complex,RLCH,,,,,"['K', 'AA', 'NG', 'K', 'W', 'EH', 'S', 'T']"
disclosed,real,3.8,high,"['D', 'IH0', 'S', 'K', 'L', 'OW1', 'Z', 'D']",8,long,complex,RLCH,,,,,"['D', 'IH', 'S', 'K', 'L', 'OW', 'Z', 'D']"
stressful,real,3.88,high,"['S', 'T', 'R', 'EH1', 'S', 'F', 'AH0', 'L']",8,long,complex,RLCH,,,,,"['S', 'T', 'R', 'EH', 'S', 'F', 'AH', 'L']"
commonly,real,4.38,high,"['K', 'AA1', 'M', 'AH0', 'N', 'L', 'IY0']",7,long,complex,RLCH,,,,,"['K', 'AA', 'M', 'AH', 'N', 'L', 'IY']"
progression,real,3.9,high,"['P', 'R', 'AH0', 'G', 'R', 'EH1', 'SH', 'AH0', 'N']",9,long,complex,RLCH,,,,,"['P', 'R', 'AH', 'G', 'R', 'EH', 'SH', 'AH', 'N']"
uncertainty,real,4.03,high,"['AH0', 'N', 'S', 'ER1', 'T', 'AH0', 'N', 'T', 'IY0']",9,long,complex,RLCH,,,,,"['AH', 'N', 'S', 'ER', 'T', 'AH', 'N', 'T', 'IY']"
separates,real,3.57,high,"['S', 'EH1', 'P', 'ER0', 'IH0', 'T', 'S']",7,long,complex,RLCH,,,,,"['S', 'EH', 'P', 'ER', 'IH', 'T', 'S']"
notified,real,3.83,high,"['N', 'OW1', 'T', 'AH0', 'F', 'AY2', 'D']",7,long,complex,RLCH,,,,,"['N', 'OW', 'T', 'AH', 'F', 'AY', 'D']"
desperately,real,3.98,high,"['D', 'EH1', 'S', 'P', 'ER0', 'AH0', 'T', 'L', 'IY0']",9,long,complex,RLCH,,,,,"['D', 'EH', 'S', 'P', 'ER', 'AH', 'T', 'L', 'IY']"
election,real,5.08,high,"['IH0', 'L', 'EH1', 'K', 'SH', 'AH0', 'N']",7,long,complex,RLCH,,,,,"['IH', 'L', 'EH', 'K', 'SH', 'AH', 'N']"
accustomed,real,3.64,high,"['AH0', 'K', 'AH1', 'S', 'T', 'AH0', 'M', 'D']",8,long,complex,RLCH,,,,,"['AH', 'K', 'AH', 'S', 'T', 'AH', 'M', 'D']"
involving,real,4.48,high,"['IH0', 'N', 'V', 'AA1', 'L', 'V', 'IH0', 'NG']",8,long,complex,RLCH,,,,,"['IH', 'N', 'V', 'AA', 'L', 'V', 'IH', 'NG']"
superficial,real,3.56,high,"['S', 'UW2', 'P', 'ER0', 'F', 'IH1', 'SH', 'AH0', 'L']",9,long,complex,RLCH,,,,,"['S', 'UW', 'P', 'ER', 'F', 'IH', 'SH', 'AH', 'L']"
ambitious,real,3.95,high,"['AE0', 'M', 'B', 'IH1', 'SH', 'AH0', 'S']",7,long,complex,RLCH,,,,,"['AE', 'M', 'B', 'IH', 'SH', 'AH', 'S']"
abortion,real,4.24,high,"['AH0', 'B', 'AO1', 'R', 'SH', 'AH0', 'N']",7,long,complex,RLCH,,,,,"['AH', 'B', 'AO', 'R', 'SH', 'AH', 'N']"
celebrity,real,4.29,high,"['S', 'AH0', 'L', 'EH1', 'B', 'R', 'IH0', 'T', 'IY0']",9,long,complex,RLCH,,,,,"['S', 'AH', 'L', 'EH', 'B', 'R', 'IH', 'T', 'IY']"
forefront,real,3.52,high,"['F', 'AO1', 'R', 'F', 'R', 'AH2', 'N', 'T']",8,long,complex,RLCH,,,,,"['F', 'AO', 'R', 'F', 'R', 'AH', 'N', 'T']"
relatives,real,4.2,high,"['R', 'EH1', 'L', 'AH0', 'T', 'IH0', 'V', 'Z']",8,long,complex,RLCH,,,,,"['R', 'EH', 'L', 'AH', 'T', 'IH', 'V', 'Z']"
reflects,real,4.11,high,"['R', 'IH0', 'F', 'L', 'EH1', 'K', 'T', 'S']",8,long,complex,RLCH,,,,,"['R', 'IH', 'F', 'L', 'EH', 'K', 'T', 'S']"
pregnant,real,4.56,high,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'N', 'T']",8,long,complex,RLCH,,,,,"['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'T']"
invasion,real,4.23,high,"['IH0', 'N', 'V', 'EY1', 'ZH', 'AH0', 'N']",7,long,complex,RLCH,,,,,"['IH', 'N', 'V', 'EY', 'ZH', 'AH', 'N']"
governance,real,4.09,high,"['G', 'AH1', 'V', 'ER0', 'N', 'AH0', 'N', 'S']",8,long,complex,RLCH,,,,,"['G', 'AH', 'V', 'ER', 'N', 'AH', 'N', 'S']"
practiced,real,3.82,high,"['P', 'R', 'AE1', 'K', 'T', 'AH0', 'S', 'T']",8,long,complex,RLCH,,,,,"['P', 'R', 'AE', 'K', 'T', 'AH', 'S', 'T']"
adjusting,real,3.71,high,"['AH0', 'JH', 'AH1', 'S', 'T', 'IH0', 'NG']",7,long,complex,RLCH,,,,,"['AH', 'JH', 'AH', 'S', 'T', 'IH', 'NG']"
listeners,real,3.71,high,"['L', 'IH1', 'S', 'AH0', 'N', 'ER0', 'Z']",7,long,complex,RLCH,,,,,"['L', 'IH', 'S', 'AH', 'N', 'ER', 'Z']"
tendency,real,3.96,high,"['T', 'EH1', 'N', 'D', 'AH0', 'N', 'S', 'IY0']",8,long,complex,RLCH,,,,,"['T', 'EH', 'N', 'D', 'AH', 'N', 'S', 'IY']"
offspring,real,3.77,high,"['AO1', 'F', 'S', 'P', 'R', 'IH2', 'NG']",7,long,complex,RLCH,,,,,"['AO', 'F', 'S', 'P', 'R', 'IH', 'NG']"
dividends,real,3.7,high,"['D', 'IH1', 'V', 'AH0', 'D', 'EH2', 'N', 'D', 'Z']",9,long,complex,RLCH,,,,,"['D', 'IH', 'V', 'AH', 'D', 'EH', 'N', 'D', 'Z']"
attribute,real,3.77,high,"['AE1', 'T', 'R', 'IH0', 'B', 'Y', 'UW0', 'T']",8,long,complex,RLCH,,,,,"['AE', 'T', 'R', 'IH', 'B', 'Y', 'UW', 'T']"
politician,real,4.16,high,"['P', 'AA2', 'L', 'AH0', 'T', 'IH1', 'SH', 'AH0', 'N']",9,long,complex,RLCH,,,,,"['P', 'AA', 'L', 'AH', 'T', 'IH', 'SH', 'AH', 'N']"
