Word,Lexicality,Zipf Frequency,Frequency,Phonemes,Length,Size,Morphology,Condition,Part of Speech,Root,Lemma,Zipf Lemma Frequency,No Stress
incentive,real,3.97,high,"['IH0', 'N', 'S', 'EH1', 'N', 'T', 'IH0', 'V']",8,long,simple,RLSH,,,,,"['IH', 'N', 'S', 'EH', 'N', 'T', 'IH', 'V']"
industry,real,5.19,high,"['IH1', 'N', 'D', 'AH0', 'S', 'T', 'R', 'IY0']",8,long,simple,RLSH,,,,,"['IH', 'N', 'D', 'AH', 'S', 'T', 'R', 'IY']"
jerusalem,real,4.2,high,"['JH', 'ER0', 'UW1', 'S', 'AH0', 'L', 'AH0', 'M']",8,long,simple,RLSH,,,,,"['JH', 'ER', 'UW', 'S', 'AH', 'L', 'AH', 'M']"
language,real,5.1,high,"['L', 'AE1', 'NG', 'G', 'W', 'AH0', 'JH']",7,long,simple,RLSH,,,,,"['L', 'AE', 'NG', 'G', 'W', 'AH', 'JH']"
library,real,4.86,high,"['L', 'AY1', 'B', 'R', 'EH2', 'R', 'IY0']",7,long,simple,RLSH,,,,,"['L', 'AY', 'B', 'R', 'EH', 'R', 'IY']"
magazine,real,4.74,high,"['M', 'AE1', 'G', 'AH0', 'Z', 'IY2', 'N']",7,long,simple,RLSH,,,,,"['M', 'AE', 'G', 'AH', 'Z', 'IY', 'N']"
malaria,real,3.65,high,"['M', 'AH0', 'L', 'EH1', 'R', 'IY0', 'AH0']",7,long,simple,RLSH,,,,,"['M', 'AH', 'L', 'EH', 'R', 'IY', 'AH']"
manhattan,real,4.16,high,"['M', 'AE0', 'N', 'HH', 'AE1', 'T', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['M', 'AE', 'N', 'HH', 'AE', 'T', 'AH', 'N']"
matrix,real,4.07,high,"['M', 'EY1', 'T', 'R', 'IH0', 'K', 'S']",7,long,simple,RLSH,,,,,"['M', 'EY', 'T', 'R', 'IH', 'K', 'S']"
membrane,real,3.82,high,"['M', 'EH1', 'M', 'B', 'R', 'EY2', 'N']",7,long,simple,RLSH,,,,,"['M', 'EH', 'M', 'B', 'R', 'EY', 'N']"
mexico,real,4.75,high,"['M', 'EH1', 'K', 'S', 'AH0', 'K', 'OW2']",7,long,simple,RLSH,,,,,"['M', 'EH', 'K', 'S', 'AH', 'K', 'OW']"
miracle,real,4.13,high,"['M', 'IH1', 'R', 'AH0', 'K', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['M', 'IH', 'R', 'AH', 'K', 'AH', 'L']"
mississippi,real,4.19,high,"['M', 'IH2', 'S', 'IH0', 'S', 'IH1', 'P', 'IY0']",8,long,simple,RLSH,,,,,"['M', 'IH', 'S', 'IH', 'S', 'IH', 'P', 'IY']"
mosquito,real,3.61,high,"['M', 'AH0', 'S', 'K', 'IY1', 'T', 'OW0']",7,long,simple,RLSH,,,,,"['M', 'AH', 'S', 'K', 'IY', 'T', 'OW']"
museum,real,4.71,high,"['M', 'Y', 'UW0', 'Z', 'IY1', 'AH0', 'M']",7,long,simple,RLSH,,,,,"['M', 'Y', 'UW', 'Z', 'IY', 'AH', 'M']"
mutual,real,4.26,high,"['M', 'Y', 'UW1', 'CH', 'AH0', 'W', 'AH0', 'L']",8,long,simple,RLSH,,,,,"['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']"
orlando,real,4.04,high,"['AO0', 'R', 'L', 'AE1', 'N', 'D', 'OW0']",7,long,simple,RLSH,,,,,"['AO', 'R', 'L', 'AE', 'N', 'D', 'OW']"
orleans,real,4.21,high,"['AO1', 'R', 'L', 'IY0', 'AH0', 'N', 'Z']",7,long,simple,RLSH,,,,,"['AO', 'R', 'L', 'IY', 'AH', 'N', 'Z']"
pavilion,real,3.62,high,"['P', 'AH0', 'V', 'IH1', 'L', 'Y', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['P', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N']"
peninsula,real,4.03,high,"['P', 'AH0', 'N', 'IH1', 'N', 'S', 'AH0', 'L', 'AH0']",9,long,simple,RLSH,,,,,"['P', 'AH', 'N', 'IH', 'N', 'S', 'AH', 'L', 'AH']"
penguin,real,3.78,high,"['P', 'EH1', 'NG', 'G', 'W', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['P', 'EH', 'NG', 'G', 'W', 'AH', 'N']"
porcelain,real,3.56,high,"['P', 'AO1', 'R', 'S', 'AH0', 'L', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['P', 'AO', 'R', 'S', 'AH', 'L', 'AH', 'N']"
problem,real,5.4,high,"['P', 'R', 'AA1', 'B', 'L', 'AH0', 'M']",7,long,simple,RLSH,,,,,"['P', 'R', 'AA', 'B', 'L', 'AH', 'M']"
prostate,real,3.67,high,"['P', 'R', 'AA1', 'S', 'T', 'EY2', 'T']",7,long,simple,RLSH,,,,,"['P', 'R', 'AA', 'S', 'T', 'EY', 'T']"
pumpkin,real,3.83,high,"['P', 'AH1', 'M', 'P', 'K', 'IH0', 'N']",7,long,simple,RLSH,,,,,"['P', 'AH', 'M', 'P', 'K', 'IH', 'N']"
pyramid,real,3.75,high,"['P', 'IH1', 'R', 'AH0', 'M', 'IH0', 'D']",7,long,simple,RLSH,,,,,"['P', 'IH', 'R', 'AH', 'M', 'IH', 'D']"
respect,real,5.03,high,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T']",7,long,simple,RLSH,,,,,"['R', 'IH', 'S', 'P', 'EH', 'K', 'T']"
response,real,5.03,high,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S']",7,long,simple,RLSH,,,,,"['R', 'IH', 'S', 'P', 'AA', 'N', 'S']"
restaurant,real,4.68,high,"['R', 'EH1', 'S', 'T', 'ER0', 'AA2', 'N', 'T']",8,long,simple,RLSH,,,,,"['R', 'EH', 'S', 'T', 'ER', 'AA', 'N', 'T']"
roosevelt,real,3.89,high,"['R', 'OW1', 'Z', 'AH0', 'V', 'EH2', 'L', 'T']",8,long,simple,RLSH,,,,,"['R', 'OW', 'Z', 'AH', 'V', 'EH', 'L', 'T']"
sandwich,real,4.13,high,"['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH']",7,long,simple,RLSH,,,,,"['S', 'AE', 'N', 'D', 'W', 'IH', 'CH']"
sarcasm,real,3.62,high,"['S', 'AA1', 'R', 'K', 'AE2', 'Z', 'AH0', 'M']",8,long,simple,RLSH,,,,,"['S', 'AA', 'R', 'K', 'AE', 'Z', 'AH', 'M']"
satellite,real,4.33,high,"['S', 'AE1', 'T', 'AH0', 'L', 'AY2', 'T']",7,long,simple,RLSH,,,,,"['S', 'AE', 'T', 'AH', 'L', 'AY', 'T']"
scandal,real,4.17,high,"['S', 'K', 'AE1', 'N', 'D', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['S', 'K', 'AE', 'N', 'D', 'AH', 'L']"
scarlet,real,3.64,high,"['S', 'K', 'AA1', 'R', 'L', 'AH0', 'T']",7,long,simple,RLSH,,,,,"['S', 'K', 'AA', 'R', 'L', 'AH', 'T']"
semester,real,4.03,high,"['S', 'AH0', 'M', 'EH1', 'S', 'T', 'ER0']",7,long,simple,RLSH,,,,,"['S', 'AH', 'M', 'EH', 'S', 'T', 'ER']"
sentence,real,4.58,high,"['S', 'EH1', 'N', 'T', 'AH0', 'N', 'S']",7,long,simple,RLSH,,,,,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S']"
sergeant,real,4.11,high,"['S', 'AA1', 'R', 'JH', 'AH0', 'N', 'T']",7,long,simple,RLSH,,,,,"['S', 'AA', 'R', 'JH', 'AH', 'N', 'T']"
skeleton,real,3.8,high,"['S', 'K', 'EH1', 'L', 'AH0', 'T', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['S', 'K', 'EH', 'L', 'AH', 'T', 'AH', 'N']"
sinister,real,3.6,high,"['S', 'IH1', 'N', 'IH0', 'S', 'T', 'ER0']",7,long,simple,RLSH,,,,,"['S', 'IH', 'N', 'IH', 'S', 'T', 'ER']"
splendid,real,3.75,high,"['S', 'P', 'L', 'EH1', 'N', 'D', 'AH0', 'D']",8,long,simple,RLSH,,,,,"['S', 'P', 'L', 'EH', 'N', 'D', 'AH', 'D']"
strength,real,4.8,high,"['S', 'T', 'R', 'EH1', 'NG', 'K', 'TH']",7,long,simple,RLSH,,,,,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']"
struggle,real,4.62,high,"['S', 'T', 'R', 'AH1', 'G', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['S', 'T', 'R', 'AH', 'G', 'AH', 'L']"
suggest,real,4.75,high,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T']",7,long,simple,RLSH,,,,,"['S', 'AH', 'G', 'JH', 'EH', 'S', 'T']"
tornado,real,3.82,high,"['T', 'AO0', 'R', 'N', 'EY1', 'D', 'OW2']",7,long,simple,RLSH,,,,,"['T', 'AO', 'R', 'N', 'EY', 'D', 'OW']"
tremendous,real,4.07,high,"['T', 'R', 'AH0', 'M', 'EH1', 'N', 'D', 'AH0', 'S']",9,long,simple,RLSH,,,,,"['T', 'R', 'AH', 'M', 'EH', 'N', 'D', 'AH', 'S']"
venezuela,real,3.93,high,"['V', 'EH2', 'N', 'IH0', 'Z', 'W', 'EY1', 'L', 'AH0']",9,long,simple,RLSH,,,,,"['V', 'EH', 'N', 'IH', 'Z', 'W', 'EY', 'L', 'AH']"
vulnerable,real,4.21,high,"['V', 'AH1', 'L', 'N', 'ER0', 'AH0', 'B', 'AH0', 'L']",9,long,simple,RLSH,,,,,"['V', 'AH', 'L', 'N', 'ER', 'AH', 'B', 'AH', 'L']"
wisconsin,real,4.36,high,"['W', 'IH0', 'S', 'K', 'AA1', 'N', 'S', 'AH0', 'N']",9,long,simple,RLSH,,,,,"['W', 'IH', 'S', 'K', 'AA', 'N', 'S', 'AH', 'N']"
zimbabwe,real,3.73,high,"['Z', 'IH0', 'M', 'B', 'AA1', 'B', 'W', 'EY0']",8,long,simple,RLSH,,,,,"['Z', 'IH', 'M', 'B', 'AA', 'B', 'W', 'EY']"
constant,real,4.54,high,"['K', 'AA1', 'N', 'S', 'T', 'AH0', 'N', 'T']",8,long,simple,RLSH,,,,,"['K', 'AA', 'N', 'S', 'T', 'AH', 'N', 'T']"
tribune,real,3.71,high,"['T', 'R', 'IH1', 'B', 'Y', 'UW0', 'N']",7,long,simple,RLSH,,,,,"['T', 'R', 'IH', 'B', 'Y', 'UW', 'N']"
enterprise,real,4.38,high,"['EH1', 'N', 'T', 'ER0', 'P', 'R', 'AY2', 'Z']",8,long,simple,RLSH,,,,,"['EH', 'N', 'T', 'ER', 'P', 'R', 'AY', 'Z']"
portland,real,4.18,high,"['P', 'AO1', 'R', 'T', 'L', 'AH0', 'N', 'D']",8,long,simple,RLSH,,,,,"['P', 'AO', 'R', 'T', 'L', 'AH', 'N', 'D']"
constable,real,3.79,high,"['K', 'AA1', 'N', 'S', 'T', 'AH0', 'B', 'AH0', 'L']",9,long,simple,RLSH,,,,,"['K', 'AA', 'N', 'S', 'T', 'AH', 'B', 'AH', 'L']"
brisbane,real,3.97,high,"['B', 'R', 'IH1', 'Z', 'B', 'EY2', 'N']",7,long,simple,RLSH,,,,,"['B', 'R', 'IH', 'Z', 'B', 'EY', 'N']"
explain,real,4.89,high,"['IH0', 'K', 'S', 'P', 'L', 'EY1', 'N']",7,long,simple,RLSH,,,,,"['IH', 'K', 'S', 'P', 'L', 'EY', 'N']"
minnesota,real,4.31,high,"['M', 'IH2', 'N', 'IH0', 'S', 'OW1', 'T', 'AH0']",8,long,simple,RLSH,,,,,"['M', 'IH', 'N', 'IH', 'S', 'OW', 'T', 'AH']"
segment,real,4.26,high,"['S', 'EH2', 'G', 'M', 'EH1', 'N', 'T']",7,long,simple,RLSH,,,,,"['S', 'EH', 'G', 'M', 'EH', 'N', 'T']"
desperate,real,4.32,high,"['D', 'EH1', 'S', 'P', 'R', 'IH0', 'T']",7,long,simple,RLSH,,,,,"['D', 'EH', 'S', 'P', 'R', 'IH', 'T']"
vanguard,real,3.53,high,"['V', 'AE1', 'N', 'G', 'AA2', 'R', 'D']",7,long,simple,RLSH,,,,,"['V', 'AE', 'N', 'G', 'AA', 'R', 'D']"
indigenous,real,4.16,high,"['IH0', 'N', 'D', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'S']",9,long,simple,RLSH,,,,,"['IH', 'N', 'D', 'IH', 'JH', 'AH', 'N', 'AH', 'S']"
interest,real,5.17,high,"['IH1', 'N', 'T', 'R', 'AH0', 'S', 'T']",7,long,simple,RLSH,,,,,"['IH', 'N', 'T', 'R', 'AH', 'S', 'T']"
brethren,real,3.51,high,"['B', 'R', 'EH1', 'DH', 'R', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['B', 'R', 'EH', 'DH', 'R', 'AH', 'N']"
latitude,real,3.57,high,"['L', 'AE1', 'T', 'AH0', 'T', 'UW2', 'D']",7,long,simple,RLSH,,,,,"['L', 'AE', 'T', 'AH', 'T', 'UW', 'D']"
contrast,real,4.46,high,"['K', 'AA1', 'N', 'T', 'R', 'AE0', 'S', 'T']",8,long,simple,RLSH,,,,,"['K', 'AA', 'N', 'T', 'R', 'AE', 'S', 'T']"
florida,real,4.76,high,"['F', 'L', 'AO1', 'R', 'AH0', 'D', 'AH0']",7,long,simple,RLSH,,,,,"['F', 'L', 'AO', 'R', 'AH', 'D', 'AH']"
catalog,real,3.91,high,"['K', 'AE1', 'T', 'AH0', 'L', 'AO0', 'G']",7,long,simple,RLSH,,,,,"['K', 'AE', 'T', 'AH', 'L', 'AO', 'G']"
contact,real,4.99,high,"['K', 'AA1', 'N', 'T', 'AE2', 'K', 'T']",7,long,simple,RLSH,,,,,"['K', 'AA', 'N', 'T', 'AE', 'K', 'T']"
michigan,real,4.54,high,"['M', 'IH1', 'SH', 'IH0', 'G', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['M', 'IH', 'SH', 'IH', 'G', 'AH', 'N']"
houston,real,4.42,high,"['HH', 'Y', 'UW1', 'S', 'T', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']"
discrete,real,3.56,high,"['D', 'IH0', 'S', 'K', 'R', 'IY1', 'T']",7,long,simple,RLSH,,,,,"['D', 'IH', 'S', 'K', 'R', 'IY', 'T']"
platinum,real,4.02,high,"['P', 'L', 'AE1', 'T', 'N', 'AH0', 'M']",7,long,simple,RLSH,,,,,"['P', 'L', 'AE', 'T', 'N', 'AH', 'M']"
compensate,real,3.78,high,"['K', 'AA1', 'M', 'P', 'AH0', 'N', 'S', 'EY2', 'T']",9,long,simple,RLSH,,,,,"['K', 'AA', 'M', 'P', 'AH', 'N', 'S', 'EY', 'T']"
mediocre,real,3.52,high,"['M', 'IY2', 'D', 'IY0', 'OW1', 'K', 'ER0']",7,long,simple,RLSH,,,,,"['M', 'IY', 'D', 'IY', 'OW', 'K', 'ER']"
reluctant,real,3.81,high,"['R', 'IH0', 'L', 'AH1', 'K', 'T', 'AH0', 'N', 'T']",9,long,simple,RLSH,,,,,"['R', 'IH', 'L', 'AH', 'K', 'T', 'AH', 'N', 'T']"
establish,real,4.46,high,"['IH0', 'S', 'T', 'AE1', 'B', 'L', 'IH0', 'SH']",8,long,simple,RLSH,,,,,"['IH', 'S', 'T', 'AE', 'B', 'L', 'IH', 'SH']"
banquet,real,3.59,high,"['B', 'AE1', 'NG', 'K', 'W', 'AH0', 'T']",7,long,simple,RLSH,,,,,"['B', 'AE', 'NG', 'K', 'W', 'AH', 'T']"
expand,real,4.35,high,"['IH0', 'K', 'S', 'P', 'AE1', 'N', 'D']",7,long,simple,RLSH,,,,,"['IH', 'K', 'S', 'P', 'AE', 'N', 'D']"
deliberate,real,3.82,high,"['D', 'IH0', 'L', 'IH1', 'B', 'ER0', 'AH0', 'T']",8,long,simple,RLSH,,,,,"['D', 'IH', 'L', 'IH', 'B', 'ER', 'AH', 'T']"
petition,real,4.3,high,"['P', 'AH0', 'T', 'IH1', 'SH', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['P', 'AH', 'T', 'IH', 'SH', 'AH', 'N']"
cabinet,real,4.49,high,"['K', 'AE1', 'B', 'AH0', 'N', 'AH0', 'T']",7,long,simple,RLSH,,,,,"['K', 'AE', 'B', 'AH', 'N', 'AH', 'T']"
underneath,real,4.08,high,"['AH2', 'N', 'D', 'ER0', 'N', 'IY1', 'TH']",7,long,simple,RLSH,,,,,"['AH', 'N', 'D', 'ER', 'N', 'IY', 'TH']"
parliament,real,4.74,high,"['P', 'AA1', 'R', 'L', 'AH0', 'M', 'AH0', 'N', 'T']",9,long,simple,RLSH,,,,,"['P', 'AA', 'R', 'L', 'AH', 'M', 'AH', 'N', 'T']"
convict,real,3.56,high,"['K', 'AA1', 'N', 'V', 'IH0', 'K', 'T']",7,long,simple,RLSH,,,,,"['K', 'AA', 'N', 'V', 'IH', 'K', 'T']"
contempt,real,3.74,high,"['K', 'AH0', 'N', 'T', 'EH1', 'M', 'P', 'T']",8,long,simple,RLSH,,,,,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T']"
garrison,real,3.67,high,"['G', 'AE1', 'R', 'IH0', 'S', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['G', 'AE', 'R', 'IH', 'S', 'AH', 'N']"
criteria,real,4.21,high,"['K', 'R', 'AY0', 'T', 'IH1', 'R', 'IY0', 'AH0']",8,long,simple,RLSH,,,,,"['K', 'R', 'AY', 'T', 'IH', 'R', 'IY', 'AH']"
holocaust,real,3.89,high,"['HH', 'AA1', 'L', 'AH0', 'K', 'AO2', 'S', 'T']",8,long,simple,RLSH,,,,,"['HH', 'AA', 'L', 'AH', 'K', 'AO', 'S', 'T']"
precinct,real,3.61,high,"['P', 'R', 'IY1', 'S', 'IH2', 'NG', 'K', 'T']",8,long,simple,RLSH,,,,,"['P', 'R', 'IY', 'S', 'IH', 'NG', 'K', 'T']"
potassium,real,3.58,high,"['P', 'AH0', 'T', 'AE1', 'S', 'IY0', 'AH0', 'M']",8,long,simple,RLSH,,,,,"['P', 'AH', 'T', 'AE', 'S', 'IY', 'AH', 'M']"
extreme,real,4.6,high,"['IH0', 'K', 'S', 'T', 'R', 'IY1', 'M']",7,long,simple,RLSH,,,,,"['IH', 'K', 'S', 'T', 'R', 'IY', 'M']"
ontario,real,4.21,high,"['AA0', 'N', 'T', 'EH1', 'R', 'IY0', 'OW0']",7,long,simple,RLSH,,,,,"['AA', 'N', 'T', 'EH', 'R', 'IY', 'OW']"
titanium,real,3.55,high,"['T', 'AY0', 'T', 'EY1', 'N', 'IY0', 'AH0', 'M']",8,long,simple,RLSH,,,,,"['T', 'AY', 'T', 'EY', 'N', 'IY', 'AH', 'M']"
arlington,real,3.73,high,"['AA1', 'R', 'L', 'IH0', 'NG', 'T', 'AH0', 'N']",8,long,simple,RLSH,,,,,"['AA', 'R', 'L', 'IH', 'NG', 'T', 'AH', 'N']"
liverpool,real,4.43,high,"['L', 'IH1', 'V', 'ER0', 'P', 'UW2', 'L']",7,long,simple,RLSH,,,,,"['L', 'IH', 'V', 'ER', 'P', 'UW', 'L']"
exodus,real,3.69,high,"['EH1', 'K', 'S', 'AH0', 'D', 'AH0', 'S']",7,long,simple,RLSH,,,,,"['EH', 'K', 'S', 'AH', 'D', 'AH', 'S']"
apprentice,real,3.7,high,"['AH0', 'P', 'R', 'EH1', 'N', 'T', 'AH0', 'S']",8,long,simple,RLSH,,,,,"['AH', 'P', 'R', 'EH', 'N', 'T', 'AH', 'S']"
character,real,5.11,high,"['K', 'EH1', 'R', 'IH0', 'K', 'T', 'ER0']",7,long,simple,RLSH,,,,,"['K', 'EH', 'R', 'IH', 'K', 'T', 'ER']"
monument,real,3.9,high,"['M', 'AA1', 'N', 'Y', 'UW0', 'M', 'AH0', 'N', 'T']",9,long,simple,RLSH,,,,,"['M', 'AA', 'N', 'Y', 'UW', 'M', 'AH', 'N', 'T']"
mandarin,real,3.52,high,"['M', 'AE1', 'N', 'D', 'ER0', 'AH0', 'N']",7,long,simple,RLSH,,,,,"['M', 'AE', 'N', 'D', 'ER', 'AH', 'N']"
manual,real,4.32,high,"['M', 'AE1', 'N', 'Y', 'UW0', 'AH0', 'L']",7,long,simple,RLSH,,,,,"['M', 'AE', 'N', 'Y', 'UW', 'AH', 'L']"
incumbent,real,3.77,high,"['IH0', 'N', 'K', 'AH1', 'M', 'B', 'AH0', 'N', 'T']",9,long,simple,RLSH,,,,,"['IH', 'N', 'K', 'AH', 'M', 'B', 'AH', 'N', 'T']"
exquisite,real,3.61,high,"['EH1', 'K', 'S', 'K', 'W', 'AH0', 'Z', 'AH0', 'T']",9,long,simple,RLSH,,,,,"['EH', 'K', 'S', 'K', 'W', 'AH', 'Z', 'AH', 'T']"
distant,real,4.19,high,"['D', 'IH1', 'S', 'T', 'AH0', 'N', 'T']",7,long,simple,RLSH,,,,,"['D', 'IH', 'S', 'T', 'AH', 'N', 'T']"
arrogance,real,3.55,high,"['EH1', 'R', 'AH0', 'G', 'AH0', 'N', 'S']",7,long,simple,RLSH,,,,,"['EH', 'R', 'AH', 'G', 'AH', 'N', 'S']"
artillery,real,3.96,high,"['AA0', 'R', 'T', 'IH1', 'L', 'ER0', 'IY0']",7,long,simple,RLSH,,,,,"['AA', 'R', 'T', 'IH', 'L', 'ER', 'IY']"
