Word,Lexicality,Zipf Frequency,Frequency,Phonemes,Length,Size,Morphology,Condition,Part of Speech,Root,Lemma,Zipf Lemma Frequency,No Stress
update,real,4.69,high,"['AH0', 'P', 'D', 'EY1', 'T']",5,short,complex,RSCH,,,,,"['AH', 'P', 'D', 'EY', 'T']"
deserved,real,4.14,high,"['D', 'IH0', 'Z', 'ER1', 'V', 'D']",6,short,complex,RSCH,,,,,"['D', 'IH', 'Z', 'ER', 'V', 'D']"
singer,real,4.52,high,"['S', 'IH1', 'NG', 'ER0']",4,short,complex,RSCH,,,,,"['S', 'IH', 'NG', 'ER']"
hardy,real,3.86,high,"['HH', 'AA1', 'R', 'D', 'IY0']",5,short,complex,RSCH,,,,,"['HH', 'AA', 'R', 'D', 'IY']"
dusty,real,3.67,high,"['D', 'AH1', 'S', 'T', 'IY0']",5,short,complex,RSCH,,,,,"['D', 'AH', 'S', 'T', 'IY']"
upwards,real,3.75,high,"['AH1', 'P', 'W', 'ER0', 'D', 'Z']",6,short,complex,RSCH,,,,,"['AH', 'P', 'W', 'ER', 'D', 'Z']"
arising,real,3.72,high,"['ER0', 'AY1', 'Z', 'IH0', 'NG']",5,short,complex,RSCH,,,,,"['ER', 'AY', 'Z', 'IH', 'NG']"
chronic,real,4.2,high,"['K', 'R', 'AA1', 'N', 'IH0', 'K']",6,short,complex,RSCH,,,,,"['K', 'R', 'AA', 'N', 'IH', 'K']"
genius,real,4.33,high,"['JH', 'IY1', 'N', 'Y', 'AH0', 'S']",6,short,complex,RSCH,,,,,"['JH', 'IY', 'N', 'Y', 'AH', 'S']"
highest,real,4.86,high,"['HH', 'AY1', 'AH0', 'S', 'T']",5,short,complex,RSCH,,,,,"['HH', 'AY', 'AH', 'S', 'T']"
rebuilt,real,3.62,high,"['R', 'IY0', 'B', 'IH1', 'L', 'T']",6,short,complex,RSCH,,,,,"['R', 'IY', 'B', 'IH', 'L', 'T']"
renewed,real,4.04,high,"['R', 'IH0', 'N', 'UW1', 'D']",5,short,complex,RSCH,,,,,"['R', 'IH', 'N', 'UW', 'D']"
await,real,3.63,high,"['AH0', 'W', 'EY1', 'T']",4,short,complex,RSCH,,,,,"['AH', 'W', 'EY', 'T']"
voters,real,4.46,high,"['V', 'OW1', 'T', 'ER0', 'Z']",5,short,complex,RSCH,,,,,"['V', 'OW', 'T', 'ER', 'Z']"
goodness,real,4.13,high,"['G', 'UH1', 'D', 'N', 'AH0', 'S']",6,short,complex,RSCH,,,,,"['G', 'UH', 'D', 'N', 'AH', 'S']"
unknown,real,4.53,high,"['AH0', 'N', 'N', 'OW1', 'N']",5,short,complex,RSCH,,,,,"['AH', 'N', 'N', 'OW', 'N']"
equals,real,3.74,high,"['IY1', 'K', 'W', 'AH0', 'L', 'Z']",6,short,complex,RSCH,,,,,"['IY', 'K', 'W', 'AH', 'L', 'Z']"
lastly,real,3.69,high,"['L', 'AE1', 'S', 'T', 'L', 'IY0']",6,short,complex,RSCH,,,,,"['L', 'AE', 'S', 'T', 'L', 'IY']"
weighted,real,3.68,high,"['W', 'EY1', 'T', 'IH0', 'D']",5,short,complex,RSCH,,,,,"['W', 'EY', 'T', 'IH', 'D']"
merger,real,3.97,high,"['M', 'ER1', 'JH', 'ER0']",4,short,complex,RSCH,,,,,"['M', 'ER', 'JH', 'ER']"
pitcher,real,3.79,high,"['P', 'IH1', 'CH', 'ER0']",4,short,complex,RSCH,,,,,"['P', 'IH', 'CH', 'ER']"
propose,real,3.99,high,"['P', 'R', 'AH0', 'P', 'OW1', 'Z']",6,short,complex,RSCH,,,,,"['P', 'R', 'AH', 'P', 'OW', 'Z']"
seizures,real,3.59,high,"['S', 'IY1', 'ZH', 'ER0', 'Z']",5,short,complex,RSCH,,,,,"['S', 'IY', 'ZH', 'ER', 'Z']"
ninety,real,3.71,high,"['N', 'AY1', 'N', 'T', 'IY0']",5,short,complex,RSCH,,,,,"['N', 'AY', 'N', 'T', 'IY']"
rubber,real,4.23,high,"['R', 'AH1', 'B', 'ER0']",4,short,complex,RSCH,,,,,"['R', 'AH', 'B', 'ER']"
threaten,real,3.94,high,"['TH', 'R', 'EH1', 'T', 'AH0', 'N']",6,short,complex,RSCH,,,,,"['TH', 'R', 'EH', 'T', 'AH', 'N']"
closer,real,4.73,high,"['K', 'L', 'OW1', 'Z', 'ER0']",5,short,complex,RSCH,,,,,"['K', 'L', 'OW', 'Z', 'ER']"
arrival,real,4.44,high,"['ER0', 'AY1', 'V', 'AH0', 'L']",5,short,complex,RSCH,,,,,"['ER', 'AY', 'V', 'AH', 'L']"
addition,real,5.01,high,"['AH0', 'D', 'IH1', 'SH', 'AH0', 'N']",6,short,complex,RSCH,,,,,"['AH', 'D', 'IH', 'SH', 'AH', 'N']"
wisdom,real,4.3,high,"['W', 'IH1', 'Z', 'D', 'AH0', 'M']",6,short,complex,RSCH,,,,,"['W', 'IH', 'Z', 'D', 'AH', 'M']"
sticker,real,3.71,high,"['S', 'T', 'IH1', 'K', 'ER0']",5,short,complex,RSCH,,,,,"['S', 'T', 'IH', 'K', 'ER']"
hunters,real,3.94,high,"['HH', 'AH1', 'N', 'T', 'ER0', 'Z']",6,short,complex,RSCH,,,,,"['HH', 'AH', 'N', 'T', 'ER', 'Z']"
emerging,real,4.19,high,"['IH0', 'M', 'ER1', 'JH', 'IH0', 'NG']",6,short,complex,RSCH,,,,,"['IH', 'M', 'ER', 'JH', 'IH', 'NG']"
fearful,real,3.58,high,"['F', 'IH1', 'R', 'F', 'AH0', 'L']",6,short,complex,RSCH,,,,,"['F', 'IH', 'R', 'F', 'AH', 'L']"
beloved,real,4.17,high,"['B', 'IH0', 'L', 'AH1', 'V', 'D']",6,short,complex,RSCH,,,,,"['B', 'IH', 'L', 'AH', 'V', 'D']"
receiver,real,4.09,high,"['R', 'AH0', 'S', 'IY1', 'V', 'ER0']",6,short,complex,RSCH,,,,,"['R', 'AH', 'S', 'IY', 'V', 'ER']"
roughly,real,4.36,high,"['R', 'AH1', 'F', 'L', 'IY0']",5,short,complex,RSCH,,,,,"['R', 'AH', 'F', 'L', 'IY']"
brewer,real,3.54,high,"['B', 'R', 'UW1', 'ER0']",4,short,complex,RSCH,,,,,"['B', 'R', 'UW', 'ER']"
wholly,real,3.83,high,"['HH', 'OW1', 'L', 'IY0']",4,short,complex,RSCH,,,,,"['HH', 'OW', 'L', 'IY']"
fighter,real,4.32,high,"['F', 'AY1', 'T', 'ER0']",4,short,complex,RSCH,,,,,"['F', 'AY', 'T', 'ER']"
