Unnamed: 0,Word,Size,Length,Frequency,Zipf Frequency,Morphology,Lexicality,Part of Speech,Phonemes,No Stress,Condition
181,nonsory,short,6,,,complex,pseudo,,"['N', 'AA1', 'N', 'S', 'ER0', 'IY0']","['N', 'AA', 'N', 'S', 'ER', 'IY']",PSC
183,recoder,short,6,,,complex,pseudo,,"['R', 'IY0', 'K', 'OW1', 'D', 'ER0']","['R', 'IY', 'K', 'OW', 'D', 'ER']",PSC
186,teactor,short,5,,,complex,pseudo,,"['T', 'IY1', 'K', 'T', 'ER0']","['T', 'IY', 'K', 'T', 'ER']",PSC
187,tensory,short,6,,,complex,pseudo,,"['T', 'EH1', 'N', 'S', 'ER0', 'IY0']","['T', 'EH', 'N', 'S', 'ER', 'IY']",PSC
188,watally,short,6,,,complex,pseudo,,"['W', 'AO1', 'T', 'AH0', 'L', 'IY0']","['W', 'AO', 'T', 'AH', 'L', 'IY']",PSC
191,egoisely,short,6,,,complex,pseudo,,"['IY1', 'JH', 'AH0', 'S', 'L', 'IY0']","['IY', 'JH', 'AH', 'S', 'L', 'IY']",PSC
193,fourtive,short,6,,,complex,pseudo,,"['F', 'AO1', 'R', 'T', 'IH0', 'V']","['F', 'AO', 'R', 'T', 'IH', 'V']",PSC
194,overster,short,6,,,complex,pseudo,,"['OW1', 'V', 'ER0', 'S', 'T', 'ER0']","['OW', 'V', 'ER', 'S', 'T', 'ER']",PSC
195,reustler,short,6,,,complex,pseudo,,"['R', 'OY1', 'S', 'T', 'L', 'ER0']","['R', 'OY', 'S', 'T', 'L', 'ER']",PSC
196,searless,short,5,,,complex,pseudo,,"['S', 'ER1', 'L', 'AH0', 'S']","['S', 'ER', 'L', 'AH', 'S']",PSC
197,seasonor,short,6,,,complex,pseudo,,"['S', 'IY1', 'Z', 'AH0', 'N', 'ER0']","['S', 'IY', 'Z', 'AH', 'N', 'ER']",PSC
201,unshonor,short,6,,,complex,pseudo,,"['AH0', 'N', 'SH', 'AA1', 'N', 'ER0']","['AH', 'N', 'SH', 'AA', 'N', 'ER']",PSC
218,woodorize,short,6,,,complex,pseudo,,"['W', 'UH1', 'D', 'ER0', 'AY2', 'Z']","['W', 'UH', 'D', 'ER', 'AY', 'Z']",PSC
0,arns,short,4,,,complex,pseudo,,"['AA1', 'R', 'N', 'Z']","['AA', 'R', 'N', 'Z']",PSC
1,arth,short,3,,,complex,pseudo,,"['AA1', 'R', 'TH']","['AA', 'R', 'TH']",PSC
2,axen,short,5,,,complex,pseudo,,"['AE1', 'K', 'S', 'AH0', 'N']","['AE', 'K', 'S', 'AH', 'N']",PSC
3,axin,short,5,,,complex,pseudo,,"['AE1', 'K', 'S', 'IH0', 'N']","['AE', 'K', 'S', 'IH', 'N']",PSC
4,axit,short,5,,,complex,pseudo,,"['AE1', 'K', 'S', 'IH0', 'T']","['AE', 'K', 'S', 'IH', 'T']",PSC
5,cugs,short,4,,,complex,pseudo,,"['K', 'AH1', 'G', 'Z']","['K', 'AH', 'G', 'Z']",PSC
6,cuns,short,4,,,complex,pseudo,,"['K', 'AH1', 'N', 'Z']","['K', 'AH', 'N', 'Z']",PSC
7,cupa,short,5,,,complex,pseudo,,"['K', 'Y', 'UW1', 'P', 'AH0']","['K', 'Y', 'UW', 'P', 'AH']",PSC
8,curn,short,3,,,complex,pseudo,,"['K', 'ER1', 'N']","['K', 'ER', 'N']",PSC
9,cury,short,5,,,complex,pseudo,,"['K', 'Y', 'UW1', 'R', 'IY0']","['K', 'Y', 'UW', 'R', 'IY']",PSC
10,cuto,short,4,,,complex,pseudo,,"['K', 'UW1', 'T', 'OW0']","['K', 'UW', 'T', 'OW']",PSC
11,dedo,short,4,,,complex,pseudo,,"['D', 'EY1', 'D', 'OW0']","['D', 'EY', 'D', 'OW']",PSC
12,deds,short,4,,,complex,pseudo,,"['D', 'EH1', 'D', 'Z']","['D', 'EH', 'D', 'Z']",PSC
13,deen,short,3,,,complex,pseudo,,"['D', 'IY1', 'N']","['D', 'IY', 'N']",PSC
14,dees,short,3,,,complex,pseudo,,"['D', 'IY1', 'Z']","['D', 'IY', 'Z']",PSC
15,deth,short,3,,,complex,pseudo,,"['D', 'EH1', 'TH']","['D', 'EH', 'TH']",PSC
16,deto,short,4,,,complex,pseudo,,"['D', 'EH1', 'T', 'OW0']","['D', 'EH', 'T', 'OW']",PSC
17,dets,short,4,,,complex,pseudo,,"['D', 'EH1', 'T', 'S']","['D', 'EH', 'T', 'S']",PSC
18,dety,short,4,,,complex,pseudo,,"['D', 'EH1', 'T', 'IY0']","['D', 'EH', 'T', 'IY']",PSC
19,diar,short,3,,,complex,pseudo,,"['D', 'AY1', 'ER0']","['D', 'AY', 'ER']",PSC
20,dien,short,3,,,complex,pseudo,,"['D', 'AY1', 'N']","['D', 'AY', 'N']",PSC
21,dier,short,3,,,complex,pseudo,,"['D', 'IY1', 'ER0']","['D', 'IY', 'ER']",PSC
22,dirn,short,3,,,complex,pseudo,,"['D', 'ER1', 'N']","['D', 'ER', 'N']",PSC
23,dorn,short,4,,,complex,pseudo,,"['D', 'AO1', 'R', 'N']","['D', 'AO', 'R', 'N']",PSC
24,dosy,short,4,,,complex,pseudo,,"['D', 'OW1', 'Z', 'IY0']","['D', 'OW', 'Z', 'IY']",PSC
25,eain,short,3,,,complex,pseudo,,"['IY1', 'IH0', 'N']","['IY', 'IH', 'N']",PSC
26,eary,short,3,,,complex,pseudo,,"['IH1', 'R', 'IY0']","['IH', 'R', 'IY']",PSC
27,geds,short,4,,,complex,pseudo,,"['G', 'EH1', 'D', 'Z']","['G', 'EH', 'D', 'Z']",PSC
28,geth,short,3,,,complex,pseudo,,"['G', 'EH1', 'TH']","['G', 'EH', 'TH']",PSC
29,geto,short,4,,,complex,pseudo,,"['JH', 'EH1', 'T', 'OW0']","['JH', 'EH', 'T', 'OW']",PSC
30,gews,short,3,,,complex,pseudo,,"['JH', 'UW1', 'Z']","['JH', 'UW', 'Z']",PSC
31,gexy,short,5,,,complex,pseudo,,"['G', 'EH1', 'K', 'S', 'IY0']","['G', 'EH', 'K', 'S', 'IY']",PSC
32,gorn,short,4,,,complex,pseudo,,"['G', 'AO1', 'R', 'N']","['G', 'AO', 'R', 'N']",PSC
33,gosy,short,4,,,complex,pseudo,,"['G', 'OW1', 'Z', 'IY0']","['G', 'OW', 'Z', 'IY']",PSC
34,hais,short,3,,,complex,pseudo,,"['HH', 'EY1', 'Z']","['HH', 'EY', 'Z']",PSC
35,hait,short,3,,,complex,pseudo,,"['HH', 'EY1', 'T']","['HH', 'EY', 'T']",PSC
36,hasy,short,4,,,complex,pseudo,,"['HH', 'EY1', 'Z', 'IY0']","['HH', 'EY', 'Z', 'IY']",PSC
37,hets,short,4,,,complex,pseudo,,"['HH', 'EH1', 'T', 'S']","['HH', 'EH', 'T', 'S']",PSC
38,hexy,short,5,,,complex,pseudo,,"['HH', 'EH1', 'K', 'S', 'IY0']","['HH', 'EH', 'K', 'S', 'IY']",PSC
39,inis,short,4,,,complex,pseudo,,"['IH1', 'N', 'IH0', 'S']","['IH', 'N', 'IH', 'S']",PSC
40,ints,short,4,,,complex,pseudo,,"['IH1', 'N', 'T', 'S']","['IH', 'N', 'T', 'S']",PSC
41,inty,short,4,,,complex,pseudo,,"['IH1', 'N', 'T', 'IY0']","['IH', 'N', 'T', 'IY']",PSC
42,juns,short,4,,,complex,pseudo,,"['JH', 'AH1', 'N', 'Z']","['JH', 'AH', 'N', 'Z']",PSC
43,jupa,short,4,,,complex,pseudo,,"['JH', 'UW1', 'P', 'AH0']","['JH', 'UW', 'P', 'AH']",PSC
44,jurn,short,3,,,complex,pseudo,,"['JH', 'ER1', 'N']","['JH', 'ER', 'N']",PSC
45,lais,short,3,,,complex,pseudo,,"['L', 'EY1', 'Z']","['L', 'EY', 'Z']",PSC
46,lasy,short,4,,,complex,pseudo,,"['L', 'EY1', 'Z', 'IY0']","['L', 'EY', 'Z', 'IY']",PSC
47,ledo,short,4,,,complex,pseudo,,"['L', 'EY1', 'D', 'OW0']","['L', 'EY', 'D', 'OW']",PSC
48,leds,short,4,,,complex,pseudo,,"['L', 'EH1', 'D', 'Z']","['L', 'EH', 'D', 'Z']",PSC
49,lewn,short,3,,,complex,pseudo,,"['L', 'UW1', 'N']","['L', 'UW', 'N']",PSC
50,lews,short,3,,,complex,pseudo,,"['L', 'UW1', 'Z']","['L', 'UW', 'Z']",PSC
51,lexy,short,5,,,complex,pseudo,,"['L', 'EH1', 'K', 'S', 'IY0']","['L', 'EH', 'K', 'S', 'IY']",PSC
52,muns,short,4,,,complex,pseudo,,"['M', 'AH1', 'N', 'Z']","['M', 'AH', 'N', 'Z']",PSC
53,mupa,short,5,,,complex,pseudo,,"['M', 'Y', 'UW1', 'P', 'AH0']","['M', 'Y', 'UW', 'P', 'AH']",PSC
54,mury,short,3,,,complex,pseudo,,"['M', 'ER1', 'IY0']","['M', 'ER', 'IY']",PSC
55,muto,short,4,,,complex,pseudo,,"['M', 'UW1', 'T', 'OW0']","['M', 'UW', 'T', 'OW']",PSC
56,nais,short,3,,,complex,pseudo,,"['N', 'EY1', 'Z']","['N', 'EY', 'Z']",PSC
57,nasy,short,4,,,complex,pseudo,,"['N', 'EY1', 'Z', 'IY0']","['N', 'EY', 'Z', 'IY']",PSC
58,nato,short,4,,,complex,pseudo,,"['N', 'EY1', 'T', 'OW0']","['N', 'EY', 'T', 'OW']",PSC
59,nats,short,4,,,complex,pseudo,,"['N', 'AE1', 'T', 'S']","['N', 'AE', 'T', 'S']",PSC
60,nory,short,4,,,complex,pseudo,,"['N', 'AO1', 'R', 'IY0']","['N', 'AO', 'R', 'IY']",PSC
61,nowy,short,3,,,complex,pseudo,,"['N', 'OW1', 'IY0']","['N', 'OW', 'IY']",PSC
62,onco,short,4,,,complex,pseudo,,"['AA1', 'N', 'K', 'OW0']","['AA', 'N', 'K', 'OW']",PSC
63,onis,short,5,,,complex,pseudo,,"['W', 'AH1', 'N', 'IY0', 'Z']","['W', 'AH', 'N', 'IY', 'Z']",PSC
64,onit,short,6,,,complex,pseudo,,"['OW0', 'N', 'IY1', 'T', 'AH0', 'T']","['OW', 'N', 'IY', 'T', 'AH', 'T']",PSC
65,onth,short,3,,,complex,pseudo,,"['AH1', 'N', 'TH']","['AH', 'N', 'TH']",PSC
66,onts,short,4,,,complex,pseudo,,"['AA1', 'N', 'T', 'S']","['AA', 'N', 'T', 'S']",PSC
67,oxer,short,4,,,complex,pseudo,,"['AA1', 'K', 'S', 'ER0']","['AA', 'K', 'S', 'ER']",PSC
68,oxin,short,5,,,complex,pseudo,,"['AA1', 'K', 'S', 'AH0', 'N']","['AA', 'K', 'S', 'AH', 'N']",PSC
69,poen,short,3,,,complex,pseudo,,"['P', 'OW1', 'N']","['P', 'OW', 'N']",PSC
70,pory,short,4,,,complex,pseudo,,"['P', 'AO1', 'R', 'IY0']","['P', 'AO', 'R', 'IY']",PSC
71,pown,short,3,,,complex,pseudo,,"['P', 'AW1', 'N']","['P', 'AW', 'N']",PSC
72,reto,short,4,,,complex,pseudo,,"['R', 'IY1', 'T', 'UW1']","['R', 'IY', 'T', 'UW']",PSC
73,rets,short,4,,,complex,pseudo,,"['R', 'EH1', 'T', 'S']","['R', 'EH', 'T', 'S']",PSC
74,rewn,short,3,,,complex,pseudo,,"['R', 'UW1', 'N']","['R', 'UW', 'N']",PSC
75,rews,short,3,,,complex,pseudo,,"['R', 'UW1', 'Z']","['R', 'UW', 'Z']",PSC
76,rupa,short,4,,,complex,pseudo,,"['R', 'UW1', 'P', 'AH0']","['R', 'UW', 'P', 'AH']",PSC
77,rury,short,4,,,complex,pseudo,,"['R', 'UW1', 'R', 'IY0']","['R', 'UW', 'R', 'IY']",PSC
78,ruto,short,4,,,complex,pseudo,,"['R', 'UW1', 'T', 'OW0']","['R', 'UW', 'T', 'OW']",PSC
79,sedo,short,4,,,complex,pseudo,,"['S', 'EY1', 'D', 'OW0']","['S', 'EY', 'D', 'OW']",PSC
80,seds,short,4,,,complex,pseudo,,"['S', 'EH1', 'D', 'Z']","['S', 'EH', 'D', 'Z']",PSC
81,seth,short,3,,,complex,pseudo,,"['S', 'EH1', 'TH']","['S', 'EH', 'TH']",PSC
82,seto,short,4,,,complex,pseudo,,"['S', 'EH1', 'T', 'OW0']","['S', 'EH', 'T', 'OW']",PSC
83,sewy,short,3,,,complex,pseudo,,"['S', 'UW1', 'IY0']","['S', 'UW', 'IY']",PSC
84,soer,short,3,,,complex,pseudo,,"['S', 'AO1', 'R']","['S', 'AO', 'R']",PSC
85,sorn,short,4,,,complex,pseudo,,"['S', 'AO1', 'R', 'N']","['S', 'AO', 'R', 'N']",PSC
86,sory,short,4,,,complex,pseudo,,"['S', 'AO1', 'R', 'IY0']","['S', 'AO', 'R', 'IY']",PSC
87,sosy,short,4,,,complex,pseudo,,"['S', 'OW1', 'Z', 'IY0']","['S', 'OW', 'Z', 'IY']",PSC
88,towy,short,3,,,complex,pseudo,,"['T', 'OW1', 'IY0']","['T', 'OW', 'IY']",PSC
89,unin,short,5,,,complex,pseudo,,"['Y', 'UW1', 'N', 'IH0', 'N']","['Y', 'UW', 'N', 'IH', 'N']",PSC
90,unts,short,4,,,complex,pseudo,,"['AH1', 'N', 'T', 'S']","['AH', 'N', 'T', 'S']",PSC
91,unty,short,4,,,complex,pseudo,,"['AH1', 'N', 'T', 'IY0']","['AH', 'N', 'T', 'IY']",PSC
92,usen,short,5,,,complex,pseudo,,"['Y', 'UW1', 'S', 'AH0', 'N']","['Y', 'UW', 'S', 'AH', 'N']",PSC
93,wiar,short,4,,,complex,pseudo,,"['W', 'AY1', 'AA0', 'R']","['W', 'AY', 'AA', 'R']",PSC
94,wien,short,3,,,complex,pseudo,,"['W', 'IY1', 'N']","['W', 'IY', 'N']",PSC
95,wirn,short,3,,,complex,pseudo,,"['W', 'ER1', 'N']","['W', 'ER', 'N']",PSC
96,wodo,short,4,,,complex,pseudo,,"['W', 'OW1', 'D', 'OW0']","['W', 'OW', 'D', 'OW']",PSC
97,woer,short,3,,,complex,pseudo,,"['W', 'AO1', 'R']","['W', 'AO', 'R']",PSC
98,wory,short,4,,,complex,pseudo,,"['W', 'AO1', 'R', 'IY0']","['W', 'AO', 'R', 'IY']",PSC
99,wosy,short,4,,,complex,pseudo,,"['W', 'OW1', 'Z', 'IY0']","['W', 'OW', 'Z', 'IY']",PSC
100,abier,short,4,,,complex,pseudo,,"['EY1', 'B', 'IY0', 'ER0']","['EY', 'B', 'IY', 'ER']",PSC
101,actly,short,5,,,complex,pseudo,,"['AE1', 'K', 'T', 'L', 'IY0']","['AE', 'K', 'T', 'L', 'IY']",PSC
102,actoy,short,4,,,complex,pseudo,,"['AE1', 'K', 'T', 'OY0']","['AE', 'K', 'T', 'OY']",PSC
103,amony,short,5,,,complex,pseudo,,"['AH0', 'M', 'AO1', 'N', 'IY0']","['AH', 'M', 'AO', 'N', 'IY']",PSC
104,beade,short,3,,,complex,pseudo,,"['B', 'IY1', 'D']","['B', 'IY', 'D']",PSC
105,bebun,short,5,,,complex,pseudo,,"['B', 'EH1', 'B', 'AH0', 'N']","['B', 'EH', 'B', 'AH', 'N']",PSC
106,bebut,short,5,,,complex,pseudo,,"['B', 'EH1', 'B', 'AH0', 'T']","['B', 'EH', 'B', 'AH', 'T']",PSC
107,berts,short,4,,,complex,pseudo,,"['B', 'ER1', 'T', 'S']","['B', 'ER', 'T', 'S']",PSC
108,beser,short,4,,,complex,pseudo,,"['B', 'IY1', 'S', 'ER0']","['B', 'IY', 'S', 'ER']",PSC
109,beses,short,5,,,complex,pseudo,,"['B', 'IY1', 'S', 'IY0', 'Z']","['B', 'IY', 'S', 'IY', 'Z']",PSC
110,betit,short,5,,,complex,pseudo,,"['B', 'EH1', 'T', 'IH0', 'T']","['B', 'EH', 'T', 'IH', 'T']",PSC
111,betor,short,4,,,complex,pseudo,,"['B', 'EH1', 'T', 'ER0']","['B', 'EH', 'T', 'ER']",PSC
112,blact,short,5,,,complex,pseudo,,"['B', 'L', 'AE1', 'K', 'T']","['B', 'L', 'AE', 'K', 'T']",PSC
113,blula,short,5,,,complex,pseudo,,"['B', 'L', 'UW1', 'L', 'AH0']","['B', 'L', 'UW', 'L', 'AH']",PSC
114,boler,short,4,,,complex,pseudo,,"['B', 'OW1', 'L', 'ER0']","['B', 'OW', 'L', 'ER']",PSC
115,boser,short,4,,,complex,pseudo,,"['B', 'OW1', 'Z', 'ER0']","['B', 'OW', 'Z', 'ER']",PSC
116,bosew,short,4,,,complex,pseudo,,"['B', 'OW1', 'Z', 'S']","['B', 'OW', 'Z', 'S']",PSC
117,daier,short,3,,,complex,pseudo,,"['D', 'EY1', 'ER0']","['D', 'EY', 'ER']",PSC
118,damer,short,4,,,complex,pseudo,,"['D', 'EY1', 'M', 'ER0']","['D', 'EY', 'M', 'ER']",PSC
119,daues,short,3,,,complex,pseudo,,"['D', 'AW1', 'Z']","['D', 'AW', 'Z']",PSC
120,dayly,short,4,,,complex,pseudo,,"['D', 'EY1', 'L', 'IY0']","['D', 'EY', 'L', 'IY']",PSC
122,ealer,short,3,,,complex,pseudo,,"['IY1', 'L', 'ER0']","['IY', 'L', 'ER']",PSC
123,eales,short,3,,,complex,pseudo,,"['IY1', 'L', 'Z']","['IY', 'L', 'Z']",PSC
124,eames,short,3,,,complex,pseudo,,"['IY1', 'M', 'Z']","['IY', 'M', 'Z']",PSC
125,earts,short,3,,,complex,pseudo,,"['ER1', 'T', 'S']","['ER', 'T', 'S']",PSC
126,earut,short,4,,,complex,pseudo,,"['IH1', 'R', 'AH0', 'T']","['IH', 'R', 'AH', 'T']",PSC
127,eatie,short,3,,,complex,pseudo,,"['IY1', 'T', 'IY0']","['IY', 'T', 'IY']",PSC
129,eauly,short,4,,,complex,pseudo,,"['Y', 'UW1', 'L', 'IY0']","['Y', 'UW', 'L', 'IY']",PSC
131,eayls,short,3,,,complex,pseudo,,"['IY1', 'L', 'Z']","['IY', 'L', 'Z']",PSC
132,enade,short,4,,,complex,pseudo,,"['EH0', 'N', 'EY1', 'D']","['EH', 'N', 'EY', 'D']",PSC
133,entew,short,5,,,complex,pseudo,,"['EH1', 'N', 'T', 'W', 'IY0']","['EH', 'N', 'T', 'W', 'IY']",PSC
134,entoy,short,4,,,complex,pseudo,,"['EH1', 'N', 'T', 'OY0']","['EH', 'N', 'T', 'OY']",PSC
135,enzie,short,4,,,complex,pseudo,,"['EH1', 'N', 'Z', 'IY0']","['EH', 'N', 'Z', 'IY']",PSC
136,enzit,short,5,,,complex,pseudo,,"['EH1', 'N', 'Z', 'IH0', 'T']","['EH', 'N', 'Z', 'IH', 'T']",PSC
