,Word,Phonemes,No Stress,Length,Morphology
3943,culticu,"['K', 'AH1', 'L', 'T', 'IH0', 'K', 'Y', 'UW2']","['K', 'AH', 'L', 'T', 'IH', 'K', 'Y', 'UW']",8,simple
3957,anxices,"['AE1', 'NG', 'K', 'S', 'AH0', 'S', 'IH0', 'Z']","['AE', 'NG', 'K', 'S', 'AH', 'S', 'IH', 'Z']",8,simple
3965,hondlex,"['HH', 'AA1', 'N', 'D', 'L', 'AH0', 'K', 'S']","['HH', 'AA', 'N', 'D', 'L', 'AH', 'K', 'S']",8,simple
4059,tryinit,"['T', 'R', 'AY1', 'AH0', 'N', 'IH0', 'T', 'IY0']","['T', 'R', 'AY', 'AH', 'N', 'IH', 'T', 'IY']",8,simple
4161,staduct,"['S', 'T', 'AE1', 'D', 'AH0', 'K', 'AH0', 'T']","['S', 'T', 'AE', 'D', 'AH', 'K', 'AH', 'T']",8,simple
4231,unimanc,"['Y', 'UW1', 'N', 'AH0', 'M', 'AE0', 'NG', 'K']","['Y', 'UW', 'N', 'AH', 'M', 'AE', 'NG', 'K']",8,simple
4238,luxuart,"['L', 'AH1', 'K', 'S', 'W', 'AH0', 'T', 'ER0']","['L', 'AH', 'K', 'S', 'W', 'AH', 'T', 'ER']",8,simple
4253,lusigund,"['L', 'UW1', 'S', 'AH0', 'G', 'AH0', 'N', 'D']","['L', 'UW', 'S', 'AH', 'G', 'AH', 'N', 'D']",8,simple
4262,optimati,"['AA2', 'P', 'T', 'AH0', 'M', 'EY1', 'T', 'IY0']","['AA', 'P', 'T', 'AH', 'M', 'EY', 'T', 'IY']",8,simple
4279,minglems,"['M', 'IH1', 'NG', 'G', 'L', 'AH0', 'M', 'Z']","['M', 'IH', 'NG', 'G', 'L', 'AH', 'M', 'Z']",8,simple
4288,slobable,"['S', 'L', 'OW1', 'B', 'AH0', 'B', 'AH0', 'L']","['S', 'L', 'OW', 'B', 'AH', 'B', 'AH', 'L']",8,simple
4290,homemost,"['HH', 'OW1', 'M', 'AH0', 'S', 'AA2', 'T', 'S']","['HH', 'OW', 'M', 'AH', 'S', 'AA', 'T', 'S']",8,simple
4296,unalica,"['Y', 'UW0', 'N', 'AE1', 'L', 'IH0', 'K', 'AH0']","['Y', 'UW', 'N', 'AE', 'L', 'IH', 'K', 'AH']",8,simple
4307,poldited,"['P', 'OW1', 'L', 'D', 'AY0', 'T', 'AH0', 'D']","['P', 'OW', 'L', 'D', 'AY', 'T', 'AH', 'D']",8,simple
4320,sacipmen,"['S', 'AE1', 'S', 'IH0', 'P', 'M', 'AH0', 'N']","['S', 'AE', 'S', 'IH', 'P', 'M', 'AH', 'N']",8,simple
4330,dozetify,"['D', 'AH0', 'Z', 'EH1', 'T', 'IH0', 'F', 'AY2']","['D', 'AH', 'Z', 'EH', 'T', 'IH', 'F', 'AY']",8,simple
4334,confulac,"['K', 'AA1', 'N', 'F', 'AH0', 'L', 'AE0', 'K']","['K', 'AA', 'N', 'F', 'AH', 'L', 'AE', 'K']",8,simple
4339,ementrin,"['EH1', 'M', 'AH0', 'N', 'T', 'R', 'IH0', 'N']","['EH', 'M', 'AH', 'N', 'T', 'R', 'IH', 'N']",8,simple
4343,genicled,"['JH', 'EH1', 'N', 'IH0', 'K', 'AH0', 'L', 'D']","['JH', 'EH', 'N', 'IH', 'K', 'AH', 'L', 'D']",8,simple
4346,vottext,"['V', 'AA1', 'T', 'K', 'EH2', 'K', 'T', 'S']","['V', 'AA', 'T', 'K', 'EH', 'K', 'T', 'S']",8,simple
4353,domparat,"['D', 'AA1', 'M', 'P', 'ER0', 'T', 'AE2', 'P']","['D', 'AA', 'M', 'P', 'ER', 'T', 'AE', 'P']",8,simple
4358,pedusted,"['P', 'AH0', 'D', 'UW1', 'S', 'T', 'AH0', 'D']","['P', 'AH', 'D', 'UW', 'S', 'T', 'AH', 'D']",8,simple
4379,arientit,"['EH1', 'R', 'IY0', 'N', 'EH2', 'T', 'AH0', 'T']","['EH', 'R', 'IY', 'N', 'EH', 'T', 'AH', 'T']",8,simple
4386,futsible,"['F', 'AH1', 'S', 'T', 'AH0', 'B', 'AH0', 'L']","['F', 'AH', 'S', 'T', 'AH', 'B', 'AH', 'L']",8,simple
4401,mandents,"['M', 'AE1', 'N', 'D', 'AH0', 'N', 'T', 'S']","['M', 'AE', 'N', 'D', 'AH', 'N', 'T', 'S']",8,simple
4410,crovatut,"['K', 'R', 'OW1', 'V', 'AH0', 'T', 'UW2', 'T']","['K', 'R', 'OW', 'V', 'AH', 'T', 'UW', 'T']",8,simple
4418,communtr,"['K', 'AA1', 'M', 'Y', 'AH0', 'N', 'T', 'ER0']","['K', 'AA', 'M', 'Y', 'AH', 'N', 'T', 'ER']",8,simple
4426,positand,"['P', 'AA1', 'Z', 'IH0', 'T', 'AH0', 'N', 'D']","['P', 'AA', 'Z', 'IH', 'T', 'AH', 'N', 'D']",8,simple
4453,contican,"['K', 'AA1', 'N', 'T', 'AH0', 'K', 'AH0', 'N']","['K', 'AA', 'N', 'T', 'AH', 'K', 'AH', 'N']",8,simple
4459,profitiv,"['P', 'R', 'AH0', 'F', 'IH1', 'T', 'IH0', 'V']","['P', 'R', 'AH', 'F', 'IH', 'T', 'IH', 'V']",8,simple
4467,manioden,"['M', 'AE1', 'N', 'IY0', 'OW0', 'D', 'AH0', 'N']","['M', 'AE', 'N', 'IY', 'OW', 'D', 'AH', 'N']",8,simple
4468,formated,"['F', 'AO1', 'R', 'M', 'EY2', 'T', 'IH0', 'D']","['F', 'AO', 'R', 'M', 'EY', 'T', 'IH', 'D']",8,simple
4476,hongetic,"['HH', 'AA2', 'N', 'JH', 'EH1', 'T', 'IH0', 'K']","['HH', 'AA', 'N', 'JH', 'EH', 'T', 'IH', 'K']",8,simple
4477,studital,"['S', 'T', 'UW1', 'D', 'IH0', 'T', 'AH0', 'L']","['S', 'T', 'UW', 'D', 'IH', 'T', 'AH', 'L']",8,simple
4478,infortan,"['IH0', 'N', 'F', 'AO1', 'R', 'T', 'AH0', 'N']","['IH', 'N', 'F', 'AO', 'R', 'T', 'AH', 'N']",8,simple
4481,deforman,"['D', 'IH0', 'F', 'AO1', 'R', 'M', 'AH0', 'N']","['D', 'IH', 'F', 'AO', 'R', 'M', 'AH', 'N']",8,simple
4492,instated,"['IH0', 'N', 'S', 'T', 'EY1', 'T', 'IH0', 'D']","['IH', 'N', 'S', 'T', 'EY', 'T', 'IH', 'D']",8,simple
4510,islebram,"['AY1', 'S', 'L', 'IH0', 'B', 'R', 'AH0', 'M']","['AY', 'S', 'L', 'IH', 'B', 'R', 'AH', 'M']",8,simple
4525,driliest,"['D', 'R', 'IH1', 'L', 'Y', 'AH0', 'S', 'T']","['D', 'R', 'IH', 'L', 'Y', 'AH', 'S', 'T']",8,simple
4532,welansta,"['W', 'EH0', 'L', 'AE1', 'N', 'S', 'T', 'AH0']","['W', 'EH', 'L', 'AE', 'N', 'S', 'T', 'AH']",8,simple
4535,condmars,"['K', 'AA1', 'N', 'D', 'M', 'AA2', 'R', 'Z']","['K', 'AA', 'N', 'D', 'M', 'AA', 'R', 'Z']",8,simple
4539,vehabler,"['V', 'EH1', 'HH', 'AH0', 'B', 'AH0', 'L', 'ER0']","['V', 'EH', 'HH', 'AH', 'B', 'AH', 'L', 'ER']",8,simple
4545,dristruc,"['D', 'R', 'IH1', 'S', 'T', 'R', 'UH2', 'K']","['D', 'R', 'IH', 'S', 'T', 'R', 'UH', 'K']",8,simple
4551,mingardi,"['M', 'IH0', 'NG', 'G', 'AA1', 'R', 'D', 'IY0']","['M', 'IH', 'NG', 'G', 'AA', 'R', 'D', 'IY']",8,simple
4576,docusand,"['D', 'AA1', 'K', 'AH0', 'S', 'AH0', 'N', 'D']","['D', 'AA', 'K', 'AH', 'S', 'AH', 'N', 'D']",8,simple
4592,instonal,"['IH1', 'N', 'S', 'T', 'AH0', 'N', 'AH0', 'L']","['IH', 'N', 'S', 'T', 'AH', 'N', 'AH', 'L']",8,simple
4613,serinali,"['S', 'EH2', 'R', 'IY0', 'N', 'AA1', 'L', 'IY0']","['S', 'EH', 'R', 'IY', 'N', 'AA', 'L', 'IY']",8,simple
4635,telebrat,"['T', 'EH1', 'L', 'AH0', 'B', 'R', 'AE2', 'T']","['T', 'EH', 'L', 'AH', 'B', 'R', 'AE', 'T']",8,simple
4644,resconbu,"['R', 'IY0', 'S', 'K', 'AH1', 'N', 'B', 'UW0']","['R', 'IY', 'S', 'K', 'AH', 'N', 'B', 'UW']",8,simple
4650,screntri,"['S', 'K', 'R', 'EH1', 'N', 'T', 'R', 'IY0']","['S', 'K', 'R', 'EH', 'N', 'T', 'R', 'IY']",8,simple
4679,sevolvem,"['S', 'IH0', 'V', 'AA1', 'L', 'V', 'AH0', 'M']","['S', 'IH', 'V', 'AA', 'L', 'V', 'AH', 'M']",8,simple
4683,satimati,"['S', 'AE2', 'T', 'AH0', 'M', 'EY1', 'T', 'IY0']","['S', 'AE', 'T', 'AH', 'M', 'EY', 'T', 'IY']",8,simple
4689,montomin,"['M', 'AA1', 'N', 'T', 'AH0', 'M', 'IH0', 'N']","['M', 'AA', 'N', 'T', 'AH', 'M', 'IH', 'N']",8,simple
4690,intentit,"['IH0', 'N', 'T', 'EH1', 'N', 'T', 'IH0', 'T']","['IH', 'N', 'T', 'EH', 'N', 'T', 'IH', 'T']",8,simple
4692,gresiden,"['G', 'R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N']","['G', 'R', 'EH', 'Z', 'IH', 'D', 'AH', 'N']",8,simple
4693,forkedin,"['F', 'AO1', 'R', 'K', 'AH0', 'D', 'IH1', 'N']","['F', 'AO', 'R', 'K', 'AH', 'D', 'IH', 'N']",8,simple
4712,preserta,"['P', 'R', 'IH0', 'Z', 'AO1', 'R', 'T', 'AH0']","['P', 'R', 'IH', 'Z', 'AO', 'R', 'T', 'AH']",8,simple
4713,plastend,"['P', 'L', 'AE1', 'S', 'T', 'AH0', 'N', 'D']","['P', 'L', 'AE', 'S', 'T', 'AH', 'N', 'D']",8,simple
4729,diarlati,"['D', 'IY0', 'AA1', 'R', 'L', 'AH0', 'T', 'IY0']","['D', 'IY', 'AA', 'R', 'L', 'AH', 'T', 'IY']",8,simple
4739,fighamic,"['F', 'IY0', 'G', 'HH', 'AE1', 'M', 'IH0', 'K']","['F', 'IY', 'G', 'HH', 'AE', 'M', 'IH', 'K']",8,simple
4748,canionsi,"['K', 'AA0', 'N', 'IY0', 'AA1', 'N', 'S', 'IY0']","['K', 'AA', 'N', 'IY', 'AA', 'N', 'S', 'IY']",8,simple
4752,baturant,"['B', 'AE1', 'T', 'UH0', 'R', 'AH0', 'N', 'T']","['B', 'AE', 'T', 'UH', 'R', 'AH', 'N', 'T']",8,simple
4763,embilitu,"['EH0', 'M', 'B', 'IH1', 'L', 'IY0', 'AH0', 'T']","['EH', 'M', 'B', 'IH', 'L', 'IY', 'AH', 'T']",8,simple
4771,misposit,"['M', 'IH0', 'S', 'P', 'OW1', 'S', 'AH0', 'T']","['M', 'IH', 'S', 'P', 'OW', 'S', 'AH', 'T']",8,simple
4779,ancreenc,"['AE1', 'N', 'K', 'R', 'IY0', 'N', 'AH0', 'K']","['AE', 'N', 'K', 'R', 'IY', 'N', 'AH', 'K']",8,simple
4805,impordin,"['IH0', 'M', 'P', 'AO1', 'R', 'D', 'IH0', 'N']","['IH', 'M', 'P', 'AO', 'R', 'D', 'IH', 'N']",8,simple
4808,vehabili,"['V', 'EH2', 'HH', 'AH0', 'B', 'IH1', 'L', 'IY0']","['V', 'EH', 'HH', 'AH', 'B', 'IH', 'L', 'IY']",8,simple
4826,trovilic,"['T', 'R', 'AA1', 'V', 'AH0', 'L', 'IH0', 'K']","['T', 'R', 'AA', 'V', 'AH', 'L', 'IH', 'K']",8,simple
4832,marmthip,"['M', 'AA1', 'R', 'M', 'TH', 'P', 'AY2', 'M']","['M', 'AA', 'R', 'M', 'TH', 'P', 'AY', 'M']",8,simple
4860,michapsy,"['M', 'IH0', 'K', 'AA1', 'S', 'EH0', 'F', 'IY0']","['M', 'IH', 'K', 'AA', 'S', 'EH', 'F', 'IY']",8,simple
4872,betestry,"['B', 'EH1', 'T', 'S', 'AH0', 'T', 'R', 'IY0']","['B', 'EH', 'T', 'S', 'AH', 'T', 'R', 'IY']",8,simple
4874,condscra,"['K', 'AA1', 'N', 'D', 'K', 'S', 'R', 'AH0']","['K', 'AA', 'N', 'D', 'K', 'S', 'R', 'AH']",8,simple
4887,asladiat,"['AH0', 'S', 'L', 'EY1', 'D', 'IY0', 'AH0', 'T']","['AH', 'S', 'L', 'EY', 'D', 'IY', 'AH', 'T']",8,simple
4890,loyantio,"['L', 'OW0', 'AA0', 'N', 'IY1', 'CH', 'IY0', 'OW0']","['L', 'OW', 'AA', 'N', 'IY', 'CH', 'IY', 'OW']",8,simple
4900,cinivila,"['S', 'IH2', 'N', 'IH0', 'V', 'IH1', 'L', 'AH0']","['S', 'IH', 'N', 'IH', 'V', 'IH', 'L', 'AH']",8,simple
4915,becusing,"['B', 'EH1', 'K', 'Y', 'AH0', 'S', 'IH0', 'NG']","['B', 'EH', 'K', 'Y', 'AH', 'S', 'IH', 'NG']",8,simple
4922,extrard,"['EH1', 'K', 'S', 'T', 'R', 'AA0', 'R', 'D']","['EH', 'K', 'S', 'T', 'R', 'AA', 'R', 'D']",8,simple
4954,stardity,"['S', 'T', 'AA1', 'R', 'D', 'AH0', 'T', 'IY0']","['S', 'T', 'AA', 'R', 'D', 'AH', 'T', 'IY']",8,simple
4978,reprovem,"['R', 'IY0', 'P', 'R', 'UW1', 'V', 'AH0', 'M']","['R', 'IY', 'P', 'R', 'UW', 'V', 'AH', 'M']",8,simple
4988,recentin,"['R', 'IH0', 'S', 'EH1', 'N', 'T', 'IH0', 'N']","['R', 'IH', 'S', 'EH', 'N', 'T', 'IH', 'N']",8,simple
4989,sentiond,"['S', 'EH1', 'N', 'T', 'IY0', 'AH0', 'N', 'D']","['S', 'EH', 'N', 'T', 'IY', 'AH', 'N', 'D']",8,simple
5012,rentamen,"['R', 'EH1', 'N', 'T', 'AH0', 'M', 'AH0', 'N']","['R', 'EH', 'N', 'T', 'AH', 'M', 'AH', 'N']",8,simple
5029,constlic,"['K', 'AA1', 'N', 'S', 'T', 'L', 'IH0', 'K']","['K', 'AA', 'N', 'S', 'T', 'L', 'IH', 'K']",8,simple
5031,residiat,"['R', 'EH1', 'Z', 'IH0', 'D', 'IY0', 'AH0', 'T']","['R', 'EH', 'Z', 'IH', 'D', 'IY', 'AH', 'T']",8,simple
5039,voctembe,"['V', 'AA0', 'K', 'T', 'EH1', 'M', 'B', 'AH0']","['V', 'AA', 'K', 'T', 'EH', 'M', 'B', 'AH']",8,simple
5052,glayerda,"['G', 'L', 'EY0', 'Y', 'EH1', 'R', 'D', 'AH0']","['G', 'L', 'EY', 'Y', 'EH', 'R', 'D', 'AH']",8,simple
5072,anywaric,"['AE2', 'N', 'W', 'IY0', 'EH1', 'R', 'IH0', 'K']","['AE', 'N', 'W', 'IY', 'EH', 'R', 'IH', 'K']",8,simple
5077,metuarib,"['M', 'EH2', 'T', 'UW0', 'AA1', 'R', 'B', 'IY0']","['M', 'EH', 'T', 'UW', 'AA', 'R', 'B', 'IY']",8,simple
5084,wantecti,"['W', 'AA0', 'N', 'T', 'EH1', 'K', 'T', 'IY0']","['W', 'AA', 'N', 'T', 'EH', 'K', 'T', 'IY']",8,simple
5085,useffite,"['Y', 'UW1', 'S', 'AH0', 'F', 'T', 'AY2', 'T']","['Y', 'UW', 'S', 'AH', 'F', 'T', 'AY', 'T']",8,simple
5089,proviciz,"['P', 'R', 'AA1', 'V', 'AH0', 'S', 'IH0', 'Z']","['P', 'R', 'AA', 'V', 'AH', 'S', 'IH', 'Z']",8,simple
5094,relignit,"['R', 'IH0', 'L', 'IH1', 'G', 'N', 'AH0', 'T']","['R', 'IH', 'L', 'IH', 'G', 'N', 'AH', 'T']",8,simple
5096,blectria,"['B', 'L', 'EH1', 'K', 'T', 'R', 'IY0', 'AH0']","['B', 'L', 'EH', 'K', 'T', 'R', 'IY', 'AH']",8,simple
5103,entenity,"['EH0', 'N', 'T', 'EH1', 'N', 'AH0', 'T', 'IY0']","['EH', 'N', 'T', 'EH', 'N', 'AH', 'T', 'IY']",8,simple
5104,staricut,"['S', 'T', 'AA1', 'R', 'IH0', 'K', 'AH0', 'T']","['S', 'T', 'AA', 'R', 'IH', 'K', 'AH', 'T']",8,simple
5115,proptori,"['P', 'R', 'AA0', 'P', 'AA1', 'T', 'ER0', 'IY0']","['P', 'R', 'AA', 'P', 'AA', 'T', 'ER', 'IY']",8,simple
5127,recomidu,"['R', 'IH0', 'K', 'AH1', 'M', 'AH0', 'D', 'UW2']","['R', 'IH', 'K', 'AH', 'M', 'AH', 'D', 'UW']",8,simple
5134,whassidu,"['HH', 'AH0', 'S', 'IH1', 'D', 'UW2', 'AH0', 'M']","['HH', 'AH', 'S', 'IH', 'D', 'UW', 'AH', 'M']",8,simple
5160,agenipli,"['AH0', 'JH', 'EH1', 'N', 'AH0', 'P', 'L', 'IY0']","['AH', 'JH', 'EH', 'N', 'AH', 'P', 'L', 'IY']",8,simple
5172,zioloman,"['Z', 'AY1', 'AH0', 'L', 'AH0', 'M', 'AH0', 'N']","['Z', 'AY', 'AH', 'L', 'AH', 'M', 'AH', 'N']",8,simple
5199,fignibly,"['F', 'IH1', 'G', 'N', 'AH0', 'B', 'L', 'IY0']","['F', 'IH', 'G', 'N', 'AH', 'B', 'L', 'IY']",8,simple
5225,jospitim,"['JH', 'AA1', 'S', 'P', 'IH0', 'T', 'IH2', 'M']","['JH', 'AA', 'S', 'P', 'IH', 'T', 'IH', 'T']",8,simple
5234,imprence,"['IH0', 'M', 'P', 'R', 'EH1', 'N', 'S', 'AH0']","['IH', 'M', 'P', 'R', 'EH', 'N', 'S', 'AH']",8,simple
5247,regartal,"['R', 'IH0', 'G', 'AA1', 'R', 'T', 'AH0', 'L']","['R', 'IH', 'G', 'AA', 'R', 'T', 'AH', 'L']",8,simple
5263,himbrion,"['HH', 'IH1', 'M', 'B', 'R', 'IY0', 'AH0', 'N']","['HH', 'IH', 'M', 'B', 'R', 'IY', 'AH', 'N']",8,simple
5278,bremseado,"['B', 'R', 'EH0', 'M', 'S', 'IY1', 'D', 'OW0']","['B', 'R', 'EH', 'M', 'S', 'IY', 'D', 'OW']",8,simple
5288,telliamen,"['T', 'EH1', 'L', 'IY0', 'AH0', 'M', 'AH0', 'N']","['T', 'EH', 'L', 'IY', 'AH', 'M', 'AH', 'N']",8,simple
5297,ordnetan,"['AO0', 'R', 'D', 'N', 'EH1', 'T', 'AH0', 'N']","['AO', 'R', 'D', 'N', 'EH', 'T', 'AH', 'N']",8,simple
5311,bustureld,"['B', 'AH1', 'S', 'CH', 'ER0', 'AH0', 'L', 'D']","['B', 'AH', 'S', 'CH', 'ER', 'AH', 'L', 'D']",8,simple
5327,deventute,"['D', 'EH1', 'V', 'AH0', 'N', 'T', 'UW2', 'T']","['D', 'EH', 'V', 'AH', 'N', 'T', 'UW', 'T']",8,simple
5330,alfridan,"['AE1', 'L', 'F', 'R', 'IH0', 'D', 'AH0', 'N']","['AE', 'L', 'F', 'R', 'IH', 'D', 'AH', 'N']",8,simple
5335,surcuity,"['S', 'ER0', 'K', 'W', 'EY1', 'S', 'T', 'IY0']","['S', 'ER', 'K', 'W', 'EY', 'S', 'T', 'IY']",8,simple
5342,opiksones,"['OW1', 'P', 'AH0', 'K', 'S', 'OW2', 'N', 'Z']","['OW', 'P', 'AH', 'K', 'S', 'OW', 'N', 'Z']",8,simple
5344,abanstall,"['AH0', 'B', 'AE1', 'N', 'S', 'T', 'AH0', 'L']","['AH', 'B', 'AE', 'N', 'S', 'T', 'AH', 'L']",8,simple
5352,dipormans,"['D', 'IH1', 'P', 'ER0', 'M', 'AH0', 'N', 'Z']","['D', 'IH', 'P', 'ER', 'M', 'AH', 'N', 'Z']",8,simple
5360,islamized,"['IH1', 'S', 'L', 'AH0', 'M', 'AY2', 'Z', 'D']","['IH', 'S', 'L', 'AH', 'M', 'AY', 'Z', 'D']",8,simple
5372,littocold,"['L', 'IH1', 'T', 'AH0', 'K', 'AH0', 'L', 'D']","['L', 'IH', 'T', 'AH', 'K', 'AH', 'L', 'D']",8,simple
5375,kilmeforh,"['K', 'IH1', 'L', 'M', 'AH0', 'F', 'AO2', 'R']","['K', 'IH', 'L', 'M', 'AH', 'F', 'AO', 'R']",8,simple
5376,typitimes,"['T', 'IH1', 'P', 'AH0', 'T', 'AY2', 'M', 'Z']","['T', 'IH', 'P', 'AH', 'T', 'AY', 'M', 'Z']",8,simple
5379,enoundant,"['EH0', 'N', 'AW1', 'N', 'D', 'AH0', 'N', 'T']","['EH', 'N', 'AW', 'N', 'D', 'AH', 'N', 'T']",8,simple
5382,hiscuter,"['HH', 'IH1', 'S', 'K', 'Y', 'UW2', 'T', 'ER0']","['HH', 'IH', 'S', 'K', 'Y', 'UW', 'T', 'ER']",8,simple
5390,follograt,"['F', 'AA1', 'L', 'AH0', 'G', 'R', 'AE2', 'T']","['F', 'AA', 'L', 'AH', 'G', 'R', 'AE', 'T']",8,simple
5396,idenioned,"['AY0', 'D', 'IY1', 'N', 'Y', 'AH0', 'N', 'D']","['AY', 'D', 'IY', 'N', 'Y', 'AH', 'N', 'D']",8,simple
5411,weeldhon,"['W', 'IY1', 'L', 'HH', 'HH', 'AH0', 'N', 'D']","['W', 'IY', 'L', 'HH', 'HH', 'AH', 'N', 'D']",8,simple
5420,cloballis,"['K', 'L', 'OW1', 'B', 'AH0', 'L', 'IH0', 'S']","['K', 'L', 'AA', 'B', 'AH', 'L', 'IH', 'S']",8,simple
5433,sextect,"['S', 'EH1', 'K', 'S', 'T', 'EH2', 'K', 'T']","['S', 'EH', 'K', 'S', 'T', 'EH', 'K', 'T']",8,simple
5435,ressasibl,"['R', 'IH0', 'S', 'AE1', 'S', 'B', 'AH0', 'L']","['R', 'IH', 'S', 'AE', 'S', 'B', 'AH', 'L']",8,simple
5437,getrectoo,"['G', 'EH0', 'T', 'R', 'EH1', 'K', 'T', 'OW0']","['G', 'EH', 'T', 'R', 'EH', 'K', 'T', 'OW']",8,simple
5439,dintext,"['D', 'IH1', 'N', 'T', 'EH2', 'K', 'S', 'T']","['D', 'IH', 'N', 'T', 'EH', 'K', 'S', 'T']",8,simple
5443,numociona,"['N', 'UW0', 'M', 'OW0', 'S', 'IY1', 'N', 'AH0']","['N', 'UW', 'M', 'OW', 'S', 'IY', 'N', 'AH']",8,simple
5483,israident,"['IH2', 'S', 'R', 'AY0', 'D', 'EY1', 'N', 'T']","['IH', 'S', 'R', 'AY', 'D', 'EY', 'N', 'T']",8,simple
5489,littlitin,"['L', 'IH1', 'T', 'AH0', 'L', 'T', 'IH0', 'N']","['L', 'IH', 'T', 'AH', 'L', 'T', 'IH', 'N']",8,simple
5490,surpormas,"['S', 'ER0', 'P', 'AO1', 'R', 'M', 'AH0', 'Z']","['S', 'ER', 'P', 'AO', 'R', 'M', 'AH', 'Z']",8,simple
5505,talkinsit,"['T', 'AO1', 'K', 'L', 'IH1', 'N', 'S', 'T']","['T', 'AO', 'K', 'L', 'IH', 'N', 'S', 'T']",8,simple
5507,famplinly,"['F', 'AE1', 'M', 'P', 'L', 'IH0', 'N', 'IY0']","['F', 'AE', 'M', 'P', 'L', 'IH', 'N', 'IY']",8,simple
5522,foldents,"['F', 'OW1', 'L', 'D', 'AH0', 'N', 'T', 'S']","['F', 'OW', 'L', 'D', 'AH', 'N', 'T', 'S']",8,simple
5523,travingto,"['T', 'R', 'AH0', 'V', 'IH1', 'NG', 'T', 'OW0']","['T', 'R', 'AH', 'V', 'IH', 'NG', 'T', 'OW']",8,simple
5529,gencenday,"['JH', 'EH1', 'N', 'S', 'AH0', 'D', 'EY2', 'N']","['JH', 'EH', 'N', 'S', 'AH', 'D', 'EY', 'N']",8,simple
5536,letaccold,"['L', 'IH0', 'T', 'AE1', 'K', 'AH0', 'L', 'D']","['L', 'IH', 'T', 'AE', 'K', 'AH', 'L', 'D']",8,simple
5537,colegion,"['K', 'AH0', 'L', 'IY1', 'JH', 'IY0', 'AH0', 'N']","['K', 'AH', 'L', 'IY', 'JH', 'IY', 'AH', 'N']",8,simple
5541,ukradity,"['AH0', 'K', 'R', 'AE1', 'D', 'AH0', 'T', 'IY0']","['AH', 'K', 'R', 'AE', 'D', 'AH', 'T', 'IY']",8,simple
5543,reseshipt,"['R', 'IY0', 'Z', 'EH1', 'SH', 'P', 'IH0', 'T']","['R', 'IY', 'Z', 'EH', 'SH', 'P', 'IH', 'T']",8,simple
5544,emplecte,"['EH0', 'M', 'P', 'L', 'EH1', 'K', 'T', 'AH0']","['EH', 'M', 'P', 'L', 'EH', 'K', 'T', 'AH']",8,simple
5555,afripully,"['AH0', 'F', 'R', 'IH1', 'P', 'AH0', 'L', 'IY0']","['AH', 'F', 'R', 'IH', 'P', 'AH', 'L', 'IY']",8,simple
