,Word,Phonemes,No Stress,Length,characterDist,phonemeDist
61,ins,"['IH1', 'N', 'Z']","['IH', 'N', 'Z']",3,0.3333333333333333,0.0
63,yel,"['Y', 'EH1', 'L']","['Y', 'EH', 'L']",3,0.3333333333333333,0.0
64,wel,"['W', 'EH1', 'L']","['W', 'EH', 'L']",3,0.3333333333333333,0.0
65,mec,"['M', 'EH1', 'K']","['M', 'EH', 'K']",3,0.3333333333333333,0.3333333333333333
66,jud,"['JH', 'AH1', 'D']","['JH', 'AH', 'D']",3,0.3333333333333333,0.0
68,exp,"['EH1', 'K', 'S', 'P']","['EH', 'K', 'S', 'P']",4,0.3333333333333333,0.25
69,pul,"['P', 'AH1', 'L']","['P', 'AH', 'L']",3,0.3333333333333333,0.3333333333333333
70,alw,"['AE1', 'L', 'W', 'AA0']","['AE', 'L', 'W', 'AA']",4,0.3333333333333333,0.5
71,def,"['D', 'EH1', 'F']","['D', 'EH', 'F']",3,0.3333333333333333,0.0
72,dat,"['D', 'AE1', 'T']","['D', 'AE', 'T']",3,0.3333333333333333,0.3333333333333333
74,vol,"['V', 'OW1', 'L']","['V', 'OW', 'L']",3,0.3333333333333333,0.3333333333333333
75,alr,"['AA1', 'L', 'ER0']","['AA', 'L', 'ER']",3,0.3333333333333333,0.3333333333333333
78,sev,"['S', 'EH1', 'V']","['S', 'EH', 'V']",3,0.3333333333333333,0.3333333333333333
79,nat,"['N', 'AE1', 'T']","['N', 'AE', 'T']",3,0.3333333333333333,0.3333333333333333
80,inj,"['IH1', 'N', 'JH']","['IH', 'N', 'JH']",3,0.3333333333333333,0.3333333333333333
81,sco,"['S', 'K', 'OW1']","['S', 'K', 'OW']",3,0.3333333333333333,0.3333333333333333
82,cos,"['K', 'AO1', 'S']","['K', 'AO', 'S']",3,0.3333333333333333,0.3333333333333333
83,tot,"['T', 'AA1', 'T']","['T', 'AA', 'T']",3,0.3333333333333333,0.3333333333333333
84,dev,"['D', 'EH1', 'V']","['D', 'EH', 'V']",3,0.3333333333333333,0.3333333333333333
85,fol,"['F', 'OW1', 'L']","['F', 'OW', 'L']",3,0.3333333333333333,0.3333333333333333
86,fri,"['F', 'R', 'IY1']","['F', 'R', 'IY']",3,0.3333333333333333,0.0
87,bro,"['B', 'R', 'OW1']","['B', 'R', 'OW']",3,0.3333333333333333,0.3333333333333333
88,tal,"['T', 'AA1', 'L']","['T', 'AA', 'L']",3,0.3333333333333333,0.3333333333333333
89,ger,"['JH', 'EH1', 'R']","['JH', 'EH', 'R']",3,0.3333333333333333,0.3333333333333333
90,pil,"['P', 'IH1', 'L']","['P', 'IH', 'L']",3,0.3333333333333333,0.0
91,cli,"['K', 'L', 'AY1']","['K', 'L', 'AY']",3,0.3333333333333333,0.3333333333333333
92,chr,"['CH', 'IY1', 'ER1']","['CH', 'IY', 'ER']",3,0.3333333333333333,0.3333333333333333
93,gra,"['G', 'R', 'AA1']","['G', 'R', 'AA']",3,0.3333333333333333,0.3333333333333333
94,hac,"['HH', 'AE1', 'K']","['HH', 'AE', 'K']",3,0.3333333333333333,0.0
95,emp,"['EH1', 'M', 'P']","['EH', 'M', 'P']",3,0.3333333333333333,0.3333333333333333
96,soc,"['S', 'AA1', 'K']","['S', 'AA', 'K']",3,0.3333333333333333,0.0
97,mem,"['M', 'EH1', 'M']","['M', 'EH', 'M']",3,0.3333333333333333,0.3333333333333333
99,mov,"['M', 'UW1', 'V']","['M', 'UW', 'V']",3,0.3333333333333333,0.0
100,lik,"['L', 'IH1', 'K']","['L', 'IH', 'K']",3,0.3333333333333333,0.0
101,saf,"['S', 'AE1', 'F']","['S', 'AE', 'F']",3,0.3333333333333333,0.3333333333333333
102,gua,"['G', 'W', 'AA1']","['G', 'W', 'AA']",3,0.3333333333333333,0.3333333333333333
103,cel,"['S', 'EH1', 'L']","['S', 'EH', 'L']",3,0.3333333333333333,0.0
104,ple,"['P', 'L', 'IY1']","['P', 'L', 'IY']",3,0.3333333333333333,0.0
105,inf,"['IH1', 'N', 'F']","['IH', 'N', 'F']",3,0.3333333333333333,0.3333333333333333
106,dir,"['D', 'IH1', 'R']","['D', 'IH', 'R']",3,0.3333333333333333,0.0
108,pru,"['P', 'R', 'UW1']","['P', 'R', 'UW']",3,0.3333333333333333,0.3333333333333333
109,spo,"['S', 'P', 'OW1']","['S', 'P', 'OW']",3,0.3333333333333333,0.3333333333333333
114,equ,"['IY1', 'K', 'W', 'AH1']","['IY', 'K', 'W', 'AH']",4,0.3333333333333333,0.5
116,dif,"['D', 'IH1', 'F']","['D', 'IH', 'F']",3,0.3333333333333333,0.0
117,fre,"['F', 'R', 'IY1']","['F', 'R', 'IY']",3,0.3333333333333333,0.0
118,sma,"['S', 'M', 'AA1']","['S', 'M', 'AA']",3,0.3333333333333333,0.3333333333333333
119,val,"['V', 'AE1', 'L']","['V', 'AE', 'L']",3,0.3333333333333333,0.3333333333333333
120,loc,"['L', 'AA1', 'K']","['L', 'AA', 'K']",3,0.3333333333333333,0.0
121,gov,"['G', 'AH1', 'V']","['G', 'AH', 'V']",3,0.3333333333333333,0.3333333333333333
122,ent,"['EH1', 'N', 'T']","['EH', 'N', 'T']",3,0.3333333333333333,0.3333333333333333
123,oly,"['OW1', 'L', 'IY0']","['OW', 'L', 'IY']",3,0.3333333333333333,0.3333333333333333
125,sti,"['S', 'T', 'AY1']","['S', 'T', 'AY']",3,0.3333333333333333,0.3333333333333333
127,ord,"['AO1', 'R', 'D']","['AO', 'R', 'D']",3,0.3333333333333333,0.3333333333333333
128,tog,"['T', 'AO1', 'G']","['T', 'AO', 'G']",3,0.3333333333333333,0.3333333333333333
129,cen,"['S', 'EH1', 'N']","['S', 'EH', 'N']",3,0.3333333333333333,0.0
130,bel,"['B', 'EH1', 'L']","['B', 'EH', 'L']",3,0.3333333333333333,0.0
131,bre,"['B', 'R', 'IY1']","['B', 'R', 'IY']",3,0.3333333333333333,0.0
132,sel,"['S', 'EH1', 'L']","['S', 'EH', 'L']",3,0.3333333333333333,0.0
133,ana,"['AA1', 'N', 'AH0']","['AA', 'N', 'AH']",3,0.3333333333333333,0.3333333333333333
134,oct,"['AO0', 'K', 'T', 'OW1', 'B', 'ER0']","['AO', 'K', 'T', 'OW', 'B', 'ER']",6,0.3333333333333333,0.16666666666666666
135,lov,"['L', 'AA1', 'V']","['L', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
136,exa,"['EH1', 'K', 'S', 'AH0']","['EH', 'K', 'S', 'AH']",4,0.3333333333333333,0.25
137,lim,"['L', 'IH1', 'M']","['L', 'IH', 'M']",3,0.3333333333333333,0.0
138,sto,"['S', 'T', 'OW1']","['S', 'T', 'OW']",3,0.3333333333333333,0.0
139,pri,"['P', 'R', 'AY1']","['P', 'R', 'AY']",3,0.3333333333333333,0.0
143,fam,"['F', 'AE1', 'M']","['F', 'AE', 'M']",3,0.3333333333333333,0.3333333333333333
144,bul,"['B', 'AH1', 'L']","['B', 'AH', 'L']",3,0.3333333333333333,0.3333333333333333
145,med,"['M', 'EH1', 'D']","['M', 'EH', 'D']",3,0.3333333333333333,0.3333333333333333
146,lin,"['L', 'IH1', 'N']","['L', 'IH', 'N']",3,0.3333333333333333,0.0
147,doc,"['D', 'AA1', 'K']","['D', 'AA', 'K']",3,0.3333333333333333,0.0
148,sim,"['S', 'IH1', 'M']","['S', 'IH', 'M']",3,0.3333333333333333,0.3333333333333333
149,fis,"['F', 'IH1', 'S']","['F', 'IH', 'S']",3,0.3333333333333333,0.3333333333333333
150,ama,"['AA1', 'M', 'AH0']","['AA', 'M', 'AH']",3,0.3333333333333333,0.3333333333333333
151,pol,"['P', 'AO1', 'L']","['P', 'AO', 'L']",3,0.3333333333333333,0.0
152,mes,"['M', 'EH1', 'S']","['M', 'EH', 'S']",3,0.3333333333333333,0.0
153,spe,"['S', 'P', 'IY1']","['S', 'P', 'IY']",3,0.3333333333333333,0.3333333333333333
154,mim,"['M', 'IH1', 'M']","['M', 'IH', 'M']",3,0.3333333333333333,0.3333333333333333
155,cra,"['K', 'R', 'AA1']","['K', 'R', 'AA']",3,0.3333333333333333,0.3333333333333333
156,jac,"['JH', 'AE1', 'K']","['JH', 'AE', 'K']",3,0.3333333333333333,0.0
157,sop,"['S', 'AA1', 'P']","['S', 'AA', 'P']",3,0.3333333333333333,0.3333333333333333
158,adm,"['AE1', 'D', 'AH0', 'M']","['AE', 'D', 'AH', 'M']",4,0.3333333333333333,0.0
159,adu,"['AH0', 'D', 'UW1']","['AH', 'D', 'UW']",3,0.3333333333333333,0.0
160,pac,"['P', 'AE1', 'K']","['P', 'AE', 'K']",3,0.3333333333333333,0.0
161,alu,"['AA1', 'L', 'UW0']","['AA', 'L', 'UW']",3,0.3333333333333333,0.3333333333333333
162,exh,"['EH1', 'K', 'S']","['EH', 'K', 'S']",3,0.3333333333333333,0.0
163,mex,"['M', 'EH1', 'K', 'S']","['M', 'EH', 'K', 'S']",4,0.3333333333333333,0.25
164,unl,"['AH1', 'N', 'AH0', 'L']","['AH', 'N', 'AH', 'L']",4,0.3333333333333333,0.25
165,req,"['R', 'IY1', 'K']","['R', 'IY', 'K']",3,0.3333333333333333,0.0
166,sud,"['S', 'AH1', 'D']","['S', 'AH', 'D']",3,0.3333333333333333,0.3333333333333333
167,fut,"['F', 'AH1', 'T']","['F', 'AH', 'T']",3,0.3333333333333333,0.3333333333333333
168,els,"['EH1', 'L', 'Z']","['EH', 'L', 'Z']",3,0.3333333333333333,0.3333333333333333
169,jan,"['JH', 'AE1', 'N']","['JH', 'AE', 'N']",3,0.3333333333333333,0.3333333333333333
171,qua,"['K', 'W', 'AA1']","['K', 'W', 'AA']",3,0.3333333333333333,0.3333333333333333
172,spl,"['S', 'P', 'EH1', 'L']","['S', 'P', 'EH', 'L']",4,0.3333333333333333,0.0
173,fal,"['F', 'AE1', 'L']","['F', 'AE', 'L']",3,0.3333333333333333,0.3333333333333333
174,ext,"['EH1', 'K', 'S', 'T']","['EH', 'K', 'S', 'T']",4,0.3333333333333333,0.25
175,mus,"['M', 'AH1', 'S']","['M', 'AH', 'S']",3,0.3333333333333333,0.3333333333333333
176,epi,"['EH1', 'P', 'IY0']","['EH', 'P', 'IY']",3,0.3333333333333333,0.3333333333333333
177,del,"['D', 'EH1', 'L']","['D', 'EH', 'L']",3,0.3333333333333333,0.0
178,org,"['AO1', 'R', 'G']","['AO', 'R', 'G']",3,0.3333333333333333,0.3333333333333333
179,ato,"['EY1', 'T', 'OW0']","['EY', 'T', 'OW']",3,0.3333333333333333,0.3333333333333333
180,neg,"['N', 'EH1', 'G']","['N', 'EH', 'G']",3,0.3333333333333333,0.3333333333333333
181,dep,"['D', 'EH1', 'P']","['D', 'EH', 'P']",3,0.3333333333333333,0.0
182,cle,"['K', 'L', 'IY1']","['K', 'L', 'IY']",3,0.3333333333333333,0.3333333333333333
184,upg,"['AH1', 'P', 'G']","['AH', 'P', 'G']",3,0.3333333333333333,0.3333333333333333
185,abs,"['EY1', 'B', 'IY1', 'EH1', 'S']","['EY', 'B', 'IY', 'EH', 'S']",5,0.3333333333333333,0.4
187,evi,"['EH1', 'V', 'IY0']","['EH', 'V', 'IY']",3,0.3333333333333333,0.3333333333333333
188,tra,"['T', 'R', 'AA1']","['T', 'R', 'AA']",3,0.3333333333333333,0.3333333333333333
193,mut,"['M', 'AH1', 'T']","['M', 'AH', 'T']",3,0.3333333333333333,0.0
194,ani,"['AA1', 'N', 'IY0']","['AA', 'N', 'IY']",3,0.3333333333333333,0.3333333333333333
196,hys,"['HH', 'AY1', 'Z']","['HH', 'AY', 'Z']",3,0.3333333333333333,0.0
197,unp,"['AH1', 'N', 'P']","['AH', 'N', 'P']",3,0.3333333333333333,0.3333333333333333
198,nuc,"['N', 'AH1', 'K']","['N', 'AH', 'K']",3,0.3333333333333333,0.3333333333333333
200,hos,"['HH', 'AA1', 'S']","['HH', 'AA', 'S']",3,0.3333333333333333,0.0
201,dem,"['D', 'EH1', 'M']","['D', 'EH', 'M']",3,0.3333333333333333,0.3333333333333333
202,exe,"['EH1', 'K', 'S']","['EH', 'K', 'S']",3,0.3333333333333333,0.0
204,mag,"['M', 'AE1', 'G']","['M', 'AE', 'G']",3,0.3333333333333333,0.3333333333333333
205,cru,"['K', 'R', 'UW1']","['K', 'R', 'UW']",3,0.3333333333333333,0.0
207,dri,"['D', 'R', 'AY1']","['D', 'R', 'AY']",3,0.3333333333333333,0.0
209,obv,"['AA1', 'B', 'V']","['AA', 'B', 'V']",3,0.6666666666666666,0.6666666666666666
210,tec,"['T', 'EH1', 'K']","['T', 'EH', 'K']",3,0.3333333333333333,0.0
211,tun,"['T', 'AH1', 'N']","['T', 'AH', 'N']",3,0.3333333333333333,0.0
212,abi,"['AE1', 'B', 'IY0']","['AE', 'B', 'IY']",3,0.3333333333333333,0.0
213,arb,"['AA1', 'R', 'B']","['AA', 'R', 'B']",3,0.3333333333333333,0.3333333333333333
214,sna,"['S', 'N', 'AA1']","['S', 'N', 'AA']",3,0.3333333333333333,0.3333333333333333
215,gre,"['G', 'R', 'IY1']","['G', 'R', 'IY']",3,0.3333333333333333,0.3333333333333333
216,blo,"['B', 'L', 'OW1']","['B', 'L', 'OW']",3,0.3333333333333333,0.0
217,fil,"['F', 'IH1', 'L']","['F', 'IH', 'L']",3,0.3333333333333333,0.0
219,vid,"['V', 'IH1', 'D']","['V', 'IH', 'D']",3,0.3333333333333333,0.3333333333333333
221,ste,"['S', 'T', 'IY1']","['S', 'T', 'IY']",3,0.3333333333333333,0.3333333333333333
222,rac,"['R', 'AE1', 'K']","['R', 'AE', 'K']",3,0.3333333333333333,0.0
224,mcq,"['M', 'AH0', 'K', 'F', 'AO1', 'K']","['M', 'AH', 'K', 'F', 'AO', 'K']",6,0.6666666666666666,0.3333333333333333
225,det,"['D', 'EH1', 'T']","['D', 'EH', 'T']",3,0.3333333333333333,0.0
226,fem,"['F', 'EH1', 'M']","['F', 'EH', 'M']",3,0.3333333333333333,0.0
228,fli,"['F', 'L', 'AY1']","['F', 'L', 'AY']",3,0.3333333333333333,0.0
230,num,"['N', 'AH1', 'M']","['N', 'AH', 'M']",3,0.3333333333333333,0.0
235,hol,"['HH', 'OW1', 'L']","['HH', 'OW', 'L']",3,0.3333333333333333,0.0
237,orp,"['AO1', 'R', 'P']","['AO', 'R', 'P']",3,0.3333333333333333,0.3333333333333333
238,mic,"['M', 'IH1', 'K']","['M', 'IH', 'K']",3,0.3333333333333333,0.0
239,ans,"['AE1', 'N', 'Z']","['AE', 'N', 'Z']",3,0.3333333333333333,0.3333333333333333
240,sym,"['S', 'IH1', 'M']","['S', 'IH', 'M']",3,0.3333333333333333,0.3333333333333333
241,obs,"['AA1', 'B', 'Z']","['AA', 'B', 'Z']",3,0.3333333333333333,0.3333333333333333
242,lig,"['L', 'AY1', 'G']","['L', 'AY', 'G']",3,0.3333333333333333,0.3333333333333333
243,bac,"['B', 'AE1', 'K']","['B', 'AE', 'K']",3,0.3333333333333333,0.0
245,ber,"['B', 'EH1', 'R']","['B', 'EH', 'R']",3,0.3333333333333333,0.0
246,cor,"['K', 'AO1', 'R']","['K', 'AO', 'R']",3,0.3333333333333333,0.0
247,cla,"['K', 'L', 'AA1']","['K', 'L', 'AA']",3,0.3333333333333333,0.3333333333333333
248,mis,"['M', 'IH1', 'S']","['M', 'IH', 'S']",3,0.3333333333333333,0.0
249,fed,"['F', 'EH1', 'D']","['F', 'EH', 'D']",3,0.3333333333333333,0.3333333333333333
251,sis,"['S', 'IH1', 'S']","['S', 'IH', 'S']",3,0.3333333333333333,0.3333333333333333
252,acr,"['AE1', 'K', 'S']","['AE', 'K', 'S']",3,0.3333333333333333,0.0
253,emb,"['EH1', 'M', 'B']","['EH', 'M', 'B']",3,0.3333333333333333,0.3333333333333333
255,maj,"['M', 'AE1', 'JH']","['M', 'AE', 'JH']",3,0.3333333333333333,0.3333333333333333
256,sca,"['S', 'K', 'EY1']","['S', 'K', 'EY']",3,0.3333333333333333,0.3333333333333333
258,agr,"['AE1', 'G', 'ER0']","['AE', 'G', 'ER']",3,0.3333333333333333,0.3333333333333333
259,fug,"['F', 'AH1', 'G']","['F', 'AH', 'G']",3,0.3333333333333333,0.3333333333333333
261,afr,"['AE1', 'F', 'ER0']","['AE', 'F', 'ER']",3,0.3333333333333333,0.3333333333333333
262,mos,"['M', 'AO1', 'S']","['M', 'AO', 'S']",3,0.3333333333333333,0.0
263,edu,"['EH1', 'D', 'Y', 'UW0']","['EH', 'D', 'Y', 'UW']",4,0.3333333333333333,0.5
264,ima,"['AY1', 'M', 'AH0']","['AY', 'M', 'AH']",3,0.3333333333333333,0.3333333333333333
265,cyl,"['S', 'IH1', 'L']","['S', 'IH', 'L']",3,0.3333333333333333,0.0
266,upd,"['AH1', 'P', 'T']","['AH', 'P', 'T']",3,0.3333333333333333,0.0
268,deg,"['D', 'EH1', 'G']","['D', 'EH', 'G']",3,0.3333333333333333,0.3333333333333333
269,tex,"['T', 'EH1', 'K', 'S']","['T', 'EH', 'K', 'S']",4,0.3333333333333333,0.0
270,mer,"['M', 'EH1', 'R']","['M', 'EH', 'R']",3,0.3333333333333333,0.0
271,hel,"['HH', 'EH1', 'L']","['HH', 'EH', 'L']",3,0.3333333333333333,0.0
272,bef,"['B', 'EH1', 'F']","['B', 'EH', 'F']",3,0.3333333333333333,0.3333333333333333
273,hus,"['HH', 'AH1', 'S']","['HH', 'AH', 'S']",3,0.3333333333333333,0.3333333333333333
275,lif,"['L', 'IH1', 'F']","['L', 'IH', 'F']",3,0.3333333333333333,0.3333333333333333
276,ner,"['N', 'EH1', 'R']","['N', 'EH', 'R']",3,0.3333333333333333,0.0
279,suc,"['S', 'AH1', 'K']","['S', 'AH', 'K']",3,0.3333333333333333,0.0
280,shr,"['SH', 'R', 'AA1']","['SH', 'R', 'AA']",3,0.3333333333333333,0.3333333333333333
281,dru,"['D', 'R', 'UW1']","['D', 'R', 'UW']",3,0.3333333333333333,0.0
282,fuc,"['F', 'AH1', 'K']","['F', 'AH', 'K']",3,0.3333333333333333,0.0
284,mal,"['M', 'AE1', 'L']","['M', 'AE', 'L']",3,0.3333333333333333,0.3333333333333333
285,cav,"['K', 'AA1', 'V']","['K', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
286,sid,"['S', 'IH1', 'D']","['S', 'IH', 'D']",3,0.3333333333333333,0.0
288,unu,"['Y', 'UW1', 'N', 'UW0']","['Y', 'UW', 'N', 'UW']",4,0.3333333333333333,0.25
289,min,"['M', 'IH1', 'N']","['M', 'IH', 'N']",3,0.3333333333333333,0.0
290,onl,"['AO1', 'N', 'D', 'AH0', 'L']","['AO', 'N', 'D', 'AH', 'L']",5,0.3333333333333333,0.4
291,sli,"['S', 'L', 'AY1']","['S', 'L', 'AY']",3,0.3333333333333333,0.0
292,spr,"['S', 'P', 'ER1']","['S', 'P', 'ER']",3,0.3333333333333333,0.0
293,mif,"['M', 'IH1', 'F']","['M', 'IH', 'F']",3,0.3333333333333333,0.3333333333333333
294,dra,"['D', 'R', 'AA1']","['D', 'R', 'AA']",3,0.3333333333333333,0.3333333333333333
295,bas,"['B', 'AE1', 'S']","['B', 'AE', 'S']",3,0.3333333333333333,0.0
297,bic,"['B', 'IH1', 'K']","['B', 'IH', 'K']",3,0.3333333333333333,0.3333333333333333
298,kil,"['K', 'IH1', 'L']","['K', 'IH', 'L']",3,0.3333333333333333,0.0
300,bor,"['B', 'AO1', 'R']","['B', 'AO', 'R']",3,0.3333333333333333,0.0
301,gla,"['G', 'L', 'AA1']","['G', 'L', 'AA']",3,0.3333333333333333,0.3333333333333333
302,emo,"['EH1', 'M', 'OW0']","['EH', 'M', 'OW']",3,0.3333333333333333,0.3333333333333333
303,obj,"['AA1', 'B', 'JH']","['AA', 'B', 'JH']",3,0.3333333333333333,0.6666666666666666
304,usu,"['Y', 'UW1', 'S', 'UW0']","['Y', 'UW', 'S', 'UW']",4,0.3333333333333333,0.25
305,cre,"['K', 'R', 'EY1']","['K', 'R', 'EY']",3,0.3333333333333333,0.0
306,nob,"['N', 'AA1', 'B']","['N', 'AA', 'B']",3,0.3333333333333333,0.0
307,smo,"['S', 'M', 'UW1']","['S', 'M', 'UW']",3,0.3333333333333333,0.3333333333333333
309,raf,"['R', 'AE1', 'F']","['R', 'AE', 'F']",3,0.3333333333333333,0.3333333333333333
310,hav,"['HH', 'AA1', 'V']","['HH', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
313,fes,"['F', 'EH1', 'S']","['F', 'EH', 'S']",3,0.3333333333333333,0.3333333333333333
314,spi,"['S', 'P', 'AY1']","['S', 'P', 'AY']",3,0.3333333333333333,0.0
315,swe,"['S', 'W', 'IY1']","['S', 'W', 'IY']",3,0.3333333333333333,0.3333333333333333
316,sav,"['S', 'AA1', 'V']","['S', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
318,tui,"['T', 'UW1', 'IY0']","['T', 'UW', 'IY']",3,0.3333333333333333,0.3333333333333333
319,opi,"['OW1', 'P', 'IY0']","['OW', 'P', 'IY']",3,0.3333333333333333,0.6666666666666666
320,evo,"['EH1', 'V', 'OW0']","['EH', 'V', 'OW']",3,0.3333333333333333,0.3333333333333333
321,gat,"['G', 'AE1', 'T']","['G', 'AE', 'T']",3,0.3333333333333333,0.3333333333333333
322,asp,"['AE1', 'S', 'P']","['AE', 'S', 'P']",3,0.3333333333333333,0.3333333333333333
323,sep,"['S', 'EH1', 'P']","['S', 'EH', 'P']",3,0.3333333333333333,0.3333333333333333
324,bla,"['B', 'L', 'AA1']","['B', 'L', 'AA']",3,0.3333333333333333,0.0
327,asy,"['EY1', 'S', 'IY0']","['EY', 'S', 'IY']",3,0.3333333333333333,0.3333333333333333
328,bap,"['B', 'AE1', 'P']","['B', 'AE', 'P']",3,0.3333333333333333,0.3333333333333333
329,bod,"['B', 'AA1', 'D']","['B', 'AA', 'D']",3,0.3333333333333333,0.3333333333333333
330,cov,"['K', 'OW1', 'V']","['K', 'OW', 'V']",3,0.3333333333333333,0.0
332,wav,"['W', 'AA1', 'V']","['W', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
333,que,"['K', 'Y', 'UW1']","['K', 'Y', 'UW']",3,0.3333333333333333,0.0
334,fla,"['F', 'L', 'AA1']","['F', 'L', 'AA']",3,0.3333333333333333,0.3333333333333333
336,tes,"['T', 'EH1', 'S']","['T', 'EH', 'S']",3,0.3333333333333333,0.0
337,sug,"['S', 'AH1', 'G']","['S', 'AH', 'G']",3,0.3333333333333333,0.3333333333333333
338,fav,"['F', 'AA1', 'V']","['F', 'AA', 'V']",3,0.3333333333333333,0.3333333333333333
339,kic,"['K', 'IH1', 'K']","['K', 'IH', 'K']",3,0.3333333333333333,0.0
340,gri,"['G', 'R', 'IY1']","['G', 'R', 'IY']",3,0.3333333333333333,0.3333333333333333
