,Word,Phonemes,No Stress,Length,Morphology
2309,injus,"['IH1', 'N', 'JH', 'AH0', 'S']","['IH', 'N', 'JH', 'AH', 'S']",5,simple
2310,himem,"['HH', 'IH1', 'M', 'AH0', 'M']","['HH', 'IH', 'M', 'AH', 'M']",5,simple
2319,favig,"['F', 'AA1', 'V', 'IH0', 'G']","['F', 'AA', 'V', 'IH', 'G']",5,simple
2328,resua,"['R', 'EH1', 'S', 'Y', 'AH0']","['R', 'EH', 'S', 'Y', 'AH']",5,simple
2345,otroa,"['AW0', 'T', 'R', 'OW1', 'AH0']","['AW', 'T', 'R', 'OW', 'AH']",5,simple
2348,dissid,"['D', 'IH1', 'S', 'AH0', 'D']","['D', 'IH', 'S', 'AH', 'D']",5,simple
2349,upgress,"['AH1', 'P', 'G', 'ER0', 'S']","['AH', 'P', 'G', 'ER', 'Z']",5,simple
2351,anywhe,"['AH0', 'N', 'AY1', 'Y', 'UW2']","['AH', 'N', 'AY', 'Y', 'UW']",5,simple
2352,assasy,"['AH0', 'S', 'AA1', 'S', 'IY0']","['AH', 'S', 'AA', 'S', 'IY']",5,simple
2354,rathap,"['R', 'AE1', 'TH', 'AH0', 'P']","['R', 'AE', 'TH', 'AH', 'P']",5,simple
2369,bormie,"['B', 'AO1', 'R', 'M', 'IY0']","['B', 'AO', 'R', 'M', 'IY']",5,simple
2372,appefi,"['AH0', 'P', 'EH1', 'F', 'IY0']","['AH', 'P', 'EH', 'F', 'IY']",5,simple
2374,conthd,"['K', 'AA1', 'N', 'TH', 'T']","['K', 'AA', 'N', 'TH', 'T']",5,simple
2377,defork,"['D', 'EH1', 'F', 'ER0', 'K']","['D', 'EH', 'F', 'ER', 'K']",5,simple
2405,redwee,"['R', 'EH1', 'D', 'W', 'IY2']","['R', 'EH', 'D', 'W', 'IY']",5,simple
2412,sithro,"['S', 'IH1', 'TH', 'R', 'OW0']","['S', 'IH', 'TH', 'R', 'OW']",5,simple
2425,getert,"['G', 'EH1', 'T', 'ER0', 'T']","['G', 'EH', 'T', 'ER', 'T']",5,simple
2426,astath,"['AE1', 'S', 'T', 'AA0', 'TH']","['AE', 'S', 'T', 'AA', 'TH']",5,simple
2427,addrol,"['AE1', 'D', 'R', 'AH0', 'L']","['AE', 'D', 'R', 'AH', 'L']",5,simple
2436,bilway,"['B', 'IH1', 'L', 'W', 'EY2']","['B', 'IH', 'L', 'W', 'EY']",5,simple
2453,eurown,"['Y', 'UW1', 'R', 'AW0', 'N']","['Y', 'UW', 'R', 'AW', 'N']",5,simple
2456,perlic,"['P', 'ER1', 'L', 'IH0', 'K']","['P', 'ER', 'L', 'IH', 'K']",5,simple
2458,nethio,"['N', 'EH1', 'TH', 'IY0', 'OW0']","['N', 'EH', 'TH', 'IY', 'OW']",5,simple
2460,jultur,"['JH', 'UW1', 'L', 'T', 'ER0']","['JH', 'UW', 'L', 'T', 'ER']",5,simple
2464,paptai,"['P', 'AE1', 'P', 'T', 'EY0']","['P', 'AE', 'P', 'T', 'EY']",5,simple
2486,anymed,"['AH0', 'N', 'IY1', 'M', 'D']","['AH', 'N', 'IY', 'M', 'D']",5,simple
2487,radice,"['R', 'AE1', 'D', 'IH0', 'S']","['R', 'AE', 'D', 'IH', 'S']",5,simple
2491,mellem,"['M', 'EH1', 'L', 'IH0', 'M']","['M', 'EH', 'L', 'IH', 'M']",5,simple
2516,whomat,"['HH', 'OW1', 'M', 'AE2', 'T']","['HH', 'OW', 'M', 'AE', 'T']",5,simple
2546,ferside,"['F', 'ER1', 'S', 'AY2', 'D']","['F', 'IH', 'S', 'D', 'AY']",5,simple
2552,pertat,"['P', 'ER1', 'T', 'AH0', 'T']","['P', 'ER', 'T', 'AH', 'T']",5,simple
2554,octime,"['AA1', 'K', 'T', 'IY0', 'M']","['AA', 'K', 'T', 'IY', 'M']",5,simple
2567,recause,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",5,simple
2575,mintai,"['M', 'IH0', 'N', 'T', 'AY1']","['M', 'IH', 'N', 'T', 'AY']",5,simple
2628,aggrat,"['AE1', 'G', 'R', 'AE0', 'T']","['AE', 'G', 'R', 'AE', 'T']",5,simple
2634,teetin,"['T', 'IY1', 'T', 'IH0', 'N']","['T', 'IY', 'T', 'IH', 'N']",5,simple
2638,nonver,"['N', 'AA1', 'N', 'V', 'ER0']","['N', 'AA', 'N', 'V', 'ER']",5,simple
2640,haptai,"['HH', 'AE1', 'P', 'T', 'EY0']","['HH', 'AE', 'P', 'T', 'EY']",5,simple
2647,naudin,"['N', 'AO1', 'D', 'IH0', 'N']","['N', 'AO', 'D', 'IH', 'N']",5,simple
2649,macter,"['M', 'AH0', 'K', 'T', 'ER1']","['M', 'AH', 'K', 'T', 'ER']",5,simple
2651,eashwa,"['IY1', 'V', 'SH', 'W', 'AH0']","['IY', 'V', 'SH', 'W', 'AH']",5,simple
2666,paildr,"['P', 'EY1', 'L', 'D', 'ER0']","['P', 'EY', 'L', 'D', 'ER']",5,simple
2668,souroa,"['S', 'UW1', 'R', 'OW2', 'AH0']","['S', 'UW', 'R', 'OW', 'AH']",5,simple
2677,althod,"['AE1', 'L', 'TH', 'AH0', 'D']","['AE', 'L', 'TH', 'AH', 'D']",5,simple
2684,sommis,"['S', 'AA1', 'M', 'IH0', 'S']","['S', 'AA', 'M', 'IH', 'S']",5,simple
2707,basire,"['B', 'AH0', 'S', 'IY1', 'R']","['B', 'AH', 'S', 'IY', 'R']",5,simple
2709,lisole,"['L', 'IH0', 'S', 'OW1', 'L']","['L', 'IH', 'S', 'OW', 'L']",5,simple
2712,mushin,"['M', 'AH1', 'SH', 'IH0', 'N']","['M', 'AH', 'SH', 'IH', 'N']",5,simple
2723,sachno,"['S', 'AE1', 'K', 'N', 'OW0']","['S', 'AE', 'K', 'N', 'OW']",5,simple
2725,natiet,"['N', 'AE1', 'SH', 'IY0', 'T']","['N', 'AE', 'SH', 'IY', 'T']",5,simple
2727,hamoss,"['HH', 'EY1', 'M', 'OW0', 'S']","['HH', 'EY', 'M', 'OW', 'S']",5,simple
2740,unlien,"['AH1', 'N', 'L', 'IY0', 'N']","['AH', 'N', 'L', 'IY', 'N']",5,simple
2748,econze,"['IH0', 'K', 'AA1', 'N', 'Z']","['IH', 'K', 'AA', 'N', 'Z']",5,simple
2749,waffit,"['W', 'AA1', 'F', 'IH0', 'T']","['W', 'AA', 'F', 'IH', 'T']",5,simple
2753,comeov,"['K', 'AH1', 'M', 'V', 'AO2']","['K', 'AH', 'M', 'V', 'AO']",5,simple
2756,horrec,"['HH', 'AO1', 'R', 'IH0', 'K']","['HH', 'AO', 'R', 'IH', 'K']",5,simple
2760,wooket,"['W', 'UH1', 'K', 'IH0', 'T']","['W', 'UH', 'K', 'IH', 'T']",5,simple
2761,thetit,"['TH', 'EH1', 'T', 'IH0', 'T']","['TH', 'EH', 'T', 'IH', 'T']",5,simple
2763,fanate,"['F', 'AH0', 'N', 'EY1', 'T']","['F', 'AH', 'N', 'EY', 'T']",5,simple
2768,everac,"['EH1', 'V', 'R', 'AH0', 'K']","['EH', 'V', 'R', 'AH', 'K']",5,simple
2790,direep,"['D', 'AY1', 'R', 'AH0', 'P']","['D', 'AY', 'R', 'AH', 'P']",5,simple
2801,nummun,"['N', 'AH0', 'M', 'AH1', 'N']","['N', 'AH', 'M', 'AH', 'N']",5,simple
2803,headlo,"['HH', 'EH1', 'D', 'L', 'OW0']","['HH', 'EH', 'D', 'L', 'OW']",5,simple
2804,mussid,"['M', 'AH1', 'S', 'IH0', 'D']","['M', 'AH', 'S', 'IH', 'D']",5,simple
2814,burpri,"['B', 'ER1', 'P', 'R', 'IY0']","['B', 'ER', 'P', 'R', 'IY']",5,simple
2828,syseth,"['S', 'AY1', 'S', 'EH2', 'TH']","['S', 'AY', 'S', 'EH', 'TH']",5,simple
2848,bulfor,"['B', 'UH1', 'L', 'F', 'ER0']","['B', 'UH', 'L', 'F', 'ER']",5,simple
2862,eurper,"['Y', 'UW1', 'R', 'P', 'ER0']","['Y', 'UW', 'R', 'P', 'ER']",5,simple
2869,dimeth,"['D', 'IH1', 'M', 'IH0', 'TH']","['D', 'IH', 'M', 'IH', 'TH']",5,simple
2875,avaing,"['AH0', 'V', 'EY1', 'IH0', 'NG']","['AH', 'V', 'EY', 'IH', 'NG']",5,simple
2909,thapet,"['TH', 'AE1', 'P', 'AH0', 'T']","['TH', 'AE', 'P', 'AH', 'T']",5,simple
2914,reprer,"['R', 'EH1', 'P', 'ER0', 'ER0']","['R', 'EH', 'P', 'ER', 'ER']",5,simple
2926,uniffe,"['Y', 'UW1', 'N', 'IH0', 'F']","['Y', 'UW', 'N', 'IH', 'F']",5,simple
2932,aniter,"['AE1', 'N', 'IY0', 'T', 'ER0']","['AE', 'N', 'IY', 'T', 'ER']",5,simple
2940,instme,"['IH1', 'N', 'T', 'S', 'M']","['IH', 'N', 'T', 'S', 'M']",5,simple
2941,mulboy,"['M', 'AH1', 'L', 'B', 'OY2']","['M', 'AH', 'L', 'B', 'OY']",5,simple
2962,sinagr,"['S', 'AY1', 'N', 'AA2', 'R']","['S', 'AY', 'N', 'AA', 'R']",5,simple
2978,reasid,"['R', 'IY1', 'S', 'IH0', 'D']","['R', 'IY', 'S', 'IH', 'D']",5,simple
2984,alrear,"['AA0', 'L', 'R', 'AA1', 'R']","['AA', 'L', 'R', 'AA', 'R']",5,simple
2993,wiltia,"['W', 'IH1', 'L', 'CH', 'AH0']","['W', 'IH', 'L', 'CH', 'AH']",5,simple
3003,orguse,"['AO0', 'R', 'G', 'EY1', 'S']","['AO', 'R', 'G', 'EY', 'S']",5,simple
3007,repose,"['R', 'IY0', 'P', 'OW1', 'Z']","['R', 'IY', 'P', 'OW', 'Z']",5,simple
3013,nothdr,"['N', 'AH1', 'DH', 'D', 'ER0']","['N', 'AH', 'DH', 'D', 'ER']",5,simple
3019,toreth,"['T', 'AO1', 'R', 'IH0', 'TH']","['T', 'AO', 'R', 'IH', 'TH']",5,simple
3025,offolv,"['AO1', 'F', 'OW0', 'L', 'V']","['AO', 'F', 'OW', 'L', 'V']",5,simple
3033,notall,"['N', 'OW1', 'T', 'AO2', 'L']","['N', 'OW', 'T', 'AO', 'L']",5,simple
3040,durdin,"['D', 'ER1', 'D', 'IH0', 'N']","['D', 'ER', 'D', 'IH', 'N']",5,simple
3064,accabo,"['AH0', 'K', 'AE1', 'B', 'OW0']","['AH', 'K', 'AE', 'B', 'OW']",5,simple
3065,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5,simple
3079,inswee,"['IH0', 'N', 'S', 'W', 'EY1']","['IH', 'N', 'S', 'W', 'EY']",5,simple
3090,happos,"['HH', 'AE1', 'P', 'OW0', 'Z']","['HH', 'AE', 'P', 'OW', 'Z']",5,simple
3095,ezerag,"['EH1', 'Z', 'ER0', 'AE0', 'G']","['EH', 'Z', 'ER', 'AE', 'G']",5,simple
3100,thonym,"['TH', 'AA1', 'N', 'IY0', 'M']","['TH', 'AA', 'N', 'IY', 'M']",5,simple
3102,pervid,"['P', 'ER1', 'V', 'IH0', 'D']","['P', 'ER', 'V', 'IH', 'D']",5,simple
3110,obtall,"['AH0', 'B', 'T', 'AA1', 'L']","['AH', 'B', 'T', 'AA', 'L']",5,simple
3113,ellocr,"['EH1', 'L', 'AH0', 'K', 'ER0']","['EH', 'L', 'AH', 'K', 'ER']",5,simple
3116,pervio,"['P', 'ER1', 'V', 'IY0', 'OW0']","['P', 'ER', 'V', 'IY', 'OW']",5,simple
3121,beitin,"['B', 'AY0', 'T', 'IY1', 'N']","['B', 'AY', 'T', 'IY', 'N']",5,simple
3122,willwa,"['W', 'IH1', 'L', 'W', 'AH0']","['W', 'IH', 'L', 'W', 'AH']",5,simple
3128,epiris,"['EH1', 'P', 'ER0', 'IH0', 'S']","['EH', 'P', 'ER', 'IH', 'S']",5,simple
3136,dogerv,"['D', 'AA1', 'G', 'ER0', 'V']","['D', 'AA', 'G', 'ER', 'V']",5,simple
3138,obvies,"['AA1', 'B', 'V', 'IY0', 'Z']","['AA', 'B', 'V', 'IY', 'Z']",5,simple
3153,unfice,"['AH0', 'N', 'F', 'AY1', 'S']","['AH', 'N', 'F', 'AY', 'S']",5,simple
3155,pictai,"['P', 'IH0', 'K', 'T', 'EY1']","['P', 'IH', 'K', 'T', 'EY']",5,simple
3167,pothol,"['P', 'AA1', 'TH', 'AH0', 'L']","['P', 'AA', 'TH', 'AH', 'L']",5,simple
3168,tonoun,"['T', 'AH0', 'N', 'UW1', 'N']","['T', 'AH', 'N', 'UW', 'N']",5,simple
3171,earelf,"['EH1', 'R', 'L', 'IH0', 'F']","['EH', 'R', 'L', 'IH', 'F']",5,simple
3177,taligh,"['T', 'AE1', 'L', 'IH0', 'G']","['T', 'AE', 'L', 'IH', 'G']",5,simple
3189,banade,"['B', 'AH0', 'N', 'EY1', 'D']","['B', 'AH', 'N', 'EY', 'D']",5,simple
3196,eituri,"['AY0', 'T', 'IY1', 'ER0', 'IY0']","['AY', 'T', 'IY', 'ER', 'IY']",5,simple
3200,speeho,"['S', 'P', 'IY1', 'HH', 'OW0']","['S', 'P', 'IY', 'HH', 'OW']",5,simple
3209,outtic,"['AW1', 'T', 'T', 'IH0', 'K']","['AW', 'T', 'T', 'IH', 'K']",5,simple
3211,occond,"['AH0', 'K', 'AA1', 'N', 'D']","['AH', 'K', 'AA', 'N', 'D']",5,simple
3221,wrinta,"['R', 'IH1', 'N', 'T', 'AH0']","['R', 'IH', 'N', 'T', 'AH']",5,simple
3232,surkin,"['S', 'ER1', 'K', 'IH0', 'N']","['S', 'ER', 'K', 'IH', 'N']",5,simple
3237,acceiv,"['AE0', 'K', 'S', 'IY1', 'V']","['AE', 'K', 'S', 'IY', 'V']",5,simple
3239,virear,"['V', 'IH1', 'R', 'IY0', 'R']","['V', 'IH', 'R', 'IY', 'R']",5,simple
3240,anorac,"['AE1', 'N', 'ER0', 'AE0', 'K']","['AE', 'N', 'ER', 'AE', 'K']",5,simple
3250,telide,"['T', 'EH2', 'L', 'AY1', 'D']","['T', 'EH', 'L', 'AY', 'D']",5,simple
3253,amners,"['AE1', 'M', 'N', 'ER0', 'Z']","['AE', 'M', 'N', 'ER', 'Z']",5,simple
3255,inivei,"['IH2', 'N', 'IY1', 'V', 'IY0']","['IH', 'N', 'IY', 'V', 'IY']",5,simple
3260,unriou,"['AH0', 'N', 'R', 'AY1', 'AH0']","['AH', 'N', 'R', 'AY', 'AH']",5,simple
3261,elarit,"['EH1', 'L', 'ER0', 'IH0', 'T']","['EH', 'L', 'ER', 'IH', 'T']",5,simple
3262,agreiv,"['AE1', 'G', 'R', 'IH0', 'V']","['AE', 'G', 'R', 'IH', 'V']",5,simple
3269,altheo,"['AE1', 'L', 'TH', 'IY0', 'OW0']","['AE', 'L', 'TH', 'IY', 'OW']",5,simple
3272,toweve,"['T', 'OW0', 'V', 'EH1', 'V']","['T', 'OW', 'V', 'EH', 'V']",5,simple
3290,efferal,"['EH1', 'F', 'ER0', 'AH0', 'L']","['EH', 'F', 'ER', 'AH', 'L']",5,simple
3292,awhicia,"['AH0', 'W', 'IY1', 'SH', 'AH0']","['AH', 'W', 'IY', 'SH', 'AH']",5,simple
3305,crether,"['K', 'R', 'EH1', 'DH', 'ER0']","['K', 'R', 'EH', 'DH', 'ER']",5,simple
3335,engethe,"['EH1', 'NG', 'G', 'IH0', 'TH']","['EH', 'NG', 'G', 'IH', 'TH']",5,simple
3340,reavern,"['R', 'IY1', 'V', 'ER0', 'N']","['R', 'IY', 'V', 'ER', 'N']",5,simple
3344,agaired,"['AH0', 'G', 'EY1', 'R', 'D']","['AH', 'G', 'EY', 'R', 'D']",5,simple
3348,fighwa,"['F', 'AY1', 'G', 'W', 'AH0']","['F', 'AY', 'G', 'W', 'AH']",5,simple
3360,attervo,"['AE1', 'T', 'ER0', 'V', 'OW0']","['AE', 'T', 'ER', 'V', 'OW']",5,simple
3367,awesent,"['AO1', 'Z', 'AH0', 'N', 'T']","['AO', 'Z', 'AH', 'N', 'T']",5,simple
3381,cohappe,"['K', 'OW0', 'HH', 'AE1', 'P']","['K', 'OW', 'HH', 'AE', 'P']",5,simple
3390,defethe,"['D', 'IH0', 'F', 'EH1', 'TH']","['D', 'IH', 'F', 'EH', 'TH']",5,simple
3455,applit,"['AE1', 'P', 'L', 'IH0', 'T']","['AE', 'P', 'L', 'IH', 'T']",5,simple
3462,hainip,"['HH', 'EY1', 'N', 'IH2', 'P']","['HH', 'EY', 'N', 'IH', 'P']",5,simple
3463,peoppio,"['P', 'AH0', 'P', 'IY1', 'OW0']","['P', 'AH', 'P', 'IY', 'OW']",5,simple
3467,purserv,"['P', 'ER1', 'S', 'ER0', 'V']","['P', 'ER', 'S', 'ER', 'V']",5,simple
3496,eurreze,"['Y', 'UW1', 'R', 'EH0', 'Z']","['Y', 'UW', 'R', 'EH', 'Z']",5,simple
3506,zeaderd,"['Z', 'IY1', 'D', 'ER0', 'D']","['Z', 'IY', 'D', 'ER', 'D']",5,simple
3519,courcia,"['K', 'UH1', 'R', 'CH', 'AH0']","['K', 'UH', 'R', 'CH', 'AH']",5,simple
3545,possia,"['P', 'AA1', 'SH', 'IY0', 'AH0']","['P', 'AA', 'SH', 'IY', 'AH']",5,simple
3562,domernm,"['D', 'AA1', 'M', 'ER0', 'N']","['D', 'AA', 'M', 'ER', 'N']",5,simple
3567,thirish,"['TH', 'IH1', 'R', 'IH0', 'SH']","['TH', 'IH', 'R', 'IH', 'SH']",5,simple
3602,wheatra,"['W', 'IY1', 'T', 'R', 'AH0']","['W', 'IY', 'T', 'R', 'AH']",5,simple
3616,eitiort,"['AY1', 'T', 'IY0', 'ER0', 'T']","['AY', 'T', 'IY', 'ER', 'T']",5,simple
3626,asseupt,"['AH0', 'S', 'UW1', 'P', 'T']","['AH', 'S', 'UW', 'P', 'T']",5,simple
3664,opecue,"['OW1', 'P', 'CH', 'UW0', 'K']","['OW', 'P', 'CH', 'UW', 'K']",5,simple
