,Word,Phonemes,No Stress,Length,Morphology
8501,nothervated,"['N', 'AA1', 'DH', 'ER0', 'V', 'EY2', 'T', 'IH0', 'D']","['N', 'AA', 'DH', 'ER', 'V', 'EY', 'T', 'IH', 'D']",9,simple
8543,haptedics,"['HH', 'AE1', 'P', 'T', 'AH0', 'D', 'IH0', 'K', 'S']","['HH', 'AE', 'P', 'T', 'AH', 'D', 'IH', 'K', 'S']",9,simple
8560,teciousnes,"['T', 'EH1', 'S', 'IY0', 'AH0', 'S', 'N', 'AH0', 'S']","['T', 'EH', 'S', 'IY', 'AH', 'S', 'N', 'AH', 'S']",9,simple
8604,usabolphy,"['Y', 'UW2', 'S', 'AH0', 'B', 'L', 'OW1', 'F', 'IY0']","['Y', 'UW', 'S', 'AH', 'B', 'L', 'OW', 'F', 'IY']",9,simple
8605,solutived,"['S', 'AH0', 'L', 'UW1', 'T', 'IH0', 'V', 'IH0', 'D']","['S', 'AH', 'L', 'UW', 'T', 'IH', 'V', 'IH', 'D']",9,simple
8623,enersdated,"['EH1', 'N', 'ER0', 'S', 'T', 'EY2', 'D', 'IH0', 'D']","['EH', 'N', 'ER', 'S', 'T', 'EY', 'D', 'IH', 'D']",9,simple
8680,shoceences,"['SH', 'OW1', 'S', 'IY0', 'N', 'AH0', 'S', 'T', 'S']","['SH', 'OW', 'S', 'IY', 'N', 'AH', 'S', 'T', 'S']",9,simple
8744,confriship,"['K', 'AH0', 'N', 'F', 'R', 'IH1', 'SH', 'IH0', 'NG']","['K', 'AH', 'N', 'F', 'R', 'IH', 'SH', 'IH', 'NG']",9,simple
8757,pundomence,"['P', 'AH1', 'N', 'D', 'AH0', 'M', 'AH0', 'N', 'S']","['P', 'AH', 'N', 'D', 'AH', 'M', 'AH', 'N', 'S']",9,simple
8783,heleciship,"['HH', 'EH1', 'L', 'AH0', 'S', 'IH2', 'SH', 'IH0', 'P']","['HH', 'EH', 'L', 'AH', 'S', 'IH', 'SH', 'IH', 'P']",9,simple
8787,solicallity,"['S', 'AH0', 'L', 'IH1', 'K', 'AH0', 'L', 'EY0', 'T']","['S', 'AH', 'L', 'IH', 'K', 'AH', 'L', 'EY', 'T']",9,simple
8838,sommotising,"['S', 'AH0', 'M', 'AA1', 'T', 'IH0', 'S', 'IH0', 'NG']","['S', 'AH', 'M', 'AA', 'T', 'IH', 'S', 'IH', 'NG']",9,simple
8862,implarsion,"['IH0', 'M', 'P', 'L', 'AE1', 'R', 'SH', 'AH0', 'N']","['IH', 'M', 'P', 'L', 'AE', 'R', 'SH', 'AH', 'N']",9,simple
8875,anyonsided,"['EH1', 'N', 'IY0', 'AH0', 'N', 'S', 'AY2', 'D', 'Z']","['EH', 'N', 'IY', 'AH', 'N', 'S', 'AY', 'D', 'Z']",9,simple
8898,funtructe,"['F', 'AH0', 'N', 'T', 'R', 'AH1', 'K', 'T', 'AH0']","['F', 'AH', 'N', 'T', 'R', 'AH', 'K', 'T', 'AH']",9,simple
8919,brientiting,"['B', 'R', 'IY1', 'T', 'N', 'IH0', 'T', 'IH0', 'NG']","['B', 'R', 'IY', 'T', 'N', 'IH', 'T', 'IH', 'NG']",9,simple
8946,withusent,"['W', 'IH1', 'TH', 'AH0', 'S', 'T', 'AH0', 'N', 'T']","['W', 'IH', 'TH', 'AH', 'S', 'T', 'AH', 'N', 'T']",9,simple
8953,awartessms,"['AH0', 'W', 'AO1', 'R', 'T', 'AH0', 'S', 'T', 'S']","['AH', 'W', 'AO', 'R', 'T', 'AH', 'S', 'T', 'S']",9,simple
9011,restaracy,"['R', 'EH2', 'S', 'T', 'AA1', 'R', 'AH0', 'S', 'IY0']","['R', 'EH', 'S', 'T', 'AA', 'R', 'AH', 'S', 'IY']",9,simple
9037,taluated,"['T', 'AE1', 'L', 'Y', 'UW0', 'EY2', 'T', 'IH0', 'D']","['T', 'AE', 'L', 'Y', 'UW', 'EY', 'T', 'IH', 'D']",9,simple
9053,statforal,"['S', 'T', 'AE1', 'T', 'F', 'AO0', 'R', 'AH0', 'L']","['S', 'T', 'AE', 'T', 'F', 'AO', 'R', 'AH', 'L']",9,simple
9054,deveracton,"['D', 'EH1', 'V', 'ER0', 'AH0', 'K', 'T', 'AH0', 'N']","['D', 'EH', 'V', 'ER', 'AH', 'K', 'T', 'AH', 'N']",9,simple
9084,psefulards,"['S', 'P', 'Y', 'UW1', 'F', 'L', 'ER0', 'D', 'Z']","['S', 'P', 'Y', 'UW', 'F', 'L', 'ER', 'D', 'Z']",9,simple
9112,stortuder,"['S', 'T', 'AO1', 'R', 'T', 'AH2', 'S', 'T', 'ER0']","['S', 'T', 'AO', 'R', 'T', 'AH', 'S', 'T', 'ER']",9,simple
9153,heautional,"['HH', 'Y', 'UW1', 'T', 'Y', 'AH0', 'N', 'AH0', 'L']","['HH', 'Y', 'UW', 'T', 'Y', 'AH', 'N', 'AH', 'L']",9,simple
9162,patcholoutio,"['P', 'AE2', 'CH', 'AH0', 'L', 'OW1', 'CH', 'IY0', 'OW0']","['P', 'AE', 'CH', 'AH', 'L', 'OW', 'CH', 'IY', 'OW']",9,simple
9163,unexiss,"['AH0', 'N', 'EH1', 'K', 'S', 'IH0', 'S', 'IH0', 'Z']","['AH', 'N', 'EH', 'K', 'S', 'IH', 'S', 'IH', 'Z']",9,simple
9202,travervation,"['T', 'R', 'AE2', 'V', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['T', 'R', 'AE', 'V', 'ER', 'EY', 'SH', 'AH', 'N']",9,simple
9205,govemption,"['G', 'AH1', 'V', 'M', 'AH0', 'T', 'SH', 'AH0', 'N']","['G', 'AH', 'V', 'M', 'AH', 'T', 'SH', 'AH', 'N']",9,simple
9233,sumbiated,"['S', 'AH1', 'M', 'B', 'IY0', 'EY2', 'T', 'IH0', 'D']","['S', 'AH', 'M', 'B', 'IY', 'EY', 'T', 'IH', 'D']",9,simple
9248,recausents,"['R', 'IY0', 'K', 'AO1', 'S', 'AH0', 'N', 'T', 'S']","['R', 'IY', 'K', 'AO', 'S', 'AH', 'N', 'T', 'S']",9,simple
9259,appotmatic,"['AE2', 'P', 'AH0', 'T', 'AE1', 'M', 'T', 'IH0', 'K']","['AE', 'P', 'AH', 'T', 'AE', 'M', 'T', 'IH', 'K']",9,simple
9282,matirmasts,"['M', 'EY1', 'T', 'ER0', 'M', 'AE2', 'S', 'T', 'S']","['M', 'EY', 'T', 'ER', 'M', 'AE', 'S', 'T', 'S']",9,simple
9284,popubless,"['P', 'AA1', 'P', 'AH0', 'L', 'AH0', 'S', 'AH0', 'Z']","['P', 'AA', 'P', 'AH', 'L', 'AH', 'S', 'AH', 'Z']",9,simple
9303,linguity,"['L', 'IH0', 'NG', 'G', 'W', 'IH0', 'T', 'IY0', 'AE1']","['L', 'IH', 'NG', 'G', 'W', 'IH', 'T', 'IY', 'AE']",9,simple
9307,certhentans,"['S', 'ER1', 'TH', 'AH0', 'N', 'T', 'AH0', 'N', 'Z']","['S', 'ER', 'TH', 'AH', 'N', 'T', 'AH', 'N', 'Z']",9,simple
9333,pialishely,"['P', 'AY2', 'AH0', 'L', 'EH1', 'SH', 'AH0', 'L', 'IY0']","['P', 'AY', 'AH', 'L', 'EH', 'SH', 'AH', 'L', 'IY']",9,simple
9347,surpristive,"['S', 'ER0', 'P', 'R', 'IH1', 'S', 'T', 'IH0', 'V']","['S', 'ER', 'P', 'R', 'IH', 'S', 'T', 'IH', 'V']",9,simple
9390,cartacties,"['K', 'AA1', 'R', 'T', 'AH0', 'K', 'T', 'IY0', 'Z']","['K', 'AA', 'R', 'T', 'AH', 'K', 'T', 'IY', 'Z']",9,simple
9426,campirence,"['K', 'AE1', 'M', 'P', 'AH0', 'K', 'R', 'AH0', 'N']","['K', 'AE', 'M', 'P', 'AH', 'K', 'R', 'AH', 'N']",9,simple
9438,officiptied,"['AH0', 'F', 'IH1', 'S', 'P', 'AH0', 'T', 'IY0', 'D']","['AH', 'F', 'IH', 'S', 'P', 'AH', 'T', 'IY', 'D']",9,simple
9445,befectural,"['B', 'IH0', 'F', 'EH1', 'K', 'CH', 'ER0', 'AH0', 'L']","['B', 'IH', 'F', 'EH', 'K', 'CH', 'ER', 'AH', 'L']",9,simple
9447,attroostely,"['AH0', 'T', 'R', 'UW1', 'S', 'T', 'IY0', 'L', 'IY0']","['AH', 'T', 'R', 'UW', 'S', 'T', 'IY', 'L', 'IY']",9,simple
9474,uniquenced,"['Y', 'UW1', 'N', 'IH0', 'K', 'AH2', 'N', 'S', 'T']","['Y', 'UW', 'N', 'IH', 'K', 'AH', 'N', 'S', 'T']",9,simple
9508,batoxidual,"['B', 'AE2', 'T', 'K', 'AH0', 'S', 'IH1', 'JH', 'AH0']","['B', 'AE', 'T', 'K', 'AH', 'S', 'IH', 'JH', 'AH']",9,simple
9529,towarrelarly,"['T', 'OW0', 'AO1', 'R', 'AH0', 'L', 'EH2', 'R', 'IY0']","['T', 'OW', 'AO', 'R', 'AH', 'L', 'EH', 'R', 'IY']",9,simple
9629,jantemence,"['JH', 'AE1', 'N', 'T', 'AH0', 'M', 'AH0', 'N', 'S']","['JH', 'AE', 'N', 'T', 'AH', 'M', 'AH', 'N', 'S']",9,simple
9673,inciforsary,"['IH0', 'N', 'S', 'IH1', 'F', 'ER0', 'AH0', 'S', 'IY0']","['IH', 'N', 'S', 'IH', 'F', 'ER', 'AH', 'S', 'IY']",9,simple
9688,amerythingly,"['AE1', 'M', 'ER0', 'IH0', 'TH', 'IH0', 'NG', 'L', 'IY0']","['AE', 'M', 'ER', 'IH', 'TH', 'IH', 'NG', 'L', 'IY']",9,simple
9721,horlicity,"['HH', 'AO0', 'R', 'L', 'IH1', 'S', 'AH0', 'T', 'IY0']","['HH', 'AO', 'R', 'L', 'IH', 'S', 'AH', 'T', 'IY']",9,simple
9728,explicary,"['IH0', 'K', 'S', 'P', 'L', 'IH1', 'K', 'ER0', 'IY0']","['IH', 'K', 'S', 'P', 'L', 'IH', 'K', 'ER', 'IY']",9,simple
9772,walcuition,"['W', 'AA2', 'L', 'K', 'Y', 'UW1', 'SH', 'AH0', 'N']","['W', 'AA', 'L', 'K', 'Y', 'UW', 'SH', 'AH', 'N']",9,simple
9831,debatoriately,"['D', 'AH0', 'B', 'AE1', 'T', 'ER0', 'AH0', 'T', 'IY0']","['D', 'AH', 'B', 'AE', 'T', 'ER', 'AH', 'T', 'IY']",9,simple
9888,recludely,"['R', 'EH1', 'K', 'AH0', 'L', 'D', 'UW2', 'L', 'IY0']","['R', 'EH', 'K', 'AH', 'L', 'D', 'UW', 'L', 'IY']",9,simple
9918,astioutess,"['AE1', 'S', 'T', 'IY0', 'AH0', 'T', 'AH0', 'S', 'T']","['AE', 'S', 'T', 'IY', 'AH', 'T', 'AH', 'S', 'T']",9,simple
9920,bostrolout,"['B', 'AA1', 'S', 'T', 'R', 'AH0', 'L', 'AW2', 'T']","['B', 'AA', 'S', 'T', 'R', 'AH', 'L', 'AW', 'T']",9,simple
9954,gatifition,"['G', 'AE2', 'T', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N']","['G', 'AE', 'T', 'AH', 'F', 'IH', 'SH', 'AH', 'N']",9,simple
9958,culticulare,"['K', 'AH1', 'L', 'T', 'IH0', 'K', 'Y', 'UW2', 'ER0']","['K', 'AH', 'L', 'T', 'IH', 'K', 'Y', 'UW', 'ER']",9,simple
9977,durtifients,"['D', 'ER1', 'T', 'AH0', 'F', 'AH0', 'N', 'T', 'S']","['D', 'ER', 'T', 'AH', 'F', 'AH', 'N', 'T', 'S']",9,simple
9981,africited,"['AE1', 'F', 'R', 'AH0', 'S', 'AY2', 'T', 'IH0', 'D']","['AE', 'F', 'R', 'AH', 'S', 'AY', 'T', 'IH', 'D']",9,simple
9994,brograning,"['B', 'R', 'AA1', 'G', 'R', 'AH0', 'N', 'IH0', 'NG']","['B', 'R', 'AA', 'G', 'R', 'AH', 'N', 'IH', 'NG']",9,simple
10004,visteaft,"['V', 'IH1', 'S', 'T', 'AH0', 'F', 'T', 'EH2', 'D']","['V', 'IH', 'S', 'T', 'AH', 'F', 'T', 'EH', 'D']",9,simple
10029,dolignals,"['D', 'AH0', 'L', 'IH1', 'G', 'N', 'AH0', 'L', 'Z']","['D', 'AH', 'L', 'IH', 'G', 'N', 'AH', 'L', 'Z']",9,simple
10049,helicaling,"['HH', 'EH1', 'L', 'IH0', 'K', 'AH0', 'L', 'IH0', 'NG']","['HH', 'EH', 'L', 'IH', 'K', 'AH', 'L', 'IH', 'NG']",9,simple
10056,undiclic,"['D', 'AH1', 'N', 'D', 'IH0', 'K', 'L', 'IH0', 'K']","['D', 'AH', 'N', 'D', 'IH', 'K', 'L', 'IH', 'K']",9,simple
10073,labilitible,"['L', 'AH0', 'B', 'IH1', 'L', 'AH0', 'B', 'AH0', 'T']","['L', 'AH', 'B', 'IH', 'L', 'AH', 'B', 'AH', 'T']",9,simple
10116,tumanited,"['T', 'UW1', 'M', 'AH0', 'N', 'AY2', 'T', 'IH0', 'D']","['T', 'UW', 'M', 'AH', 'N', 'AY', 'T', 'IH', 'D']",9,simple
10118,annuatoral,"['AE2', 'N', 'Y', 'UW0', 'EY1', 'T', 'ER0', 'AH0', 'L']","['AE', 'N', 'Y', 'UW', 'EY', 'T', 'ER', 'AH', 'L']",9,simple
10130,natignional,"['N', 'AH0', 'T', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L']","['N', 'AH', 'T', 'IH', 'JH', 'AH', 'N', 'AH', 'L']",9,simple
10188,alrestran,"['AE1', 'L', 'R', 'IH0', 'S', 'T', 'R', 'AH0', 'N']","['AE', 'L', 'R', 'IH', 'S', 'T', 'R', 'AH', 'N']",9,simple
